contract_id,archive_member,source_path,category,media_type,bytes,sha256,git_blob,source_revision,base_revision
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-configuration-order-2026-08-11.csv,docs/audits/mv05ae-configuration-order-2026-08-11.csv,generated_audit_table,text/csv,396,950dc19af688ccd96f1a92074ca363a3a2f50f2d9ab2ecd1e28cee4527023672,5975daf6cbbb977f85560be0c6c712036fa2b74b,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-continuation-criteria-2026-08-11.csv,docs/audits/mv05ae-continuation-criteria-2026-08-11.csv,generated_audit_table,text/csv,2134,c179564390309d4d5818983a8e191253f836df6cb479c73f57a44bae9cbbf4ff,3cd52f97681c3330d4be7217e62c6d591140978a,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-continuation-decision-2026-08-11.csv,docs/audits/mv05ae-continuation-decision-2026-08-11.csv,generated_audit_table,text/csv,534,5b67f4e86694b8533041af1321f9dbac03a4c7d997cc92619cb8f82a303463a3,6ae2646f4558fcdead8d98a43b783f85d4447e43,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-deterministic-repeat-2026-08-11.csv,docs/audits/mv05ae-deterministic-repeat-2026-08-11.csv,generated_audit_table,text/csv,2696,6d192cbc63a4bcbd2ee129c9d1b231bd0b349f6e4f0cc0fd0c780852b360c6e4,6838992c8e894a9459cf9fa4cdcb9847c383f318,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-execution-queue-2026-08-11.csv,docs/audits/mv05ae-execution-queue-2026-08-11.csv,generated_audit_table,text/csv,106512,f4bfdf45c9841486aa81e18394dd037c03e2a9f54716095ea2f4efb1931b1578,e1797a9a456a10146c86927eae3bdd2cf19b7a52,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-execution-scope-2026-08-11.csv,docs/audits/mv05ae-execution-scope-2026-08-11.csv,generated_audit_table,text/csv,477,b3bcb8d60c5680579026b2f685ae6f39fd0664c6bdb99dfa91061d55bcb68dc6,84577112064430430c6bfd8893efb40881e2ea65,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-independent-validation-2026-08-11.csv,docs/audits/mv05ae-independent-validation-2026-08-11.csv,generated_audit_table,text/csv,1460,50b87da7fd13e29aa322cef318dc90a30725e059b34324c049c0751b862d1bd4,2c90eccd85ff965ef2c0da54a4e9ad139f07e09b,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-resource-envelope-2026-08-11.csv,docs/audits/mv05ae-resource-envelope-2026-08-11.csv,generated_audit_table,text/csv,540,691cc5aebf096d6040a1509bd52008cb5d062232a4bb9c1c1ce6800e4a168999,16de60ee79714291632fb9b3786d969e8377fc67,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-selection-firewall-2026-08-11.csv,docs/audits/mv05ae-selection-firewall-2026-08-11.csv,generated_audit_table,text/csv,623,13d2bede39223922def4a2043a3514bbebe204115aeb6e9731e011376f01f6e6,5346abc2e104e24460da72ae0f5dee91b04d5102,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-source-freeze-2026-08-11.csv,docs/audits/mv05ae-source-freeze-2026-08-11.csv,generated_audit_table,text/csv,5712,295d07d8191183143096e700b463801117cddf2ad609015c5a3a592704916559,04e22e2a5759b3ad8decca6f54af0b6068e9a12f,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ae-validation-plan-2026-08-11.csv,docs/audits/mv05ae-validation-plan-2026-08-11.csv,generated_audit_table,text/csv,1439,50bdb6381ff8fa7c542cfccfd8db712db73fc3bf157a1aa9964fc30945d74457,d93d6a504b32a1c8ec1a72b319e8deb75d4320d5,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-configuration-decision-2026-08-11.csv,docs/audits/mv05af-configuration-decision-2026-08-11.csv,generated_audit_table,text/csv,440,67460167721f2ecc748d9f383e547b4826347925fd8856e7e11a64fbc27e06d6,e8772bba09a8eb6b4dd4f91ad0c1572419165bf7,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-deterministic-repeat-2026-08-11.csv,docs/audits/mv05af-deterministic-repeat-2026-08-11.csv,generated_audit_table,text/csv,4033,0af125e5640d536dd4f7246e8844184af674ed4efb6a1177ec9dafa9b180bf06,d522c971251d169e6a207670f03c23338019b013,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-independent-energy-oracles-2026-08-11.csv,docs/audits/mv05af-independent-energy-oracles-2026-08-11.csv,generated_audit_table,text/csv,10305,4343a9ccc35780fb4f622ae6501cdee96a800e1708ca7bb9c9d050634efa3d06,f43998a89e3b1b1506c93e23ffca7576a4741153,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-independent-geometry-groups-2026-08-11.csv,docs/audits/mv05af-independent-geometry-groups-2026-08-11.csv,generated_audit_table,text/csv,40192,c30ef0e4fb16dfdd63f0af315edcd26eda2e1e779d9fd535581edc1b8591f2e6,55e4b122d854fc46c78e8370e41b0d1a4cf190e6,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-independent-geometry-summary-2026-08-11.csv,docs/audits/mv05af-independent-geometry-summary-2026-08-11.csv,generated_audit_table,text/csv,499,9462ee0440397a6b192488168dea507cc42478f81b7332a194bdd122f5d31808,5ef24d71f02e333aca9564a4ec1b2d11c9de62bb,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-independent-h1-diagram-oracles-2026-08-11.csv,docs/audits/mv05af-independent-h1-diagram-oracles-2026-08-11.csv,generated_audit_table,text/csv,14130,fa81fee8b90f5d001bca4ea19b6736ba8b7cdfeb2774e0a063dd28032770bff0,ffc0bb6eadab10458c81d919f3af959e8ad7c837,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-independent-landscape-oracles-2026-08-11.csv,docs/audits/mv05af-independent-landscape-oracles-2026-08-11.csv,generated_audit_table,text/csv,19343,a284300c77b325aad622059068508e96af4e0c20e17f1ee10c1dd331d1c36f82,4b1da601bcfde54c73ca16893ca5863231b12d7e,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-independent-validation-2026-08-11.csv,docs/audits/mv05af-independent-validation-2026-08-11.csv,generated_audit_table,text/csv,1561,7ecce438209cb196f34965dd903806aca0c2474c34468372418e6739d144db82,05c25e1998cc25c6a055112da23602b9d0a71a99,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-nested192-execution-queue-2026-08-11.csv,docs/audits/mv05af-nested192-execution-queue-2026-08-11.csv,generated_audit_table,text/csv,123779,02a3ef7ba292eda918b30c4e7b7c6fa3609192c27351c84bef343d44875ee905,bd75e09fd85990d42eccf513eb9d13612ac33464,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-nested192-execution-scope-2026-08-11.csv,docs/audits/mv05af-nested192-execution-scope-2026-08-11.csv,generated_audit_table,text/csv,929,f0539d87e6e8c86f07e86585a65f8e94914adbef4c817e4b69f11a84bb8587d2,a00692d121998972fa02049dc891153ec08a4ee7,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-nested192-production-resources-2026-08-11.csv,docs/audits/mv05af-nested192-production-resources-2026-08-11.csv,generated_audit_table,text/csv,52192,b5c958a034e2b418d6e5efe989616ceedce79aa092570c174a6399524d97912e,1e9a2a10c4ddb87122e683f7dd9f2a4324c41394,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-nested192-unit-completion-2026-08-11.csv,docs/audits/mv05af-nested192-unit-completion-2026-08-11.csv,generated_audit_table,text/csv,45201,25bfdd180d7c804f256d7bd2f2074744ce23bbf88a159c77d77b3bc8c6ae6b0c,359d35c6248b76f05ebc41b95bc56a62f1e0c5ba,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-resume-validation-2026-08-11.csv,docs/audits/mv05af-resume-validation-2026-08-11.csv,generated_audit_table,text/csv,227,912564e0713e2696cbaa19cd7f8097718455fd62649e5420e2f9be93c1b447d7,622cde77314751cf52c9d13f29a8a086a178a939,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-source-freeze-2026-08-11.csv,docs/audits/mv05af-source-freeze-2026-08-11.csv,generated_audit_table,text/csv,40960,676fb0711dee1a8050b7b9408472f975539a74e3e83b113e1380550d585bb43d,c23bb1f11088ae4f01b5da6f35fcb13dc1ffe357,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05af-validator-repeat-2026-08-11.csv,docs/audits/mv05af-validator-repeat-2026-08-11.csv,generated_audit_table,text/csv,2163,0b48ab0d0df67a793149f798a08a4668581605b6bd53a6158440390070a2aa0a,825143d9a2bad355521119b517d353e859ca28eb,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-abort-rules-2026-08-11.csv,docs/audits/mv05ag-abort-rules-2026-08-11.csv,generated_audit_table,text/csv,2103,a73d617b6d60b8006433e4e01e8c1161967591b8dc3f51c3f59ec349b0c61898,d9cf94712b2a67a2d9612c17fa3dc9057f6021fe,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-acceptance-criteria-2026-08-11.csv,docs/audits/mv05ag-acceptance-criteria-2026-08-11.csv,generated_audit_table,text/csv,1722,d6f4efaac851fb2d19392a5d60ba28005dff8f8810709f9957cdbb86d70d3ad8,d1d1e5af3e6911bc41191fe7c49c3ab2eaee636d,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-clean-repeat-2026-08-11.csv,docs/audits/mv05ag-clean-repeat-2026-08-11.csv,generated_audit_table,text/csv,3595,d9a77e67a7e943277ace28a2004f2b6530f1ffdceae53388d259ab1bfff087ed,f7c0d7a2d0f3d16cec6c36cb965e1d79c134c4f4,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-clustering-compatibility-disposition-2026-08-11.csv,docs/audits/mv05ag-clustering-compatibility-disposition-2026-08-11.csv,generated_audit_table,text/csv,697,fde69fd9fecdf578abd2b27fac71c3c0ef1a1121842bf815066fda86fa87c75f,f7c4f492a0ffd30b1e6d0bad4a3d75a7f0ce1993,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-endpoint-registry-2026-08-11.csv,docs/audits/mv05ag-endpoint-registry-2026-08-11.csv,generated_audit_table,text/csv,855,0d16c66ad85b3108e96f7214e29badf5cb90f334f869e6b593990a22dd160713,a2208ca5e4658b98f43799e7b0ba31981b1a2fc6,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-estimand-registry-2026-08-11.csv,docs/audits/mv05ag-estimand-registry-2026-08-11.csv,generated_audit_table,text/csv,16499,0c97971a6438a8f84d87a68f5e3a038f4a17cbf96ac7581cc0286b11dab76a79,50999a26e9378ab1e845752720dce0ae9d08c058,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-evaluation-queue-2026-08-11.csv,docs/audits/mv05ag-evaluation-queue-2026-08-11.csv,generated_audit_table,text/csv,137719,406c296dba85b2cbf66093df5f51be1bd8fb6e307bb22dacd26d4879ec9175d2,7970dee6d12c0ebbb60459563bf7ddf349bf5f30,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-independent-validation-2026-08-11.csv,docs/audits/mv05ag-independent-validation-2026-08-11.csv,generated_audit_table,text/csv,1671,f830bd3781d16068c108ffab6a670384785dcb5c26642d99c1de6ff7ab82b480,88eea38e7bd1d71d6535993340f8eb4d29efda6b,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-label-join-prefreeze-2026-08-11.csv,docs/audits/mv05ag-label-join-prefreeze-2026-08-11.csv,generated_audit_table,text/csv,676,2c41b82075453b81f5a08775930628198986cf4feaa05c34180e951e363102e9,5b1a807cb643b2923cde548501cfe0d3fb3994a3,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-method-map-2026-08-11.csv,docs/audits/mv05ag-method-map-2026-08-11.csv,generated_audit_table,text/csv,2175,ee422d9fb1a10743e7f686e88a1213d6a80456d748f97e45f9d9c423b7c84fee,2b6a3b27a77b6122ffbe0c8d5475bf1ccc085862,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-prediction-axis-compatibility-2026-08-11.csv,docs/audits/mv05ag-prediction-axis-compatibility-2026-08-11.csv,generated_audit_table,text/csv,2853,c2ac4d90cf218fdc7ec99bf74a1a0567a9c03dcdbfe804215156b2e939301282,cff08a81e3ae3fba8622866ec2b711e8d5e065bb,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-prediction-lock-contract-2026-08-11.csv,docs/audits/mv05ag-prediction-lock-contract-2026-08-11.csv,generated_audit_table,text/csv,711,3263afd5690d4c964b48ad9c013f730bfb2ce84da7b1c0a6ebf1e8b796e5c47e,d344fdf82c0a6bf1d90267c843ce9ee7606b255c,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-prefreeze-decision-2026-08-11.csv,docs/audits/mv05ag-prefreeze-decision-2026-08-11.csv,generated_audit_table,text/csv,546,1d649d2b4e0e75eb074a1b9286db1ce9057f1ef500bf38adb7a886226cc34321,38bf1e2d8e298107680dd563ad6f634a2334f06f,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-reporting-contract-2026-08-11.csv,docs/audits/mv05ag-reporting-contract-2026-08-11.csv,generated_audit_table,text/csv,1066,9c79fa3094f6c5be0ce0c4f1c06b9784b7d6c7af2196de7f0450e53420c52026,a751d571141b9f7a825564ec6734b3c5558fa505,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-resource-envelope-2026-08-11.csv,docs/audits/mv05ag-resource-envelope-2026-08-11.csv,generated_audit_table,text/csv,528,2de7614c92e3c2e36d6ef4a7ac8ad621713055fed2ccf9740db8c1ed18ba9ff2,a653d71ff9498e531d75ba103dfae63e7f129c4f,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-source-freeze-2026-08-11.csv,docs/audits/mv05ag-source-freeze-2026-08-11.csv,generated_audit_table,text/csv,72241,4c51d78f3e207d3f9888a9a6c7c51de24c88b3812246bd18968f4961572bc2e1,403d63332f5ddb5e238c00c908e8799ac3ca6734,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ag-validation-plan-2026-08-11.csv,docs/audits/mv05ag-validation-plan-2026-08-11.csv,generated_audit_table,text/csv,1621,7d6906b37b725bce0c0fb6b24197108dbf07f11fc7313512ee4689f2da34a916,25532199f9368a961382e17c78f0d37f4b59c118,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-bootstrap-audit-2026-08-11.csv,docs/audits/mv05ah-bootstrap-audit-2026-08-11.csv,generated_audit_table,text/csv,485,f1ed9c049ab30d24c1c46dd03a752b7cafdadef40531be9e22954aec947a25f6,7860b2c4186ab0f3ab369b195ffdc21b4f68abb7,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-estimand-intervals-2026-08-11.csv,docs/audits/mv05ah-estimand-intervals-2026-08-11.csv,generated_audit_table,text/csv,8756,a8486da4757c7c150670c2d8e1d5bd4f9ed0687da25a2d3ef31b4ea2dd376a79,3809e4f8741db5aa45f8a5d073013de25485197e,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-label-source-provenance-2026-08-11.csv,docs/audits/mv05ah-label-source-provenance-2026-08-11.csv,generated_audit_table,text/csv,459,3f1700e857d4eee6aa124090ccee8912a5e384eda62ea0e6162b7fd657c59f96,1f013e3df647efbe17f9d0dae5a1169b85c88ff1,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-macro-estimands-2026-08-11.csv,docs/audits/mv05ah-macro-estimands-2026-08-11.csv,generated_audit_table,text/csv,7078,f57e32ceafd363c113b653c87b30444dd462fa99d4aa03cae93109da557eaff0,1ccca72628b0a9d10af67be4e5961effcf727095,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-nested192-query-endpoints-2026-08-11.csv,docs/audits/mv05ah-nested192-query-endpoints-2026-08-11.csv,generated_audit_table,text/csv,1699143,a10832a5a6b267eb94b771166e7ad8393c5887d078ef51bd8b7db48fa248e667,131051afcd363e09e91ee98f729520ad1644e86a,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-nested192-query-method-outcomes-2026-08-11.csv,docs/audits/mv05ah-nested192-query-method-outcomes-2026-08-11.csv,generated_audit_table,text/csv,1099384,91a63e2bf65a0608c1d68db4f3d9d1ca79f1cbd32f184433f81af7ef940c5c1c,4845fbb60772d6c743f95f90ee925cf6f7c73972,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-nested192-rankings-2026-08-11.csv.gz,docs/audits/mv05ah-nested192-rankings-2026-08-11.csv.gz,generated_audit_table,application/gzip,16166262,038de9e26c4ebef76bb1e620d5808fee00509efbf959823ccd3b04c0863c1300,726ef69d3f8e828320d5ab92cdc3297e6f3e5042,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-outcome-clean-repeat-2026-08-11.csv,docs/audits/mv05ah-outcome-clean-repeat-2026-08-11.csv,generated_audit_table,text/csv,3026,6438ad0174fa211885f637cf874dbfb9567dc30e7eba0031693b35b792c4b4e1,9bfb2a84f1b50df7f7ea9bf5dd21d1012a6bfccc,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-outcome-implementation-freeze-2026-08-11.csv,docs/audits/mv05ah-outcome-implementation-freeze-2026-08-11.csv,generated_audit_table,text/csv,2470,069d9669c0cfc6bbbdd7730b7b3426b2d91ea67c1ed1d3bb10440b03775ec4cd,f06693e03d89d8254997ade6a1f6d5cc13960476,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-outcome-independent-validation-2026-08-11.csv,docs/audits/mv05ah-outcome-independent-validation-2026-08-11.csv,generated_audit_table,text/csv,1735,f8f11f8f29500d32f3adbb9f864e3ff5af43629f2924db6809cbeaf8e9843272,ed7b99442f5968c24c52dd4ebced5fe4a71c678a,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-outcome-resource-summary-2026-08-11.csv,docs/audits/mv05ah-outcome-resource-summary-2026-08-11.csv,generated_audit_table,text/csv,314,a83c31e59f0f15c2c8c0e674846689508e7c58143dfb8aa68eeef52e83be846f,e2f491078a5b12196e811613e72e7582176d7922,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-outcome-resume-validation-2026-08-11.csv,docs/audits/mv05ah-outcome-resume-validation-2026-08-11.csv,generated_audit_table,text/csv,282,8e6fab2586d821e474097e8200067e370432aa25d57ea25e512c0d323c5336e6,4966c6df1c293ca8ea6981c08f551eec824fa0ec,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-outcome-source-validation-2026-08-11.csv,docs/audits/mv05ah-outcome-source-validation-2026-08-11.csv,generated_audit_table,text/csv,61947,f095d0c720990eafd07d5364a8b60b8520ee4906a5bb209e0180250db48eef1d,fe370098476eefdf10abed402819ac3ff4283b96,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-outcome-unit-completion-2026-08-11.csv,docs/audits/mv05ah-outcome-unit-completion-2026-08-11.csv,generated_audit_table,text/csv,54704,06e77bfa71d5db1293295c7b681fa7e884a653ef9809d531e7dd1fdb497ebad3,48686134144db2fd3458288b8d8cd0168b691296,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-paired-query-method-endpoints-2026-08-11.csv,docs/audits/mv05ah-paired-query-method-endpoints-2026-08-11.csv,generated_audit_table,text/csv,1033633,d3583d8a5d2742590b53577fdeca390164c4173653ed50d7a7f373fe4208a14e,ea4f2ce43d41820679d58b2d5bffafe3af4cf209,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-prediction-clean-repeat-2026-08-11.csv,docs/audits/mv05ah-prediction-clean-repeat-2026-08-11.csv,generated_audit_table,text/csv,1649,91b4485fe747dbb65cc29133b757f721650392176a701589fd7403116eb6dc31,ec0b06e844faa796ec54b9dcb5f59f94e3ad2dac,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-prediction-implementation-freeze-2026-08-11.csv,docs/audits/mv05ah-prediction-implementation-freeze-2026-08-11.csv,generated_audit_table,text/csv,1668,217d70d234e2188f7554eb80660d0ba15cf4d6ae9f24cac4ec4466bb1247a4fc,0ccbe19ebea0ace739768948281638eb5e2c1ab5,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-prediction-independent-validation-2026-08-11.csv,docs/audits/mv05ah-prediction-independent-validation-2026-08-11.csv,generated_audit_table,text/csv,1435,c39ab245ef3668211da96818383c69237b07749b58067ab72a4fbd9e4479401d,3442cfa272a9df6ef928711e10b7987556fde63d,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-prediction-lock-2026-08-11.csv,docs/audits/mv05ah-prediction-lock-2026-08-11.csv,generated_audit_table,text/csv,766,c497391662df1af0c9df163a7f40680f3c0ab0e3d0cbc1c479f2c320ae7b5ad5,9e99fd1486a50a1a83c3dcb762851ae910c9f9eb,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
scphcompare_publication_evidence_v1,evidence/docs/audits/mv05ah-prediction-lock-decision-2026-08-11.csv,docs/audits/mv05ah-prediction-lock-decision-2026-08-11.csv,generated_audit_table,text/csv,371,39d9a1d796eb11ea05583763981e30739ffbab5c019d7c427a498e570462a088,186858aac2fe746b730e1475eb5b02dbba3133c8,53c5f2e0864aff288d34871fb8272da15ac660ca,3910b15ce6d3f88197847a8aba94b184e7d9c034
