"contract_id","group_id","execution_order","disposition","exit_status","elapsed_seconds","charged_worker_seconds","peak_process_tree_rss_bytes","cumulative_worker_seconds","cumulative_private_bytes","scientific_group_complete","scientific_implementation_root_sha256","execution_implementation_root_sha256","rust_library_sha256","runner_stdout_sha256","runner_stderr_sha256","runner_stderr_tail","outcome_label_state","biological_outcomes_computed","fusion_evaluations","outcome_jobs"
"mv06g_serial_completion_metric_v1","mv06f_group_v1:b78f7ac00ffefcaac391af0c8d588f9cc57926b694039c636d2ad434be3f160f",35,"completed",0,291.769847869873,291.769847869873,168030208,9038.2926864624,252431665,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","1b7f0722ee79670e52a57a131b28477a793b186a30fd2cc3c8bda97cc0a4ba6e","Completed MV6-G production group: mv06f_group_v1:b78f7ac00ffefcaac391af0c8d588f9cc57926b694039c636d2ad434be3f160f.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:08aeeee1d79b188b7a96f0c88bc767f2822336c2522b90bf8ac3d4d0afa42f7a",36,"completed",0,287.366994142532,287.366994142532,167288832,9325.65968060493,259518495,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","6a6f65afb359a3d8378bf330cb74436a48a5b6b8cb521c6110792ca1a114f124","Completed MV6-G production group: mv06f_group_v1:08aeeee1d79b188b7a96f0c88bc767f2822336c2522b90bf8ac3d4d0afa42f7a.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:628f707eace53f1d02d05a05644916cc933549085f579059062942a87fcd9eca",37,"completed",0,304.342687606812,304.342687606812,167788544,9630.00236821175,266605463,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","4479cb2f406b63b5894b0435e63a2e594c997ffae4d3327c5dce47a72d2076f8","Completed MV6-G production group: mv06f_group_v1:628f707eace53f1d02d05a05644916cc933549085f579059062942a87fcd9eca.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:2b10e2be129d09113bb6c23c209180089b1bd0f3ac7e6ffc536079bc415a339a",38,"completed",0,301.351185321808,301.351185321808,162447360,9931.35355353355,273692472,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","4927b35ae8b784f467eec18df0ca91ee8f68c6b096b0dbf2994707d25bdc49c4","Completed MV6-G production group: mv06f_group_v1:2b10e2be129d09113bb6c23c209180089b1bd0f3ac7e6ffc536079bc415a339a.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:b2ec6de7ae421895363f86584f6524280ade79aad6163f33a880d2d726cb3d41",39,"completed",0,296.153674840927,296.153674840927,162721792,10227.5072283745,280779014,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ac21bc340d0aaf65622949225ec6eb5d89aa703e5dcbed63592cc2a4452e0048","Completed MV6-G production group: mv06f_group_v1:b2ec6de7ae421895363f86584f6524280ade79aad6163f33a880d2d726cb3d41.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:68df8117e967bda08f592eb2b4f3b8c96d1ca88c8a15b69375c613e716797ff5",40,"completed",0,301.869954586029,301.869954586029,162680832,10529.3771829605,287866122,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44abb1e0e34cb4c2af0da24971ac2d335ce7d8842cd55b12e57a7258abe0ec8b","Completed MV6-G production group: mv06f_group_v1:68df8117e967bda08f592eb2b4f3b8c96d1ca88c8a15b69375c613e716797ff5.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:67858282214382f3e8fecbe28b794feda7d00799e52ae46575d632bd59d1a89d",41,"completed",0,293.228006839752,293.228006839752,164442112,10822.6051898003,294953789,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","be3171946b3926b7394b7d881681ef4d925c060e7c40fa714d12959173f5b4f9","Completed MV6-G production group: mv06f_group_v1:67858282214382f3e8fecbe28b794feda7d00799e52ae46575d632bd59d1a89d.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:72b53f6e0ccff94d9f8001599e1f0b63e3899733f72abd2a0ae993a4aa728f92",42,"completed",0,306.498041152954,306.498041152954,169115648,11129.1032309532,302041498,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","cbb67236ecaa5071ef90c5a376f0d914d46d4a176fcd16fda6cbc690c295946a","Completed MV6-G production group: mv06f_group_v1:72b53f6e0ccff94d9f8001599e1f0b63e3899733f72abd2a0ae993a4aa728f92.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:d3aca232b73eac7590da85aca6ed36bbaa8cb555c51a2af05b1b6b2711f016fb",43,"completed",0,313.017971515656,313.017971515656,162742272,11442.1212024689,309129226,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","5dc113a1f11411221f90c32a539206a5e379c7af2f2b4890a801a4eaeb57c5ab","Completed MV6-G production group: mv06f_group_v1:d3aca232b73eac7590da85aca6ed36bbaa8cb555c51a2af05b1b6b2711f016fb.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:0c65f3e6ca263a121de390bfa47bfaedc051687a0b4d8632d1f5de0bf24b0c27",44,"completed",0,301.371296644211,301.371296644211,169213952,11743.4924991131,316216450,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","554326b6056bde92972bf455da246cb29639134fbe23bed23fc5fd1cc6c9ee36","Completed MV6-G production group: mv06f_group_v1:0c65f3e6ca263a121de390bfa47bfaedc051687a0b4d8632d1f5de0bf24b0c27.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:9722d70aa65c60ce06d827661afae22ca2c6afd162f76211a329575a4538d33a",45,"completed",0,317.148241519928,317.148241519928,165117952,12060.640740633,323304177,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ed2795eb3f72ec5f947c1c8e0b5031e6c4427fb8c6af6034e473204c4226b599","Completed MV6-G production group: mv06f_group_v1:9722d70aa65c60ce06d827661afae22ca2c6afd162f76211a329575a4538d33a.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:6890cbf2d67487dad1516f5ef4d3e8620e6da73cfdb37bbad27e7fa0f7f2b64d",46,"completed",0,284.847558021545,284.847558021545,167198720,12345.4882986546,330391151,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","7f3549c8dcc87c5e7dd7762cb8e67ae0b01ecccf0970ad1f869cc519e4532de4","Completed MV6-G production group: mv06f_group_v1:6890cbf2d67487dad1516f5ef4d3e8620e6da73cfdb37bbad27e7fa0f7f2b64d.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:feb1d3ce88f5a474c58f20177f96e7f850b252d2098154e139f88ce674094444",47,"completed",0,285.391642332077,285.391642332077,162381824,12630.8799409866,337478320,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","c7ab7cecb175bdc7aef9853039ee647554d9e5815dc3883e042a922c00695be1","Completed MV6-G production group: mv06f_group_v1:feb1d3ce88f5a474c58f20177f96e7f850b252d2098154e139f88ce674094444.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:2734ab2f32b3459bc66508c10d7583fac02ce0425b342d73efe7f3f4f4b4aa68",48,"completed",0,283.900250673294,283.900250673294,165453824,12914.7801916599,344565347,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","a12eac0bb4fe235da1ed399e24da6ca4432af1e8066f2b78efcb331c3e0bb82f","Completed MV6-G production group: mv06f_group_v1:2734ab2f32b3459bc66508c10d7583fac02ce0425b342d73efe7f3f4f4b4aa68.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:2c78a35b51ec2615beb82313010a9d9489057c3a225aa923f16e3228468dd8ae",49,"completed",0,284.176220655441,284.176220655441,167604224,13198.9564123154,351652145,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","cf5d1ee565e027a91e185108785fd5d185548ceedbfa0e1c87f7bd1ee8875ffe","Completed MV6-G production group: mv06f_group_v1:2c78a35b51ec2615beb82313010a9d9489057c3a225aa923f16e3228468dd8ae.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:fbca3ade46a2dd671380df8e7fb07714bab96d9c8c8a9e0c9a579422ee8ec53c",50,"completed",0,285.506765842438,285.506765842438,167804928,13484.4631781578,358739648,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","dac12dc00e839d6ea13e00e082fed9a7a776febe4c6a23fa39e4cc48c9ba5d8b","Completed MV6-G production group: mv06f_group_v1:fbca3ade46a2dd671380df8e7fb07714bab96d9c8c8a9e0c9a579422ee8ec53c.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:e1a65ad83356a04ea2dd1bff442eff5fc682ce4897045040aac220e3ec0dcbe0",51,"completed",0,286.417518138885,286.417518138885,184586240,13770.8806962967,365826804,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","c8e4614161e4dd6928ec2dce6efde248684a02f8579f67da24d475490d79faa6","Completed MV6-G production group: mv06f_group_v1:e1a65ad83356a04ea2dd1bff442eff5fc682ce4897045040aac220e3ec0dcbe0.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:decdd91d6aa94de71f4716651259b472a2a02d1143c6d51510d1e1803ca7cfc8",52,"completed",0,299.173489093781,299.173489093781,165527552,14070.0541853905,372914131,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","d6c03e82b3473db005b0020cae3fd39156052ee45decdbff5f187461635f39a4","Completed MV6-G production group: mv06f_group_v1:decdd91d6aa94de71f4716651259b472a2a02d1143c6d51510d1e1803ca7cfc8.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:fd89439b152e8788780776a6f491f20ad5cc8e695711224d8309ad92615d4f61",53,"completed",0,296.117555379868,296.117555379868,165580800,14366.1717407703,380001275,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","3912d1aaba3d3982b501e338b941ae0a450f541b14afd922076e76d6079398d6","Completed MV6-G production group: mv06f_group_v1:fd89439b152e8788780776a6f491f20ad5cc8e695711224d8309ad92615d4f61.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:17bbb301c021120de90a2c3d676bcfeae639ab4348df09976064649e75aa25f1",54,"completed",0,294.035675764084,294.035675764084,162562048,14660.2074165344,387088343,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","5781779282fb096f64d96bced5ef12a07322350637fda9b099642bebde93e781","Completed MV6-G production group: mv06f_group_v1:17bbb301c021120de90a2c3d676bcfeae639ab4348df09976064649e75aa25f1.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:8a1c1fd1ec6c38fff930224001e8780cb6a3f77aa66359987eeb8b7e7b8dc7a6",55,"completed",0,299.436916351318,299.436916351318,165343232,14959.6443328857,394175861,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","3d99236e0e259230245abbd92c6cc5341fd9af2a30b9e91d0a353572e75b09e5","Completed MV6-G production group: mv06f_group_v1:8a1c1fd1ec6c38fff930224001e8780cb6a3f77aa66359987eeb8b7e7b8dc7a6.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:7c19ff1e3d0cc1f6840e8dc812b71fe9aa67efc7dcfe7452f3b7d9e5ee2002d2",56,"completed",0,301.772789001465,301.772789001465,164401152,15261.4171218872,401078813,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","15b8d7eab83c8faae3e3f2155360e46b5514ee18651f63609de1e9b0933e3807","Completed MV6-G production group: mv06f_group_v1:7c19ff1e3d0cc1f6840e8dc812b71fe9aa67efc7dcfe7452f3b7d9e5ee2002d2.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:7dbadc56fbd61636fcb998ad170213953cc29b6852148b25b739630b0a399b4e",57,"completed",0,304.63377737999,304.63377737999,164728832,15566.0508992672,407981819,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","338f25988488cfe815c5e16639546db7ec6386c68bb135a4f6a8e0189e410f9b","Completed MV6-G production group: mv06f_group_v1:7dbadc56fbd61636fcb998ad170213953cc29b6852148b25b739630b0a399b4e.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:7f98730bc851a3c4b5877a38a69e20b88ee8343ccb135f89bd6440d8b77ba948",58,"completed",0,297.988675355911,297.988675355911,164691968,15864.0395746231,414884691,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","8671a9619961be45abfac8297ecffbf721f49acddbc0c42a10c0c2c1fc977435","Completed MV6-G production group: mv06f_group_v1:7f98730bc851a3c4b5877a38a69e20b88ee8343ccb135f89bd6440d8b77ba948.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:858156269cc82adfd2a08d7f02843c6f20bd323c45d04d191db5b0daa8b2e98d",59,"completed",0,302.325913906097,302.325913906097,164245504,16166.3654885292,421787564,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","cc2149c684f842fb9059d8f37ea27e514551d2caa0fc636b54c32fd4721f114a","Completed MV6-G production group: mv06f_group_v1:858156269cc82adfd2a08d7f02843c6f20bd323c45d04d191db5b0daa8b2e98d.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:26e9fae36393a93186d31abc4b743802345db6aeb2b3edea2a4bf19706d081fc",60,"completed",0,311.184466838837,311.184466838837,164724736,16477.549955368,428690874,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","c1192ebca80dd387084481a219ddd0da92af7cf175cd1ba8b9ad707d27f15e3b","Completed MV6-G production group: mv06f_group_v1:26e9fae36393a93186d31abc4b743802345db6aeb2b3edea2a4bf19706d081fc.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:21f527973cb03b4cf648798023bdf209b74e75c8e2f9c8b07f7591fec4e2ed05",61,"completed",0,258.05716252327,258.05716252327,164773888,16735.6071178913,435593134,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","46c119de0790e77c72b327908d7a7b1c5bee1be1ea14b0c7d55ca5fa3fe9e307","Completed MV6-G production group: mv06f_group_v1:21f527973cb03b4cf648798023bdf209b74e75c8e2f9c8b07f7591fec4e2ed05.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:65db552c558c49ec5d0c47f6d7ec2a61a5fd041f16e959cb8fa76c0b8544aabe",62,"completed",0,269.578923463821,269.578923463821,164634624,17005.1860413551,442495552,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","12e06f379871cd5649e0d501ba6a242ea943070edb4b0da779b5ece5f632979d","Completed MV6-G production group: mv06f_group_v1:65db552c558c49ec5d0c47f6d7ec2a61a5fd041f16e959cb8fa76c0b8544aabe.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:4f83938581758419ed8209945da5f962fafc84b0bf214808921e5c05521082b0",63,"completed",0,267.032122373581,267.032122373581,164761600,17272.2181637287,449397905,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","f69db7b8a487314725dd5240f91d21288d6bb6b0c0c8f1aa599104c206a92447","Completed MV6-G production group: mv06f_group_v1:4f83938581758419ed8209945da5f962fafc84b0bf214808921e5c05521082b0.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:17fd1f24ff364a54fccff2d22f96838374f3fe5948fd1034f5456890e4aab47c",64,"completed",0,267.063793897629,267.063793897629,165363712,17539.2819576263,456299818,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","413f96323e9663e656233b6130f3917f8d52baff5c84e9038493cd42c98d25e0","Completed MV6-G production group: mv06f_group_v1:17fd1f24ff364a54fccff2d22f96838374f3fe5948fd1034f5456890e4aab47c.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:fdb4ac3c3aac4ab29b4c4ce6867e7142eed606f1fd9eaad9721efb5e9321faea",65,"completed",0,270.657513380051,270.657513380051,164880384,17809.9394710064,463202410,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","e372376038ef36ed0624266ac5a31513a7e245d4b7196e2b419a254894521e93","Completed MV6-G production group: mv06f_group_v1:fdb4ac3c3aac4ab29b4c4ce6867e7142eed606f1fd9eaad9721efb5e9321faea.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:40c94c4ae479a65d2ecc5fd5a87eebfce74dfc028dcb55b30b9e1fd409a01566",66,"completed",0,303.709553718567,303.709553718567,165703680,18113.649024725,470007269,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","c207ea505424ad1c15fca563e8f1dbcf3b0692f21df8e827b4572bb05c33dec3","Completed MV6-G production group: mv06f_group_v1:40c94c4ae479a65d2ecc5fd5a87eebfce74dfc028dcb55b30b9e1fd409a01566.","closed",FALSE,0,0
"mv06g_serial_completion_metric_v1","mv06f_group_v1:c53b623686d3bd75d3d8788cf2ebb7b4ca18cb151fab35453c350aef230a6d22",67,"completed",0,314.931516170502,314.931516170502,167329792,18428.5805408955,476812285,TRUE,"8b0a1e42d9e46234edb847bcab82a2e770a47f3934d21f2a81c352c74c9cec0c","deb03fbc3e3bcf49d7c6fcbd356256c94aae0e3dae7672ec4150b3702e36f745","51d3fca4808c6620c46c7b1100ddfad4753af02d37f87ec3eb278008846b160d","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","a619ba4a0952102c83deb636aab23b78dd1294362475394765b502e29e027617","Completed MV6-G production group: mv06f_group_v1:c53b623686d3bd75d3d8788cf2ebb7b4ca18cb151fab35453c350aef230a6d22.","closed",FALSE,0,0
