"contract_id","pair_id","view_id","homology_dimension","first_diagram_id","second_diagram_id","outcome_label_state","biological_outcomes_computed"
"mv06e_throughput_pair_v1","mv06e_pair_v1:b0e37d719e4e7b67571087597cbaefeec0455f7f4beb32358fe565a33595a259","cell_topology_v1","H1","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:b1ed6861c484b050fb90d734cdd86411b932569374caaa9064a5faca2d60215e","cell_topology_v1","H0","mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:b45093eae1e5aa1385b847fcbb4380dd2c1892f590945499841ab35eae6ec7cc","cell_topology_v1","H1","mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:b46aa2571ae2efc9f19d2180b39fd92fd8574eafb345a31cdc51a239cfa8a876","cell_topology_v1","H0","mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:b6a62748e24ef71b014940e8c59bb8f4801836a5196219b343c8e148e650462d","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:bbcec6e0b123302ffa145e023a7cffd6455f188a23520f35c9bd5f122e073513","cell_topology_v1","H1","mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:c0334a3d1f85b02be8f5af18e023aab598a45c18db366fe994d415670b45e222","cell_topology_v1","H1","mv06e_diagram_v1:7bcb13b339fc4f309194c9f5904fcafe4c50d2ba553a6dfff0b4b4143078666f","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:c48c9047e9c344c6bdc6510dfe0ef803c4448e864792843eb6357d1cf5cbe150","cell_topology_v1","H1","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:ce1acead480878553feeb4cb9b47870743daf9a1b948f65548fdc4d6a374f16d","cell_topology_v1","H1","mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72","mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:d304a1be5e0418c0838088728437dbf16e04430dfff14566977752650fe59c59","cell_topology_v1","H1","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e","mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:d6abdc53f14aaddb400bfbcd22c9405f8891df3ebd32b908ebbb2c224acf24f2","cell_topology_v1","H1","mv06e_diagram_v1:63568c6593147e5d9c53ff968f56fe0a0d5fd5ea87e0a6c7b10f1975291d6f58","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:d9f7d44f57bb2638331772b5211c2415b04facba4f6f3783a4bf78f940ec1178","cell_topology_v1","H0","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:e30fdf0d37172df61cdc54c6e2591cf57c8060ddb3e4dd950e54ce493374e090","cell_topology_v1","H0","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:e3b9c8cfff07f3e1c407398119832686d547c6d35c0ae8dce92f1c3c2b6dffc6","cell_topology_v1","H1","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:e3f672e99885198f05513f4aed8faa5e780487d2bb6ab6ecd149fdb865fe9c30","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:e69267c6d2508bd1d78278cb7e22433ae939e6e16e2f5424125987cefa4180d3","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:e925c3e65b6148591d89b5b09031939f853c7b5b333a7e03dbe56e5e90a6eb9f","cell_topology_v1","H0","mv06e_diagram_v1:9622964daf402aa589ac37f7f7f904d474b9cd81a5337a734b6de07f7bcdcd22","mv06e_diagram_v1:ffa4ec0f53edc50bbf7fd03bd782575b90dcc09c32f4a8ea6019161062e73de0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:f46d9edb0fb92a6b24ee9caa50b6990e8a0e1f68b9df37c5f7aebfa4416c8e76","cell_topology_v1","H0","mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:f95f00fd1c597b4d96c2df63fa05cb47cc2870c03c0aebd5d8e659d693a46679","cell_topology_v1","H1","mv06e_diagram_v1:26c3d94b43154cf3df4ab8415f43868a40ec8799f2d0ac9cdfe922773873ed72","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:fb7e4f38fba773888c6a2a040e3e0f4eac0cacc77b9dfb41ce3608f753062dca","cell_topology_v1","H0","mv06e_diagram_v1:d64340b00ac5fac495d2504e7bf9d67a88adce7c8eb019a754f583e2d03e083e","mv06e_diagram_v1:e827a724e1bd3447756fe6ac4e80aa37ab59537f64ddb480133ddc48978213f0","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:fc80f50e0f36d44f4f467b6caf388a41c6fc4e33830def675c85306c18c94905","cell_topology_v1","H1","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:fd649ce60dce13d56bd7e414f2ceb4fe3b2e49b413fe19ff63c6a908becdd917","cell_topology_v1","H0","mv06e_diagram_v1:09b294422e6802a723e1798817f0c2e4f05a584f9df20d588b2ad5e536ca5212","mv06e_diagram_v1:5f2f73c392463f65e025587dfea68bbc83d3a7ce7626943157da713a28f06f26","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:01347d73fdf119720e432d230e7d21c2782074381d3626dfcc1206f5629f8f0a","gene_topology_v1","H0","mv06e_diagram_v1:0b90fead382638e5a3e1864357b2f63c24f25b74eff449909148c959b349d4ac","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:04c106f4f38626b8911c4c98a8b1a363be50d6a7b80d076eb7637f220097d108","gene_topology_v1","H0","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","mv06e_diagram_v1:b8e6af78f9c514f00c68c95837404f7f2a5d6a31d82376387f84225491051b79","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:0788fcf4ba0d257b00939c8be314ea12eb6b453f1b45c657b2a7e41f0c5c60b2","gene_topology_v1","H1","mv06e_diagram_v1:93f0bf8b75b22859bbd2622603f5e01bea73986c432dd95e164c78bb6b91ced9","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:095119c61a89460260ff857fd7d0ded195df5f1cbb361b78e7421208ba6d633d","gene_topology_v1","H1","mv06e_diagram_v1:0b90fead382638e5a3e1864357b2f63c24f25b74eff449909148c959b349d4ac","mv06e_diagram_v1:b8e6af78f9c514f00c68c95837404f7f2a5d6a31d82376387f84225491051b79","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:0a0609b83812c79c038bedba2ae6684a97474a770408b89c58e2de0e04e6ea26","gene_topology_v1","H0","mv06e_diagram_v1:35415c3b4808383ed6cbbf5e3a3c705a24f3420d64d0a98d468842112d2c73e4","mv06e_diagram_v1:93f0bf8b75b22859bbd2622603f5e01bea73986c432dd95e164c78bb6b91ced9","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:0d492bde83edc49660ef68ffac8eb07ce2966c462daa8aa452c6eb62eac3910a","gene_topology_v1","H1","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","mv06e_diagram_v1:93f0bf8b75b22859bbd2622603f5e01bea73986c432dd95e164c78bb6b91ced9","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:1580e308f465e0124be9dff6311754ca986d31200ef9b9baa868594f63aa47c3","gene_topology_v1","H0","mv06e_diagram_v1:0b90fead382638e5a3e1864357b2f63c24f25b74eff449909148c959b349d4ac","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:1952f4f08d182ad1127782000800db128a67bc5b3ec5a6a75eb2eb5cf8720145","gene_topology_v1","H0","mv06e_diagram_v1:7f3f392651f6f78928508dca569eed23a150aca8c7bdf7c3d7ba754fee48d2a2","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:1aba078e7681b0a1c3c23d837014f81ac800aa63a53cac62739d616b4ca59a1d","gene_topology_v1","H1","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","mv06e_diagram_v1:9c3339fc0d365183b770cbe52f8219b88a49559f2288050f4a7704e0f6fdbe5a","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:1b0d6126fdc790fb36a28dde175c67428146ba241555b1dab3aaff2aef977d9d","gene_topology_v1","H1","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:1c20f31a5f171632c324b48ab6eb060c15244c9af7efe800649140903cf271c4","gene_topology_v1","H1","mv06e_diagram_v1:0b90fead382638e5a3e1864357b2f63c24f25b74eff449909148c959b349d4ac","mv06e_diagram_v1:35415c3b4808383ed6cbbf5e3a3c705a24f3420d64d0a98d468842112d2c73e4","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:209c592bf3d8f5cf50e118b434198ce5e656fe2a40b280f329dd48897f5f2656","gene_topology_v1","H1","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:2636e2b3b68afbbc78e535ddf311f625a5347f60068ef01d257bbee3ad2ba7fa","gene_topology_v1","H1","mv06e_diagram_v1:0a945cb301d10f662f4c1cbdaeddd51d470411f000c4f5e8769ec95bbc09089e","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:2f58cc558d3f41dbab35d691fa4e17f06f7bb389443757185cbfebf6366cbe47","gene_topology_v1","H0","mv06e_diagram_v1:0a945cb301d10f662f4c1cbdaeddd51d470411f000c4f5e8769ec95bbc09089e","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:31505ecd00d336da7e33d3a9b00ad9d40e8e0fb17b05db9cb1e96f1caf0d0e29","gene_topology_v1","H0","mv06e_diagram_v1:0a945cb301d10f662f4c1cbdaeddd51d470411f000c4f5e8769ec95bbc09089e","mv06e_diagram_v1:b8e6af78f9c514f00c68c95837404f7f2a5d6a31d82376387f84225491051b79","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:35c153adbd80ecdec99d59f5db08b2aa0fdb216eac37d6ca55f63934ee3a2beb","gene_topology_v1","H1","mv06e_diagram_v1:93f0bf8b75b22859bbd2622603f5e01bea73986c432dd95e164c78bb6b91ced9","mv06e_diagram_v1:9c3339fc0d365183b770cbe52f8219b88a49559f2288050f4a7704e0f6fdbe5a","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:39ad10aa51974f7cb18a655c083bf972a4ccca4d441b1c579bd69d5c3dd98fe7","gene_topology_v1","H1","mv06e_diagram_v1:9c3339fc0d365183b770cbe52f8219b88a49559f2288050f4a7704e0f6fdbe5a","mv06e_diagram_v1:b8e6af78f9c514f00c68c95837404f7f2a5d6a31d82376387f84225491051b79","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:4278b0024bbd38dfb283587111fe280721a24f3f7cc1b8c429f4ee69b6197681","gene_topology_v1","H0","mv06e_diagram_v1:0b90fead382638e5a3e1864357b2f63c24f25b74eff449909148c959b349d4ac","mv06e_diagram_v1:7f3f392651f6f78928508dca569eed23a150aca8c7bdf7c3d7ba754fee48d2a2","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:47946942237c141a0a50e183e2dcdbecd154195ad5fb66084191c5a24cf929a2","gene_topology_v1","H1","mv06e_diagram_v1:0a945cb301d10f662f4c1cbdaeddd51d470411f000c4f5e8769ec95bbc09089e","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:4c7764c5fc86a2dd436741f5aac09a5827daca50cf9100baad30dbc3334298ac","gene_topology_v1","H1","mv06e_diagram_v1:b8e6af78f9c514f00c68c95837404f7f2a5d6a31d82376387f84225491051b79","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:4e3566181ba643ca9b6c1b89a1305b5f882f26acb606bf531b36f468e1ff3ff8","gene_topology_v1","H0","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:4f337943c8f8e82c181a9d176c57880f8eb58d8a450717fc48114a5c79b85d4f","gene_topology_v1","H0","mv06e_diagram_v1:93f0bf8b75b22859bbd2622603f5e01bea73986c432dd95e164c78bb6b91ced9","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:52d972bf3101b009ded2a549ff63430ac561dadc677c06e6f87ff21d99d4a0f8","gene_topology_v1","H0","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:53db91c9d0c6db4ec43839aebacd0e30ab47467769a69a87b60352d8ef4d2b3d","gene_topology_v1","H0","mv06e_diagram_v1:0b90fead382638e5a3e1864357b2f63c24f25b74eff449909148c959b349d4ac","mv06e_diagram_v1:35415c3b4808383ed6cbbf5e3a3c705a24f3420d64d0a98d468842112d2c73e4","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:54719d44819e8c4ca4beacd8f90acd134ae7c2d3edd560e8b7a16a72779f1fc1","gene_topology_v1","H0","mv06e_diagram_v1:93f0bf8b75b22859bbd2622603f5e01bea73986c432dd95e164c78bb6b91ced9","mv06e_diagram_v1:9c3339fc0d365183b770cbe52f8219b88a49559f2288050f4a7704e0f6fdbe5a","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:5dfac55544b8291a47efb27cd33b61723aeca5baa761793435afa51fc2e5d7df","gene_topology_v1","H1","mv06e_diagram_v1:0a945cb301d10f662f4c1cbdaeddd51d470411f000c4f5e8769ec95bbc09089e","mv06e_diagram_v1:b8e6af78f9c514f00c68c95837404f7f2a5d6a31d82376387f84225491051b79","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:5e24e1e743ea62a8b25b7d862286756617c1b0918fcedf58ec53fd612f1f45a8","gene_topology_v1","H0","mv06e_diagram_v1:9c3339fc0d365183b770cbe52f8219b88a49559f2288050f4a7704e0f6fdbe5a","mv06e_diagram_v1:b8e6af78f9c514f00c68c95837404f7f2a5d6a31d82376387f84225491051b79","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:6240b3e01d3eb70232a2a49b03db5ab4c551987c2d84a4a16504aa99f7e866db","gene_topology_v1","H0","mv06e_diagram_v1:35415c3b4808383ed6cbbf5e3a3c705a24f3420d64d0a98d468842112d2c73e4","mv06e_diagram_v1:b8e6af78f9c514f00c68c95837404f7f2a5d6a31d82376387f84225491051b79","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:62dd28068fb061c04401697154eed75263215092244b0b3345c637e9ff3ac866","gene_topology_v1","H1","mv06e_diagram_v1:0a945cb301d10f662f4c1cbdaeddd51d470411f000c4f5e8769ec95bbc09089e","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:63403051213b49c8f423b114e106eb23404a0bcd4e28e4c37ded027f7d5e37a0","gene_topology_v1","H1","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","mv06e_diagram_v1:b8e6af78f9c514f00c68c95837404f7f2a5d6a31d82376387f84225491051b79","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:6665c09e1686fdaeb94eb5e5ee332ea7a9e8296291b2bdc10167b7edc75033d8","gene_topology_v1","H1","mv06e_diagram_v1:0a945cb301d10f662f4c1cbdaeddd51d470411f000c4f5e8769ec95bbc09089e","mv06e_diagram_v1:35415c3b4808383ed6cbbf5e3a3c705a24f3420d64d0a98d468842112d2c73e4","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:68d8498af610fafbe8eed576302692b18a150ecabe2e278e1793b250ae535bdd","gene_topology_v1","H1","mv06e_diagram_v1:0b90fead382638e5a3e1864357b2f63c24f25b74eff449909148c959b349d4ac","mv06e_diagram_v1:7f3f392651f6f78928508dca569eed23a150aca8c7bdf7c3d7ba754fee48d2a2","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:70fbe45e6103a64178ada6e430760a978db073ce6fedffb859132d2e3ad2483d","gene_topology_v1","H1","mv06e_diagram_v1:9c3339fc0d365183b770cbe52f8219b88a49559f2288050f4a7704e0f6fdbe5a","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:73fd835485fca4c5853ffc709ccf5f19ce86591320fea87c571e82d938471f22","gene_topology_v1","H1","mv06e_diagram_v1:7f3f392651f6f78928508dca569eed23a150aca8c7bdf7c3d7ba754fee48d2a2","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:803d506abec9fcc81c98faab4f9a0c522e622ac1a071616086e0562c4ec648fd","gene_topology_v1","H0","mv06e_diagram_v1:35415c3b4808383ed6cbbf5e3a3c705a24f3420d64d0a98d468842112d2c73e4","mv06e_diagram_v1:7f3f392651f6f78928508dca569eed23a150aca8c7bdf7c3d7ba754fee48d2a2","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:8232cb4291d8c65e7d19d3b7c3ba43c015148199277c8477a957ab6a219a6b81","gene_topology_v1","H1","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:83b3703cbd2948c012b36b6639a001a75abeb13d07d51c6ab4f1c64cf61f4f70","gene_topology_v1","H0","mv06e_diagram_v1:9c3339fc0d365183b770cbe52f8219b88a49559f2288050f4a7704e0f6fdbe5a","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:843c20a0540d7eb67509149bdc7025f07b08a001f9d4c4acaab213e672c8f0dd","gene_topology_v1","H1","mv06e_diagram_v1:0b90fead382638e5a3e1864357b2f63c24f25b74eff449909148c959b349d4ac","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:8468da6bd0fff013f3f649f4b9b2b5a9f23b0eff3e2ff2c499b245a571c5486d","gene_topology_v1","H0","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","mv06e_diagram_v1:93f0bf8b75b22859bbd2622603f5e01bea73986c432dd95e164c78bb6b91ced9","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:850a7552b7f74a19d5dfb0f5acc8aa70e4c6f9a0b3d9177fac36dff9967b9400","gene_topology_v1","H0","mv06e_diagram_v1:7f3f392651f6f78928508dca569eed23a150aca8c7bdf7c3d7ba754fee48d2a2","mv06e_diagram_v1:93f0bf8b75b22859bbd2622603f5e01bea73986c432dd95e164c78bb6b91ced9","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:8520f0defe5fd547a7c068bc339198ee5710876d6ac35702188e6d7390791779","gene_topology_v1","H0","mv06e_diagram_v1:0a945cb301d10f662f4c1cbdaeddd51d470411f000c4f5e8769ec95bbc09089e","mv06e_diagram_v1:35415c3b4808383ed6cbbf5e3a3c705a24f3420d64d0a98d468842112d2c73e4","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:85258e2da2b982d2d26cf42807d1f6e4f0886f9c0fca062b1db90ff4d2905ec1","gene_topology_v1","H0","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","mv06e_diagram_v1:9c3339fc0d365183b770cbe52f8219b88a49559f2288050f4a7704e0f6fdbe5a","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:85f5c46c2029cc6035da40e288a5eea2428e30b4adf329579a9342048f833b05","gene_topology_v1","H0","mv06e_diagram_v1:93f0bf8b75b22859bbd2622603f5e01bea73986c432dd95e164c78bb6b91ced9","mv06e_diagram_v1:b8e6af78f9c514f00c68c95837404f7f2a5d6a31d82376387f84225491051b79","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:8883031dbeaad232605e9ce22001310d759af978cc19901131dea75607bd1d62","gene_topology_v1","H0","mv06e_diagram_v1:35415c3b4808383ed6cbbf5e3a3c705a24f3420d64d0a98d468842112d2c73e4","mv06e_diagram_v1:9d128228c16907b5c17c786cf2d534498b2e15ae679c63fc4b44c77e5b763765","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:899f064b011f9dfe133b1dee846f35eb6957c6e3b4f70dc7ab187cae981d446d","gene_topology_v1","H0","mv06e_diagram_v1:0b90fead382638e5a3e1864357b2f63c24f25b74eff449909148c959b349d4ac","mv06e_diagram_v1:9c3339fc0d365183b770cbe52f8219b88a49559f2288050f4a7704e0f6fdbe5a","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:8cce70b63fcc1f713d21f42c412e901d9d033703dd041b898e8e829a003e6430","gene_topology_v1","H0","mv06e_diagram_v1:0b90fead382638e5a3e1864357b2f63c24f25b74eff449909148c959b349d4ac","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:8ce891c8777abc8dd7feecfba4392df818e36921abcc1055c943e08ec1c070ca","gene_topology_v1","H1","mv06e_diagram_v1:35415c3b4808383ed6cbbf5e3a3c705a24f3420d64d0a98d468842112d2c73e4","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
"mv06e_throughput_pair_v1","mv06e_pair_v1:8d13e3af5d4dd4c97673acbdc5ec052a7d85e50a94af7c83d089b8f01a8ddc41","gene_topology_v1","H0","mv06e_diagram_v1:6894c3e8ec1fb8f5f12e399580c8ee16dd55c0ad952f6432ebfee091407ad739","mv06e_diagram_v1:fcc482b51bc14569f7cfb9d4bbed945fa721a4129a99f82466e19c2d02ce4247","closed",FALSE
