"Group1","Group2","wasserstein","perm_p","effect_size","ks_stat","ks_adj_p","ComparisonType","Dimension","Dataset"
"bone marrow","prostate",0.0136962607180621,16,23.0370546628486,0,1.70572574635746e-12,"tissue_comparison","landscape","SCT_Individual"
"bone marrow","substantia nigra",0.106422193197492,16,19.4802178000995,0,1.08898098473676e-06,"tissue_comparison","landscape","SCT_Individual"
"bone marrow","testis",0.00668250452949394,16,15.679405145046,0.296055204934371,0.0030236910194882,"tissue_comparison","landscape","SCT_Individual"
"colon","colon",0,0,0,16,1,"tissue_comparison","landscape","SCT_Individual"
"colon","prostate",0.01979293767103,16,24.6766063658549,0,1.32751094731405e-07,"tissue_comparison","landscape","SCT_Individual"
"liver","colon",0.0011383331471149,0.0163737128754655,3.44061387161845,0.429696604791524,0.908758963694524,"tissue_comparison","landscape","SCT_Individual"
"liver","liver",0,0,0,16,1,"tissue_comparison","landscape","SCT_Individual"
"liver","prostate",0.0202362363854474,16,24.8686022165708,0,0.00022716085055383,"tissue_comparison","landscape","SCT_Individual"
"liver","testis",0.0406150016330034,0.866461091629782,17.5324442241043,0.333214679035382,0.383035732074265,"tissue_comparison","landscape","SCT_Individual"
"pancreatic islets","bone marrow",0.00856791467188985,0.856985199745905,7.64646909364622,0.440209171386891,0.597248196175653,"tissue_comparison","landscape","SCT_Individual"
"pancreatic islets","colon",0.0251006506277561,0.920818753952375,13.4864393755657,0.215400993065614,0.0461084510081683,"tissue_comparison","landscape","SCT_Individual"
"pancreatic islets","liver",0.0255439493421736,0.705533773838407,14.975784717119,0.1249387366083,0.0619478560655031,"tissue_comparison","landscape","SCT_Individual"
"pancreatic islets","pancreatic islets",0,0,0,16,1,"tissue_comparison","landscape","SCT_Individual"
"pancreatic islets","pbmc",0.00854733123174224,0.96657624451305,13.5674378399609,0.1249387366083,0.00509168386845774,"tissue_comparison","landscape","SCT_Individual"
"pancreatic islets","prostate",0.00530771295672616,16,22.1073962828929,0,7.82647937619766e-07,"tissue_comparison","landscape","SCT_Individual"
"pancreatic islets","substantia nigra",0.114810740958828,16,22.0316842253312,0,0.000124405775811835,"tissue_comparison","landscape","SCT_Individual"
"pancreatic islets","testis",0.0150710522908299,3,19.7784703462664,0.131887596563628,0.00237166760641266,"tissue_comparison","landscape","SCT_Individual"
"pbmc","colon",0.0165533205999849,0.140261433802853,6.51202073749721,0.284639579475812,0.395274070726689,"tissue_comparison","landscape","SCT_Individual"
"pbmc","liver",0.0169966193144023,0.102372908709559,6.13475956010419,0.380211241711606,0.861272469915927,"tissue_comparison","landscape","SCT_Individual"
"pbmc","pbmc",0,0,0,16,1,"tissue_comparison","landscape","SCT_Individual"
"pbmc","prostate",0.00516640902904165,16,24.4601669751952,0.0377885608893998,3.39628772930201e-06,"tissue_comparison","landscape","SCT_Individual"
"pbmc","testis",0.0236183823186011,1.05060999335509,13.9797963110226,0.367976785294594,0.125881452049155,"tissue_comparison","landscape","SCT_Individual"
"prostate","prostate",0,0,0,16,1,"tissue_comparison","landscape","SCT_Individual"
"substantia nigra","colon",0.139911391586584,2.39794000867204,22.047518165666,0,9.4747681239997e-05,"tissue_comparison","landscape","SCT_Individual"
"substantia nigra","liver",0.140354690301001,2.69897000433602,21.9205964404161,0,0.00265909356818448,"tissue_comparison","landscape","SCT_Individual"
"substantia nigra","pbmc",0.123358070986599,1.82390874094432,19.825794077783,0,0.000136720053113006,"tissue_comparison","landscape","SCT_Individual"
"substantia nigra","prostate",0.120118453915554,16,25.3420490313998,0,2.68049803653519e-05,"tissue_comparison","landscape","SCT_Individual"
"substantia nigra","substantia nigra",0,0,0,16,1,"tissue_comparison","landscape","SCT_Individual"
"substantia nigra","testis",0.0997396886679977,1.07058107428571,13.3778796636568,0.104735350520013,0.00817902244323758,"tissue_comparison","landscape","SCT_Individual"
"testis","colon",0.040171702918586,1.49485002168009,18.1554824650373,0.315588715834906,0.110322744717675,"tissue_comparison","landscape","SCT_Individual"
"testis","prostate",0.020378765247556,16,25.1955543550903,0,5.65972346690382e-12,"tissue_comparison","landscape","SCT_Individual"
"testis","testis",0,0,0,16,1,"tissue_comparison","landscape","SCT_Individual"
"SRA550660","SRA550660",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA550660","SRA628554",0.0091632660155909,0.486782399932061,4.673406039653,0,0.571428571428571,"sra_comparison","dimension_0","SCT_Individual"
"SRA550660","SRA645804",0.0153747981425286,0.51427857351842,2.85255476818955,0.0969100130080564,0.170611281722393,"sra_comparison","dimension_0","SCT_Individual"
"SRA550660","SRA667709",0.013524281658758,0.488116639021126,1.80855278418176,0,0.166500166500166,"sra_comparison","dimension_0","SCT_Individual"
"SRA550660","SRA703206",0.0248755395945601,1.42021640338319,7.359088813036,0,0.172532781228433,"sra_comparison","dimension_0","SCT_Individual"
"SRA550660","SRA713577",0.0122176212985968,0.446116973356126,5.59495343272208,0,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA550660","SRA728025",0.0100788201634764,0.218244625347531,1.42432676524943,0,0.124875124875125,"sra_comparison","dimension_0","SCT_Individual"
"SRA550660","SRA742961",0.0339446146351499,16,6.48671733661475,0.0280287236002435,0.00536099607307038,"sra_comparison","dimension_0","SCT_Individual"
"SRA550660","SRA760933",0.0771788327438757,0.790484985457369,11.4099648611416,0,0.485908649173955,"sra_comparison","dimension_0","SCT_Individual"
"SRA550660","SRA784242",0.0263388712387704,1.88605664769316,5.05548698625395,0,0.0575109270761445,"sra_comparison","dimension_0","SCT_Individual"
"SRA550660","SRA826293",0.0106083104047569,0.66354026615147,3.60777833585954,0.1249387366083,0.405015587201822,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA550660",0.01639685640834,0.0899094544059319,1.80566222333866,0,0.839754989132583,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA621638",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA628554",0.0190860728930045,0.481486060122112,5.09821126120607,0,0.334001336005344,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA645804",0.00518247961773071,0.0472075569559079,1.67686064617077,0.154901959985743,0.459136822773186,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA667709",0.00314714896832799,0.623423042943488,1.16378129600477,0,0.0983864620228257,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA703206",0.0406941249709066,1.19382002601611,8.23882564163426,0,0.134952766531714,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA713577",0.0235033128883937,0.486782399932061,6.17004808405106,0,0.668002672010688,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA716608",0.00178137856375626,0,0.303525237475557,0.0969100130080564,0.69856793573175,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA728025",0.00718053362486749,0.26440110030182,1.81457712950979,0,0.546547640736017,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA742961",0.0503414710434899,2.52287874528034,7.64888931533048,0,0.0133115024692837,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA749327",0.00293397521824278,0.0574958938319193,0.579183935896455,0,0.933333333333333,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA760933",0.0935721727778187,0.518557371497695,12.3734310366772,0,0.669344042838019,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA779509",0.0227653295909562,1.55284196865778,4.12179261729769,0.0177287669604316,0.0331279401046843,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA784242",0.00994201483043038,1.18708664335714,4.24759627068039,0,0.555555555555555,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA826293",0.0251637195286202,0.638272163982407,4.66029254581648,0.0579919469776868,0.175901495162709,"sra_comparison","dimension_0","SCT_Individual"
"SRA621638","SRA850958",0.0108981894834499,1.43179827593301,4.17967067485951,0,0.0860585197934596,"sra_comparison","dimension_0","SCT_Individual"
"SRA628554","SRA628554",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA628554","SRA703206",0.0216080520779022,1.14266750356873,3.96179672803962,0,0.13550135501355,"sra_comparison","dimension_0","SCT_Individual"
"SRA628554","SRA713577",0.00441723999538924,0.480172006224281,1.2748325770845,0,0.669344042838019,"sra_comparison","dimension_0","SCT_Individual"
"SRA628554","SRA742961",0.0312553981504854,2.09691001300806,4.15091707996598,0,0.0136165577342048,"sra_comparison","dimension_0","SCT_Individual"
"SRA628554","SRA760933",0.0744860998848143,0.474955192963155,9.61361508337274,0,0.668002672010688,"sra_comparison","dimension_0","SCT_Individual"
"SRA628554","SRA826293",0.00703353574571021,0.123205023799299,1.95483183387689,0.0579919469776868,0.449842555105713,"sra_comparison","dimension_0","SCT_Individual"
"SRA645804","SRA628554",0.0180640198906013,0.586700235918748,6.26044168440491,0,0.230733733271804,"sra_comparison","dimension_0","SCT_Individual"
"SRA645804","SRA645804",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA645804","SRA667709",0.00607935293092467,0.488116639021126,2.57856280995159,0.0457574905606751,0.0279223881708354,"sra_comparison","dimension_0","SCT_Individual"
"SRA645804","SRA703206",0.0396720667050953,1.76955107862173,9.30434201659512,0,0.00684247259589725,"sra_comparison","dimension_0","SCT_Individual"
"SRA645804","SRA713577",0.0224812546225824,0.565431095965801,7.33941783169108,0,0.548747027620267,"sra_comparison","dimension_0","SCT_Individual"
"SRA645804","SRA742961",0.0493194127776786,3,8.66402547640472,0,4.96734574944088e-07,"sra_comparison","dimension_0","SCT_Individual"
"SRA645804","SRA760933",0.0925501145120074,1,13.0068772208186,0,0.195503421309873,"sra_comparison","dimension_0","SCT_Individual"
"SRA645804","SRA826293",0.0241416612628088,1.35654732351381,5.84439636384442,0.1249387366083,0.0524896500128698,"sra_comparison","dimension_0","SCT_Individual"
"SRA667709","SRA628554",0.0159389239246765,1.38721614328026,3.99551907266205,0,0.149432157800359,"sra_comparison","dimension_0","SCT_Individual"
"SRA667709","SRA667709",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA667709","SRA703206",0.0375469760025786,2.22184874961636,7.32313762715491,0,0.00967866821525358,"sra_comparison","dimension_0","SCT_Individual"
"SRA667709","SRA713577",0.0203561639200657,0.866461091629782,5.10918866389758,0,0.286861732644865,"sra_comparison","dimension_0","SCT_Individual"
"SRA667709","SRA742961",0.0471943220751619,16,6.83583020607041,0,2.7464119226795e-05,"sra_comparison","dimension_0","SCT_Individual"
"SRA667709","SRA760933",0.0904250238094907,0.812479279163537,11.8185358050463,0,0.288018433179723,"sra_comparison","dimension_0","SCT_Individual"
"SRA667709","SRA826293",0.0220165705602922,1.05060999335509,3.72612937087809,0.0579919469776868,0.0239873121229053,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA550660",0.0140839567881887,1.63827216398241,4.8429386598056,0,0.05703638921632,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA621638",0.0272292205874893,1.49485002168009,5.83903524644908,0,0.0668702494260304,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA628554",0.00828836405259895,0.397940008672038,2.12712636713778,0,0.473664266767715,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA645804",0.026207162321678,2.69897000433602,7.00688946314277,0.144682794804057,0.00643653894427888,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA667709",0.0240820716191613,2.52287874528034,4.89460259289802,0,0.00423678546613114,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA701877",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA703206",0.0134649043834173,0.72584215073632,2.7068243753335,0.1249387366083,0.335592551161413,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA713577",0.00460162454341691,0.168130225719498,1.6897003375205,0,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA716608",0.0255791554957156,2.39794000867204,5.93401456717082,0.0377885608893998,0.00397384678966164,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA728025",0.0200486869626218,1.53760200210104,4.13946847948856,0.0377885608893998,0.000142350233675026,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA740174",0.0292108665830516,2.39794000867204,6.21535003945967,0,0.00145357288214431,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA742961",0.0231122504560006,1.85387196432176,2.32158565743152,0,9.668003935303e-08,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA749327",0.0242952453692465,2.52287874528034,5.52199127956635,0,0.00921896895051257,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA760933",0.0663429521903294,0.812479279163537,8.26007147354045,0,0.180995475113122,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA779509",0.00609394694734618,1.00877392430751,1.86603650660135,0.144682794804057,0.0194770184700013,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA784242",0.0371712354179197,16,9.28141821520432,0,0.00177815711796294,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA826293",0.00376708734299355,0.224753740259764,1.32814343760513,0.266267889404769,0.983122293751809,"sra_comparison","dimension_0","SCT_Individual"
"SRA701877","SRA850958",0.038031750904525,3,9.37556414194124,0,0.000841682826976945,"sra_comparison","dimension_0","SCT_Individual"
"SRA703206","SRA703206",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA703206","SRA742961",0.010966640545967,1.85387196432176,1.84663965628395,0,0.000753278645303684,"sra_comparison","dimension_0","SCT_Individual"
"SRA703206","SRA760933",0.0528780478069121,0.694648630553376,6.48474655228708,0,0.431034482758621,"sra_comparison","dimension_0","SCT_Individual"
"SRA713577","SRA703206",0.0171908120825129,0.396855627379818,2.7936269002862,0,0.410677618069815,"sra_comparison","dimension_0","SCT_Individual"
"SRA713577","SRA713577",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA713577","SRA742961",0.0268449358128028,1.18045606445813,3.34193039709892,0,0.124362641462505,"sra_comparison","dimension_0","SCT_Individual"
"SRA713577","SRA760933",0.070068859889425,0,8.78938633299183,0,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA550660",0.0147467913165662,0.38933983691012,1.74796152391261,0.0969100130080564,0.887211253064912,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA628554",0.0174360078012307,0.995678626217357,5.23019231726532,0,0.116144018583043,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA645804",0.00382961569114114,0.223298816011589,1.47507325156498,0.221848749616356,0.172743922743923,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA667709",0.00229143899895378,0.510041520575165,1.34042182479114,0,0.0191548864115236,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA703206",0.0390440598791329,1.76955107862173,8.33524088797489,0,0.0163302632438435,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA713577",0.02185324779662,0.744727494896694,6.30151637181019,0,0.346500346500347,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA716608",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA728025",0.00553046853309375,0.450996737974212,1.94301952044951,0.176091259055681,0.964035964035964,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA742961",0.0486914059517162,16,7.70575170433857,0,0.000104781373141034,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA760933",0.091922107686045,0.795880017344075,12.3898383787712,0,0.342231348391513,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA784242",0.0115920799222041,1.88605664769316,4.13698181433194,0,0.0721500721500722,"sra_comparison","dimension_0","SCT_Individual"
"SRA716608","SRA826293",0.0235136544368464,1.06048074738138,4.73905896679832,0.1249387366083,0.0757365378304006,"sra_comparison","dimension_0","SCT_Individual"
"SRA728025","SRA628554",0.011905539268137,0.596879478824182,3.55780802173462,0,0.0456829602558246,"sra_comparison","dimension_0","SCT_Individual"
"SRA728025","SRA645804",0.00773716898172822,0.777283528852417,3.22013725496556,0.221848749616356,0.0315280694537661,"sra_comparison","dimension_0","SCT_Individual"
"SRA728025","SRA667709",0.00404722073814839,0.241088107602026,0.960216310633432,0,0.00376981509056981,"sra_comparison","dimension_0","SCT_Individual"
"SRA728025","SRA703206",0.0335135913460391,2.22184874961636,6.66515553985743,0,0.00318588017904647,"sra_comparison","dimension_0","SCT_Individual"
"SRA728025","SRA713577",0.0163227792635262,0.298432014944073,4.57494890047601,0,0.24330900243309,"sra_comparison","dimension_0","SCT_Individual"
"SRA728025","SRA728025",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA728025","SRA742961",0.0431609374186224,16,6.08533920828342,0,1.10993707516985e-06,"sra_comparison","dimension_0","SCT_Individual"
"SRA728025","SRA760933",0.0863916391529512,0.978810700930062,11.2476552627029,0,0.209205020920502,"sra_comparison","dimension_0","SCT_Individual"
"SRA728025","SRA826293",0.0179831859037527,0.645891560852599,2.947702384168,0.1249387366083,0.0204175386657138,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA550660",0.0183785024039023,0.385102783966865,2.06601402926971,0,0.0872143729286586,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA621638",0.00198164599556234,0.137272471682025,0.551147635320672,0.301029995663981,0.933333333333333,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA628554",0.0210677188885668,0.91721462968355,5.52961625345286,0,0.133868808567604,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA645804",0.00528067511636623,0.193141970481183,1.53763129892546,0.221848749616356,0.19402085517788,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA667709",0.00512879496389033,0.767003889607846,1.61682360055882,0,0.0117288294628196,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA703206",0.042675770966469,1.48148606012211,8.59504238904261,0,0.0292141396435875,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA713577",0.025484958883956,0.673664139071249,6.57774148509978,0,0.403225806451613,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA716608",0.00363171108733608,0.0777937225609836,0.62244952179133,0.0969100130080564,0.101750101750102,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA728025",0.00916217962042983,0.490797477668897,2.20999566017614,0.109144469425068,0.0613421666053245,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA740174",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA742961",0.0523231170390522,16,7.98764490957264,0,0.000423815911320759,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA749327",0.00491562121380512,0.289036881004724,1.11106417006841,0,0.107411385606874,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA760933",0.0955538187733811,0.714442690992226,12.6104906989848,0,0.405679513184584,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA779509",0.0247469755865186,3,4.51968849681348,0,0.000111680345833826,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA784242",0.00796411614012918,1.44369749923271,3.79067161348002,0,0.234192037470726,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA826293",0.0271453655241825,1.18708664335714,5.06021022585026,0.0579919469776868,0.0219110848178093,"sra_comparison","dimension_0","SCT_Individual"
"SRA740174","SRA850958",0.00895719106186483,2.52287874528034,3.76914050128545,0,0.0111520017843203,"sra_comparison","dimension_0","SCT_Individual"
"SRA742961","SRA742961",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA742961","SRA760933",0.0433820807793324,1.26760624017703,6.28173437264057,0,0.192864030858245,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA550660",0.0134933645414083,0.290730039024169,1.73709947349535,0,0.747526799631008,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA628554",0.0161520976747617,0.910094888560602,4.69611822178701,0,0.134138162307176,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA645804",0.00449382910308145,0.22112552799726,1.8519069628445,0.221848749616356,0.195230964461734,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA667709",0.00166767847570781,0.323306390375133,0.849788404912235,0,0.0269034167339252,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA703206",0.0377601497526638,1.48148606012211,7.92639437388804,0,0.0291545189504373,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA713577",0.0205693376701509,0.705533773838407,5.80261190355205,0,0.403225806451613,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA716608",0.0012839148448658,0.0904439707588247,0.616003424890649,0.221848749616356,0.968253968253968,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA728025",0.00427771896416873,0.288192770958809,1.57296449657847,0.109144469425068,0.994405594405594,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA742961",0.0474074958252471,16,7.35700757626914,0,0.000423815911320759,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA749327",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA760933",0.0906381975595759,0.703334809738469,12.1570332804747,0,0.40650406504065,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA784242",0.0128759900486732,1.50863830616573,4.7163164319612,0,0.0952380952380952,"sra_comparison","dimension_0","SCT_Individual"
"SRA749327","SRA826293",0.0222297443103774,0.869666231504994,4.32139755000154,0.0579919469776868,0.137295282926351,"sra_comparison","dimension_0","SCT_Individual"
"SRA760933","SRA760933",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA550660",0.00809188763052793,1.45593195564972,3.13067549461478,0.0177287669604316,0.0210517451896762,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA628554",0.00550263326110393,0.482804102050026,1.97773514729279,0,0.116762411844379,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA645804",0.0217432713251449,16,5.33426561315355,0.0757207139381183,4.51821976140787e-05,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA667709",0.0196181806226282,2.15490195998574,3.16323194689887,0.0177287669604316,0.000243255601613977,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA703206",0.0179317519112359,1.76955107862173,4.49778206121834,0,0.0105258725948381,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA713577",0.00551292216804258,0.528708288941061,2.63041648841843,0,0.591715976331361,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA716608",0.0211152644991825,2.69897000433602,4.20920739286589,0.0362121726544447,0.000632455864067526,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA728025",0.0155847959660887,1.30102999566398,2.38475609363853,0.0362121726544448,4.46209625926764e-06,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA742961",0.0275761414525337,16,3.89031485476529,0,4.82658868365223e-11,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA749327",0.0198313543727134,2.15490195998574,3.78639819323978,0.0362121726544447,0.00257776471710321,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA760933",0.0708068431868625,1.20065945054642,9.5636228540741,0,0.0942684766214178,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA779509",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA784242",0.0327073444213866,16,7.80124021437561,0,8.5925490570107e-05,"sra_comparison","dimension_0","SCT_Individual"
"SRA779509","SRA826293",0.00252478131622471,0.0931264652779296,0.616767304972773,0.263603497723358,0.584757900926724,"sra_comparison","dimension_0","SCT_Individual"
"SRA784242","SRA628554",0.0290280877234348,1.20065945054642,8.93361582386306,0,0.133600534402138,"sra_comparison","dimension_0","SCT_Individual"
"SRA784242","SRA645804",0.0109640730962417,0.712198270069774,3.47420857228745,0,0.191645089604273,"sra_comparison","dimension_0","SCT_Individual"
"SRA784242","SRA667709",0.0130891637987584,3,5.33777507020576,0,0.00956205775482884,"sra_comparison","dimension_0","SCT_Individual"
"SRA784242","SRA703206",0.050636139801337,1.74472749489669,11.3877673674431,0,0.0288018433179724,"sra_comparison","dimension_0","SCT_Individual"
"SRA784242","SRA713577",0.0334453277188241,0.694648630553376,9.82518623438986,0,0.400801603206413,"sra_comparison","dimension_0","SCT_Individual"
"SRA784242","SRA728025",0.0171225484552979,1.76955107862173,5.76342244007465,0,0.0559440559440559,"sra_comparison","dimension_0","SCT_Individual"
"SRA784242","SRA742961",0.0602834858739203,16,10.6414768853954,0,0.000416966361238807,"sra_comparison","dimension_0","SCT_Individual"
"SRA784242","SRA760933",0.103514187608249,0.72584215073632,14.2900229771309,0,0.400801603206413,"sra_comparison","dimension_0","SCT_Individual"
"SRA784242","SRA784242",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA784242","SRA826293",0.0351057343590505,2.15490195998574,8.25066486075309,0.0579919469776868,0.0205305083353864,"sra_comparison","dimension_0","SCT_Individual"
"SRA826293","SRA703206",0.0155327500992609,0.590066876668705,3.96666426586863,0.204119982655925,0.799269958148463,"sra_comparison","dimension_0","SCT_Individual"
"SRA826293","SRA713577",0.00509105263290837,0,2.32843859863046,0.0579919469776868,0.992063492063492,"sra_comparison","dimension_0","SCT_Individual"
"SRA826293","SRA742961",0.0251777515148697,1.63827216398241,3.32854384832416,0,1.1621136043445e-05,"sra_comparison","dimension_0","SCT_Individual"
"SRA826293","SRA760933",0.0684084547480996,0.630784142589857,9.10472659397271,0,0.282007896221094,"sra_comparison","dimension_0","SCT_Individual"
"SRA826293","SRA826293",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA550660",0.0271993867253757,2.39794000867204,5.1617984826393,0,0.0189868610921242,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA628554",0.0298905732800759,1.39794000867204,8.89202682548149,0,0.158730158730159,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA645804",0.0118332164650187,0.924453038607469,3.2291701545119,0.0969100130080564,0.0441973756580498,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA667709",0.0139686535292579,3,5.27894830549023,0,0.00767553959043321,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA703206",0.0514966552879423,2.69897000433602,11.4656370751954,0,0.0145180023228804,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA713577",0.0343058432054294,0.886056647693163,9.82638091977064,0,0.583090379008746,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA716608",0.0124862572094391,3,4.05235672492874,0,0.0360750360750361,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA728025",0.0180156120018566,2.52287874528034,5.80734775312317,0,0.00868696520870434,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA742961",0.0611440013605256,16,10.7637399970135,0,2.71855784638457e-05,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA749327",0.0137647469878028,2.69897000433602,4.59640238630477,0,0.0417710944026734,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA760933",0.104374703094854,0.924453038607469,14.4059773804168,0,0.288018433179723,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA779509",0.0335678599079919,16,7.86990544166104,0,1.24603404496456e-05,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA784242",0.00137922584285096,0.913640169325252,0.891884645144186,0,0.0123046634674542,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA826293",0.0359662498456559,2.52287874528034,8.32258728334823,0,0.0151363787727424,"sra_comparison","dimension_0","SCT_Individual"
"SRA850958","SRA850958",0,0,0,16,1,"sra_comparison","dimension_0","SCT_Individual"
