"contract_id","evaluation_unit_id","execution_order","endpoint_id","population_id","label_axis","representation_id","algorithm_id","algorithm_role","selected_k","metric_id","seed_mean","seed_median","seed_minimum","seed_maximum","seed_jackknife_se","completed_seeds","expected_seeds","status","p_value_computed","method_selection_executed","claim_scope","external_generalization"
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:4627fba60d7ebbc984fba220a7de1620f8aa4cfa9fa96207596ddd29dc3e28b4",63,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",-0.0578946058973475,-0.0578946058973475,-0.0578946058973475,-0.0578946058973475,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:9161fa51cecdbdb8fe74645645d232747fe44da5a42bfe7942fd3312da99b2a8",64,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.022800244146702,0.022800244146702,0.022800244146702,0.022800244146702,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:0f533ed83ca8bed251c79eea108bc8eeda0b9a30b97e8fc81be08c7180de813e",65,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.0474913826631562,0.0540131366389759,0.0212314329859757,0.0588073587012887,0.0067316958874228,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:d29fe495a3fdf78e1655b34d0a83c3c8361909443b67536615edadf38cbf1879",66,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.0653822544372676,0.0679000355213696,0.0552339406345805,0.0697866817495906,0.0026035304828985,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:3855235ab5f32a5e31189c3c47be9b899b5c3aee1ad354e4cc4e3c518f2da92e",67,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.11801143334337,0.112521498816646,-0.0234986220158146,0.221145721123145,0.0421453358591645,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:c146dce8a2fe101d9c13b1b301adc6765e50b7cf35ab9f489a7fafae57d16e20",68,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.0347478191812922,0.0258675845010681,0.00416354239437761,0.0716544211840449,0.0122380445795839,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:e853cdc14dad4c5763ea5f2e74932e503929832b2020c79f19d59a5dc02324a2",69,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",-0.0557206434005706,-0.0563049776911573,-0.0571328388357064,-0.0534469960010538,0.000630120767007876,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:5d377ac649aa5f9b50ac74467df3bc2ddabf084fce3f4d98e965319879e0dd0f",70,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.0241747128774106,0.0238477275998717,0.0233205659368589,0.0254753071787115,0.000365924661116797,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:f8d1a42ba98568a6e121fe15a66cf45a2da915e01055ebe97b987166fe76626a",71,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",-0.0578946058973475,-0.0578946058973475,-0.0578946058973475,-0.0578946058973475,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:bf9c4545082e1a14b88129c125dec8737b0ae0d6d9a518f05e9edf2e371ef070",72,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.022800244146702,0.022800244146702,0.022800244146702,0.022800244146702,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:7be44431afc693a2bf1c21c2d5dba676e2b818a33b544f9e9800c354020ae6a9",73,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.0998471690988795,0.0980578032072768,0.0910035169294902,0.110612299588678,0.00320203736185683,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:d731c98a3e71f465a01762b4399afd76caf9d082b09c7fafba144b4b87c84637",74,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.142974723282597,0.150126148190864,0.125095790857259,0.156787184885202,0.00610324112580642,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:aa7bdfbbe303e0406d1866f3ed91c67e724bc7282ed86903af9543ba9eb4958d",75,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.035828091584686,0,0,0.136908254316246,0.0265604672289827,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:19734a7075dbc35970fff523a662c1aef75be776e5bcd238c321deaec84ac29a",76,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.0391250252656046,0,0,0.142301993104132,0.0277843263082356,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:73a9a3250dfcc58e24179281ef52eb593cd15597c8860ca5e100d3f8c8e84f35",77,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.0856304563683244,0.0931998257947181,0.0645144582152456,0.103145683883711,0.00743475099955417,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:9a5a3de13a3807ca89448e5f6c0e74c489c2e83cc1f417a530668f3f4c78b178",78,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.12959185873785,0.128172054429121,0.114433863062001,0.154853668608724,0.00701884620675067,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:48290643406905936d3befd81b6980e7aaee93d60146ece9d196301925170503",79,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",-0.0076978466336534,-0.00958265891289807,-0.0137165905503064,0.0016005557354812,0.00271363604423155,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:6e850e607b742c8013c5a3f30eeaed88cda3155457780c9a947f5347a070ff11",80,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.0190858761028186,0.0165649536323747,0.00819831458893441,0.0367237727701805,0.00509983939743379,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:323b457d662d59001629cff79a22f1ce6e7ae0f35602249a53cc79fbf6050213",81,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.0998471690988795,0.0980578032072768,0.0910035169294902,0.110612299588678,0.00320203736185683,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:9f736fad9ef0411cfaacf2255c2d26f9948466f09f523576d634773f94711cb3",82,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.142974723282597,0.150126148190864,0.125095790857259,0.156787184885202,0.00610324112580642,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:e2ead3f101e57c58ea20b23c54d49895209944533d806e258f6a80b7f75247f1",83,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.0273816508632492,0,0,0.136908254316246,0.0273816508632492,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:19a808394f16bcb7b50494deccc160ddfa7048c81b1a4a6863fc28407796de04",84,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","cell_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.0284603986208263,0,0,0.142301993104132,0.0284603986208263,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:24df56b5640b012baec8d31f929855d637595b24d303566c6f9b56153f61ad0f",85,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.110095411125427,0.108743369634666,0.103317569788148,0.118495511122522,0.00259950234906401,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:88d217d132562627e923d60c486e2a26636ca46a085b4522f5d3c095db83a31a",86,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.118010356014377,0.118282238133047,0.111880298289358,0.124211719326829,0.00218141388920966,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:805fc429e445770d6139991f89da6885edf31d60c6a06704269b71305120ce02",87,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.111724362969828,0.111724362969828,0.111724362969828,0.111724362969828,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:eac514a2b8fae5ddfa646f31674f83b7aba2a0d6bb0ce026c78428b5e0d07669",88,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.126052909262091,0.126052909262091,0.126052909262091,0.126052909262091,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:08182c55acbf8cfc2d547340ff5d340bd4999239e45810bca8229b3185bb39b6",89,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.083826627964728,0.0830328958964252,0.0790667256590209,0.0876825255229178,0.00169823776757764,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:12f06d716e1da1be05b5b85d36f47bdc9b220f2fa0093471963d3b1478426b3e",90,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.14391560260286,0.144016678332422,0.142470033547779,0.145877407569534,0.000660463668952111,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:e4429d8096d2a0ba6a19c0d3bdbe640f5238aed0020763b6bfc03afc7ab93e15",91,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.0354571475292537,0.0465939544825975,0.0164887926934153,0.0511202432942427,0.00778776757977489,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:e7631f31e5257e0884a0152f0ecd16b1263464edcc0f8bbb72036eb8e52894d8",92,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.0589228611887701,0.0729493401026616,0.0318641527756716,0.0849873201871841,0.01126318704074,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:be13d0d987effce376d38a721f35f51fc23efbd81115bb67c5022af5f20fbbca",93,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.110095411125427,0.108743369634666,0.103317569788148,0.118495511122522,0.00259950234906401,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:d91f4f5a51937869d829b8969eb0a37a1dd42690cbc6d39b035a22a49f003e1c",94,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.118010356014377,0.118282238133047,0.111880298289358,0.124211719326829,0.00218141388920966,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:793ee98a52960bd3328636a6f5df05c767d874e3ddb6ac8fcc15406a5a50e488",95,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.111724362969828,0.111724362969828,0.111724362969828,0.111724362969828,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:b3e9d2449aae60a67f8525b2cfd639053846580d9070faf8e8b2d891cdd52b19",96,"primary90_context_restriction__tissue","primary90_context_restriction","tissue","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.126052909262091,0.126052909262091,0.126052909262091,0.126052909262091,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:cd4c9edc9931ee4200b26a4ca58356db3c35ff9458eb14077f292dd1a0f74195",97,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H0","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.0930296417111074,0.0929382515490623,0.0772086705529458,0.107591914690434,0.00540584472061715,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:8fd3b485ea1671edc53d2ffad9385adb2ab5bf6c97d7bd5a12c0abbfba994f73",98,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H0","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.141696005115399,0.141926363954267,0.132940139528397,0.148185148312245,0.00269003109450525,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:f411a797eeffa4eeff38037b7c51c2f54df8628424c67cb042d98ba02ebce66d",99,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.0219912045381044,0,0,0.092081486946802,0.0178611784062585,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:24e0c95e4c2fa0bc52167f899c995a56e06de7e934d8ac898b7627020606e749",100,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.0353736001079958,0,0,0.135837119111106,0.0263427392617331,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:daa684c2865a6ecacee5764697e82e3d8c5877f4b7f49124875b3f66bf952e72",101,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.0600366638071345,0.0545861659820558,0.0398120521144137,0.0978801218279029,0.00993648622588085,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:bff6d69923e43a604e1cfbfb402b41f85e03a66c34f723230eaf497398204134",102,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.136201905757285,0.134849050176451,0.122931965257765,0.150661000651958,0.00495055633503217,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:784e988957537bdbc663d0d3739b6cc06ae07d18cc6287f513d2456279dd706d",103,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",-0.0159966202516614,-0.0146140318961858,-0.0310253418817141,-0.00782001153772193,0.00396867772728526,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:671676a98122dc8a34a441b73967c6d25f810d63ab488478a4211273018cb8e0",104,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.0158725800200136,0.0137519387770788,0.00607488742384862,0.0299806020964703,0.00396407760706296,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:faca18423358afaadb4c71eeeecb75e279d6cbc66ca63fff7928c00d12bc0810",105,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.0930296417111074,0.0929382515490623,0.0772086705529458,0.107591914690434,0.00540584472061715,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:0b8f8ef5435d126de7b6d2f99a0564a7290614b8253319fefd50659c4c638193",106,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.141696005115399,0.141926363954267,0.132940139528397,0.148185148312245,0.00269003109450525,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:ea81c6a7803eeb628f38ee1ba08188b19e020914176f47ccdd73cd3130033cf0",107,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.0184162973893604,0,0,0.092081486946802,0.0184162973893604,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:5ab1ef8d83cc48a67d76f5d6e2e85857e10296df388e03fd49b7b4aab6f8ce60",108,"primary90_context_restriction__study","primary90_context_restriction","study","cell_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.0271674238222213,0,0,0.135837119111106,0.0271674238222213,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:33d1aff2baac2c3059ac2edb5c235667e800213765faae5cc620084a4fc897bf",109,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H0","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.10438052851454,0.106710151315488,0.0958329537668181,0.111496630489406,0.002993569931755,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:da8ed3db1245b04dfb5060eec81f51755d600fc5727bea18c9a1fb1d698aa8b5",110,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H0","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.161034756670422,0.160543241929889,0.152988990891656,0.170594343364287,0.00302171159566877,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:f693fe1513fb71c5637ca1243a943f9edf10a01d802a97bd34744b3c17a96ab1",111,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.10371277331586,0.10371277331586,0.10371277331586,0.10371277331586,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:0677159e09e218e712cb42dec5fba1703347dbbe62b389eb4d213b2fcc1dc6dc",112,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.166496635217342,0.166496635217342,0.166496635217342,0.166496635217342,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:2e5d90611a3d778e8a713b229d1617064d55ff7d5aca8b861ad0cd3ebc7d95c8",113,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H1","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.0506470425640316,0.0521142357331038,0.0464943596603752,0.0522350596093632,0.00110019494314704,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:6aa9b7bea0bc32dae30486bd16689f9d95a06d2472cf0d7ee6ec14dd19978f0b",114,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H1","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.151772972481516,0.150889008205721,0.149975810016606,0.157113825449058,0.00135110520233874,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:0936695e9ef2a550f23b1f91dc790035344e6c8cb74e9161a8058cd119c64d3a",115,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H1","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.0220493717282137,0.0273386723505548,0.0121484171774096,0.0293056759678472,0.0040579699699722,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:66bdfcd7d64e9c48fcdce7b6e476525797a276fe285ee4c84b15a386ed5e7667",116,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H1","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.0623192475064899,0.0734468862990332,0.0449695286547045,0.0747634076249741,0.00708707026817534,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:e5a07b870abf8d75989db80bf93992789be1f5b6cdacadd7f2398ac0de8d1689",117,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"adjusted_rand_index",0.10438052851454,0.106710151315488,0.0958329537668181,0.111496630489406,0.002993569931755,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:3e662901e671d70367e89302f45e006575a167dd93ee2f201bbc29a4b0c96442",118,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H0_H1_secondary","pam_stability_k_v1","primary",2,"normalized_mutual_information_max",0.161034756670422,0.160543241929889,0.152988990891656,0.170594343364287,0.00302171159566877,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:4b24b81da42df94b158396be71c1f9ca6e6783cc11a9f3df5699b8989ea83eae",119,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.10371277331586,0.10371277331586,0.10371277331586,0.10371277331586,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
"mv07j_complete_outcome_summary_v1","mv07i_outcome_v1:cad19c301b4dcd7635eb24c081d0f47c7e5459d08e07027b8d2411060f975d5c",120,"primary90_context_restriction__study","primary90_context_restriction","study","gene_H0_H1_secondary","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.166496635217342,0.166496635217342,0.166496635217342,0.166496635217342,0,5,5,"completed",FALSE,FALSE,"descriptive_only_no_ranking",FALSE
