"contract_id","method_id","query_sample_id","query_tissue","held_out_study","mean_reciprocal_rank","one_nn_balanced_accuracy","seeds"
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805252","bone marrow","SRA779509",0.197852147852148,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805253","bone marrow","SRA779509",0.28,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805254","bone marrow","SRA779509",0.423333333333333,0.2,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805255","bone marrow","SRA779509",0.107864357864358,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805256","bone marrow","SRA779509",0.566666666666667,0.4,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805257","bone marrow","SRA779509",0.144047619047619,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805258","bone marrow","SRA779509",0.103806173186978,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805259","bone marrow","SRA779509",0.0946969696969697,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805260","bone marrow","SRA779509",0.446666666666667,0.2,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805261","bone marrow","SRA779509",0.205555555555556,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805262","bone marrow","SRA779509",0.0428701733049559,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805263","bone marrow","SRA779509",0.323809523809524,0.2,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805264","bone marrow","SRA779509",0.0675980392156863,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805265","bone marrow","SRA779509",0.143162393162393,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805266","bone marrow","SRA779509",0.168571428571429,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805267","bone marrow","SRA779509",0.373809523809524,0.2,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805268","bone marrow","SRA779509",0.333333333333333,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA779509_SRS3805269","bone marrow","SRA779509",0.119194139194139,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA784242_SRS3822680","testis","SRA784242",0.466666666666667,0.2,5
"mv06h_sample_method_summary_v1","gene_H0","SRA784242_SRS3822682","testis","SRA784242",0.418571428571429,0.2,5
"mv06h_sample_method_summary_v1","gene_H0","SRA784242_SRS3822683","testis","SRA784242",0.6,0.2,5
"mv06h_sample_method_summary_v1","gene_H0","SRA784242_SRS3822686","testis","SRA784242",0.8,0.6,5
"mv06h_sample_method_summary_v1","gene_H0","SRA826293_SRS4181123","testis","SRA826293",0.0303466386554622,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA826293_SRS4181124","testis","SRA826293",0.0368660968660969,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA826293_SRS4181125","testis","SRA826293",0.0310728250244379,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA826293_SRS4181126","testis","SRA826293",0.0307142857142857,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA826293_SRS4181127","testis","SRA826293",0.151904761904762,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA826293_SRS4181128","testis","SRA826293",0.433333333333333,0,5
"mv06h_sample_method_summary_v1","gene_H0","SRA826293_SRS4181129","testis","SRA826293",0.9,0.8,5
"mv06h_sample_method_summary_v1","gene_H0","SRA826293_SRS4181130","testis","SRA826293",0.131349206349206,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA550660_SRS2089635","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","gene_H1","SRA550660_SRS2089636","pbmc","SRA550660",0.9,0.8,5
"mv06h_sample_method_summary_v1","gene_H1","SRA550660_SRS2089637","pbmc","SRA550660",0.616666666666667,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA550660_SRS2089638","pbmc","SRA550660",0.866666666666667,0.8,5
"mv06h_sample_method_summary_v1","gene_H1","SRA550660_SRS2089639","pbmc","SRA550660",0.358571428571429,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA621638_SRS2610283","bone marrow","SRA621638",0.866666666666667,0.8,5
"mv06h_sample_method_summary_v1","gene_H1","SRA621638_SRS2610285","bone marrow","SRA621638",0.523333333333333,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA628554_SRS2664364","pbmc","SRA628554",1,1,5
"mv06h_sample_method_summary_v1","gene_H1","SRA628554_SRS2664365","pbmc","SRA628554",1,1,5
"mv06h_sample_method_summary_v1","gene_H1","SRA645804_SRS2823404","testis","SRA645804",0.263333333333333,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA645804_SRS2823405","testis","SRA645804",0.533333333333333,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA645804_SRS2823406","testis","SRA645804",0.7,0.6,5
"mv06h_sample_method_summary_v1","gene_H1","SRA645804_SRS2823407","testis","SRA645804",0.9,0.8,5
"mv06h_sample_method_summary_v1","gene_H1","SRA645804_SRS2823408","testis","SRA645804",0.84,0.8,5
"mv06h_sample_method_summary_v1","gene_H1","SRA645804_SRS2823409","testis","SRA645804",0.766666666666667,0.6,5
"mv06h_sample_method_summary_v1","gene_H1","SRA645804_SRS2823410","testis","SRA645804",0.8,0.6,5
"mv06h_sample_method_summary_v1","gene_H1","SRA645804_SRS2823411","testis","SRA645804",0.7,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA645804_SRS2823412","testis","SRA645804",0.391666666666667,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA645804_SRS3572594","testis","SRA645804",0.628571428571429,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA667709_SRS3065426","testis","SRA667709",0.35,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA667709_SRS3065427","testis","SRA667709",0.24047619047619,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA667709_SRS3065428","testis","SRA667709",0.9,0.8,5
"mv06h_sample_method_summary_v1","gene_H1","SRA667709_SRS3065429","testis","SRA667709",0.583333333333333,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA667709_SRS3065430","testis","SRA667709",0.473333333333333,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA667709_SRS3065431","testis","SRA667709",0.42,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA703206_SRS3296611","colon","SRA703206",0.267777777777778,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA703206_SRS3296612","colon","SRA703206",0.0411904761904762,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA703206_SRS3296613","colon","SRA703206",0.0359270394374759,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA703206_SRS3296614","colon","SRA703206",0.0255269514713644,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA713577_SRS3363004","pbmc","SRA713577",0.866666666666667,0.8,5
"mv06h_sample_method_summary_v1","gene_H1","SRA716608_SRS3391629","liver","SRA716608",0.0297746426778685,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA716608_SRS3391630","liver","SRA716608",0.0234137497350017,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA716608_SRS3391631","liver","SRA716608",0.0498626373626374,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA716608_SRS3391632","liver","SRA716608",0.0288411452927582,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA716608_SRS3391633","liver","SRA716608",0.0198750579007504,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA728025_SRS3454421","colon","SRA728025",0.118272642390289,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA728025_SRS3454422","colon","SRA728025",0.0485766045548654,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA728025_SRS3454423","colon","SRA728025",0.0533834586466165,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA728025_SRS3454424","colon","SRA728025",0.0514905356081827,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA728025_SRS3454425","colon","SRA728025",0.0625445632798574,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA728025_SRS3454426","colon","SRA728025",0.328571428571429,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA728025_SRS3454427","colon","SRA728025",0.0567354661162711,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA728025_SRS3454428","colon","SRA728025",0.0633766233766234,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA728025_SRS3454430","colon","SRA728025",0.0477432712215321,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA740174_SRS3548780","bone marrow","SRA740174",0.334848484848485,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA740174_SRS3548781","bone marrow","SRA740174",0.0707814407814408,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA740174_SRS3548782","bone marrow","SRA740174",0.398333333333333,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA740174_SRS3548783","bone marrow","SRA740174",0.098010878010878,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA749327_SRS3693910","pbmc","SRA749327",0.566666666666667,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA749327_SRS3693911","pbmc","SRA749327",0.342460317460317,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA749327_SRS3693912","pbmc","SRA749327",0.473333333333333,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA749327_SRS3693913","pbmc","SRA749327",0.866666666666667,0.8,5
"mv06h_sample_method_summary_v1","gene_H1","SRA760933_SRS3693061","liver","SRA760933",0.175910931174089,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805245","bone marrow","SRA779509",0.11790404040404,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805246","bone marrow","SRA779509",0.402222222222222,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805247","bone marrow","SRA779509",0.595238095238095,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805248","bone marrow","SRA779509",0.666666666666667,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805249","bone marrow","SRA779509",0.120793650793651,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805250","bone marrow","SRA779509",0.59,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805251","bone marrow","SRA779509",0.0494945697577277,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805252","bone marrow","SRA779509",0.220555555555556,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805253","bone marrow","SRA779509",0.205555555555556,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805254","bone marrow","SRA779509",0.170555555555556,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805255","bone marrow","SRA779509",0.0770028011204482,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805256","bone marrow","SRA779509",0.256666666666667,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805257","bone marrow","SRA779509",0.193888888888889,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805258","bone marrow","SRA779509",0.102619047619048,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805259","bone marrow","SRA779509",0.0861904761904762,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805260","bone marrow","SRA779509",0.497619047619048,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805261","bone marrow","SRA779509",0.510622710622711,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805262","bone marrow","SRA779509",0.0438324043106652,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805263","bone marrow","SRA779509",0.6,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805264","bone marrow","SRA779509",0.0863888888888889,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805265","bone marrow","SRA779509",0.142137862137862,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805266","bone marrow","SRA779509",0.178030303030303,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805267","bone marrow","SRA779509",0.138888888888889,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805268","bone marrow","SRA779509",0.315793650793651,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA779509_SRS3805269","bone marrow","SRA779509",0.410622710622711,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA784242_SRS3822680","testis","SRA784242",0.0884199134199134,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA784242_SRS3822682","testis","SRA784242",0.108181818181818,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA784242_SRS3822683","testis","SRA784242",0.175,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA784242_SRS3822686","testis","SRA784242",0.213888888888889,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA826293_SRS4181123","testis","SRA826293",0.126111111111111,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA826293_SRS4181124","testis","SRA826293",0.220238095238095,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA826293_SRS4181125","testis","SRA826293",0.0781283422459893,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA826293_SRS4181126","testis","SRA826293",0.0965151515151515,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA826293_SRS4181127","testis","SRA826293",0.485238095238095,0.4,5
"mv06h_sample_method_summary_v1","gene_H1","SRA826293_SRS4181128","testis","SRA826293",0.363333333333333,0.2,5
"mv06h_sample_method_summary_v1","gene_H1","SRA826293_SRS4181129","testis","SRA826293",0.08812435500516,0,5
"mv06h_sample_method_summary_v1","gene_H1","SRA826293_SRS4181130","testis","SRA826293",0.445238095238095,0.2,5
"mv06h_sample_method_summary_v1","cell_composite","SRA550660_SRS2089635","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA550660_SRS2089636","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA550660_SRS2089637","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA550660_SRS2089638","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA550660_SRS2089639","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA621638_SRS2610283","bone marrow","SRA621638",0.28,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA621638_SRS2610285","bone marrow","SRA621638",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA628554_SRS2664364","pbmc","SRA628554",0.5,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA628554_SRS2664365","pbmc","SRA628554",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA645804_SRS2823404","testis","SRA645804",0.6,0.2,5
"mv06h_sample_method_summary_v1","cell_composite","SRA645804_SRS2823405","testis","SRA645804",0.7,0.4,5
"mv06h_sample_method_summary_v1","cell_composite","SRA645804_SRS2823406","testis","SRA645804",0.666666666666667,0.4,5
"mv06h_sample_method_summary_v1","cell_composite","SRA645804_SRS2823407","testis","SRA645804",0.528888888888889,0.4,5
"mv06h_sample_method_summary_v1","cell_composite","SRA645804_SRS2823408","testis","SRA645804",0.0941219891219891,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA645804_SRS2823409","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA645804_SRS2823410","testis","SRA645804",0.9,0.8,5
"mv06h_sample_method_summary_v1","cell_composite","SRA645804_SRS2823411","testis","SRA645804",0.528571428571429,0.2,5
"mv06h_sample_method_summary_v1","cell_composite","SRA645804_SRS2823412","testis","SRA645804",0.9,0.8,5
"mv06h_sample_method_summary_v1","cell_composite","SRA645804_SRS3572594","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA667709_SRS3065426","testis","SRA667709",0.8,0.6,5
"mv06h_sample_method_summary_v1","cell_composite","SRA667709_SRS3065427","testis","SRA667709",0.43,0.2,5
"mv06h_sample_method_summary_v1","cell_composite","SRA667709_SRS3065428","testis","SRA667709",0.9,0.8,5
"mv06h_sample_method_summary_v1","cell_composite","SRA667709_SRS3065429","testis","SRA667709",0.74,0.6,5
"mv06h_sample_method_summary_v1","cell_composite","SRA667709_SRS3065430","testis","SRA667709",0.8,0.6,5
"mv06h_sample_method_summary_v1","cell_composite","SRA667709_SRS3065431","testis","SRA667709",0.8,0.6,5
"mv06h_sample_method_summary_v1","cell_composite","SRA703206_SRS3296611","colon","SRA703206",0.03328136517765,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA703206_SRS3296612","colon","SRA703206",0.072319245082403,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA703206_SRS3296613","colon","SRA703206",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA703206_SRS3296614","colon","SRA703206",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA713577_SRS3363004","pbmc","SRA713577",0.633333333333333,0.4,5
"mv06h_sample_method_summary_v1","cell_composite","SRA716608_SRS3391629","liver","SRA716608",0.0160392929827092,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA716608_SRS3391630","liver","SRA716608",0.0161671130598738,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA716608_SRS3391631","liver","SRA716608",0.0155403828197946,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA716608_SRS3391632","liver","SRA716608",0.0678433494609965,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA716608_SRS3391633","liver","SRA716608",0.0157379695006622,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA728025_SRS3454421","colon","SRA728025",0.0832634032634033,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA728025_SRS3454422","colon","SRA728025",0.165793650793651,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA728025_SRS3454423","colon","SRA728025",0.116031746031746,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA728025_SRS3454424","colon","SRA728025",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA728025_SRS3454425","colon","SRA728025",0.135622710622711,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA728025_SRS3454426","colon","SRA728025",0.44,0.2,5
"mv06h_sample_method_summary_v1","cell_composite","SRA728025_SRS3454427","colon","SRA728025",0.16,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA728025_SRS3454428","colon","SRA728025",0.136904761904762,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA728025_SRS3454430","colon","SRA728025",0.172222222222222,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA740174_SRS3548780","bone marrow","SRA740174",0.0832434026242076,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA740174_SRS3548781","bone marrow","SRA740174",0.0922655122655123,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA740174_SRS3548782","bone marrow","SRA740174",0.0772893772893773,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA740174_SRS3548783","bone marrow","SRA740174",0.0610576351752822,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA749327_SRS3693910","pbmc","SRA749327",0.233333333333333,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA749327_SRS3693911","pbmc","SRA749327",0.9,0.8,5
"mv06h_sample_method_summary_v1","cell_composite","SRA749327_SRS3693912","pbmc","SRA749327",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA749327_SRS3693913","pbmc","SRA749327",1,1,5
"mv06h_sample_method_summary_v1","cell_composite","SRA760933_SRS3693061","liver","SRA760933",0.0409294184076793,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805245","bone marrow","SRA779509",0.833333333333333,0.8,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805246","bone marrow","SRA779509",0.0367417351232218,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805247","bone marrow","SRA779509",0.0353608518124647,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805248","bone marrow","SRA779509",0.036996266823853,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805249","bone marrow","SRA779509",0.0387060755336617,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805250","bone marrow","SRA779509",0.0353875734943588,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805251","bone marrow","SRA779509",0.144848484848485,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805252","bone marrow","SRA779509",0.0529505582137161,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805253","bone marrow","SRA779509",0.27469696969697,0.2,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805254","bone marrow","SRA779509",0.146356421356421,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805255","bone marrow","SRA779509",0.177651696129957,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805256","bone marrow","SRA779509",0.366666666666667,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805257","bone marrow","SRA779509",0.230622710622711,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805258","bone marrow","SRA779509",0.454689754689755,0.4,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805259","bone marrow","SRA779509",0.0872359013535484,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805260","bone marrow","SRA779509",0.0407469342251951,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805261","bone marrow","SRA779509",0.0512449392712551,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805262","bone marrow","SRA779509",0.13,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805263","bone marrow","SRA779509",0.0925,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805264","bone marrow","SRA779509",0.069859649122807,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805265","bone marrow","SRA779509",0.0457424330055909,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805266","bone marrow","SRA779509",0.177777777777778,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805267","bone marrow","SRA779509",0.0392027746810356,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805268","bone marrow","SRA779509",0.218571428571429,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA779509_SRS3805269","bone marrow","SRA779509",0.165555555555556,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA784242_SRS3822680","testis","SRA784242",0.533333333333333,0.2,5
"mv06h_sample_method_summary_v1","cell_composite","SRA784242_SRS3822682","testis","SRA784242",0.5,0.2,5
"mv06h_sample_method_summary_v1","cell_composite","SRA784242_SRS3822683","testis","SRA784242",0.64,0.4,5
"mv06h_sample_method_summary_v1","cell_composite","SRA784242_SRS3822686","testis","SRA784242",0.55,0.4,5
"mv06h_sample_method_summary_v1","cell_composite","SRA826293_SRS4181123","testis","SRA826293",0.126753246753247,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA826293_SRS4181124","testis","SRA826293",0.9,0.8,5
"mv06h_sample_method_summary_v1","cell_composite","SRA826293_SRS4181125","testis","SRA826293",0.0657644110275689,0,5
"mv06h_sample_method_summary_v1","cell_composite","SRA826293_SRS4181126","testis","SRA826293",0.301515151515152,0.2,5
"mv06h_sample_method_summary_v1","cell_composite","SRA826293_SRS4181127","testis","SRA826293",0.566666666666667,0.2,5
"mv06h_sample_method_summary_v1","cell_composite","SRA826293_SRS4181128","testis","SRA826293",0.606666666666667,0.4,5
"mv06h_sample_method_summary_v1","cell_composite","SRA826293_SRS4181129","testis","SRA826293",0.7,0.4,5
"mv06h_sample_method_summary_v1","cell_composite","SRA826293_SRS4181130","testis","SRA826293",0.506666666666667,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA550660_SRS2089635","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA550660_SRS2089636","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA550660_SRS2089637","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA550660_SRS2089638","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA550660_SRS2089639","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA621638_SRS2610283","bone marrow","SRA621638",0.296666666666667,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA621638_SRS2610285","bone marrow","SRA621638",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA628554_SRS2664364","pbmc","SRA628554",0.5,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA628554_SRS2664365","pbmc","SRA628554",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA645804_SRS2823404","testis","SRA645804",0.8,0.6,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA645804_SRS2823405","testis","SRA645804",0.866666666666667,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA645804_SRS2823406","testis","SRA645804",0.8,0.6,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA645804_SRS2823407","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA645804_SRS2823408","testis","SRA645804",0.456666666666667,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA645804_SRS2823409","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA645804_SRS2823410","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA645804_SRS2823411","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA645804_SRS2823412","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA645804_SRS3572594","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA667709_SRS3065426","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA667709_SRS3065427","testis","SRA667709",0.866666666666667,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA667709_SRS3065428","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA667709_SRS3065429","testis","SRA667709",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA667709_SRS3065430","testis","SRA667709",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA667709_SRS3065431","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA703206_SRS3296611","colon","SRA703206",0.0216043439319301,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA703206_SRS3296612","colon","SRA703206",0.0346831129889601,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA703206_SRS3296613","colon","SRA703206",1,1,5
