"contract_id","file_order","unit_order","unit_id","lane","read_role","read_index","file_name","file_uuid","file_version","file_size_bytes","file_sha256","file_crc32c","file_content_type","drs_uri","azul_download_url","mirror_uri","download_authorized"
"mv08h_exact_hca_fastq_manifest_v1","35","6","HCA_BM_006","3","R1","read1","MantonBM6_HiSeq_9_S6_L003_R1_001.fastq.gz","31b32bcf-4ff4-4395-b781-79dda0586829","2022-11-28T10:43:18.288000Z","1212935872","e8d06ab3f76f71688c24b5f429cf10dd204b4282ae4588635348322ad8f0566c","e330e7c5","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_20e0dfb4-bb86-48bd-84ba-dc87ebc34529","https://service.azul.data.humancellatlas.org/repository/files/31b32bcf-4ff4-4395-b781-79dda0586829?catalog=dcp60&version=2022-11-28T10%3A43%3A18.288000Z","s3://humancellatlas/file/e8d06ab3f76f71688c24b5f429cf10dd204b4282ae4588635348322ad8f0566c.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","36","6","HCA_BM_006","3","R2","read2","MantonBM6_HiSeq_9_S6_L003_R2_001.fastq.gz","2565f0e7-2fd2-4704-b068-a24f3c965b49","2022-11-28T10:43:18.311000Z","3654818222","df965638af0ff5aea11a20119d8127c8ecd5e6a368361a405c12c58eebc1e492","d17bcc94","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_0fcc75dc-f47e-4dfa-a47b-625eb7dd66d6","https://service.azul.data.humancellatlas.org/repository/files/2565f0e7-2fd2-4704-b068-a24f3c965b49?catalog=dcp60&version=2022-11-28T10%3A43%3A18.311000Z","s3://humancellatlas/file/df965638af0ff5aea11a20119d8127c8ecd5e6a368361a405c12c58eebc1e492.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","37","7","HCA_BM_007","2","I1","index1","MantonBM7_HiSeq_9_S7_L002_I1_001.fastq.gz","b0ab2f7e-2b86-4072-b50a-5bec4587fd1f","2022-11-28T10:43:18.336000Z","382789241","608cce95d7573313a1dc8d9ae084ec8f01e0fe8b43060d499057bbe1fd704d53","8a442f6c","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_584b8919-cb9d-4dad-9ca5-8ac87bd1c4f6","https://service.azul.data.humancellatlas.org/repository/files/b0ab2f7e-2b86-4072-b50a-5bec4587fd1f?catalog=dcp60&version=2022-11-28T10%3A43%3A18.336000Z","s3://humancellatlas/file/608cce95d7573313a1dc8d9ae084ec8f01e0fe8b43060d499057bbe1fd704d53.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","38","7","HCA_BM_007","2","R1","read1","MantonBM7_HiSeq_9_S7_L002_R1_001.fastq.gz","ddf15ba5-f251-4eb8-a000-3ee36cd24c0b","2022-11-28T10:43:18.377000Z","1167831305","0113b92fd74583055071daace4363c5b500f7e9c551c1845fe3afb5830ffefb2","8141911f","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_6712f5f1-8ce9-473b-815d-815808e2df45","https://service.azul.data.humancellatlas.org/repository/files/ddf15ba5-f251-4eb8-a000-3ee36cd24c0b?catalog=dcp60&version=2022-11-28T10%3A43%3A18.377000Z","s3://humancellatlas/file/0113b92fd74583055071daace4363c5b500f7e9c551c1845fe3afb5830ffefb2.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","39","7","HCA_BM_007","2","R2","read2","MantonBM7_HiSeq_9_S7_L002_R2_001.fastq.gz","8ebec095-89b2-4a99-8e9c-19753e1ed9b6","2022-11-28T10:43:18.397000Z","3518864408","7801c24f91ff444a91dd6d42b61a0b747aa993426f6595e9c00ff3005de1a620","4c845a48","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_a929e8a8-6f09-4a62-a092-fe3093250aa8","https://service.azul.data.humancellatlas.org/repository/files/8ebec095-89b2-4a99-8e9c-19753e1ed9b6?catalog=dcp60&version=2022-11-28T10%3A43%3A18.397000Z","s3://humancellatlas/file/7801c24f91ff444a91dd6d42b61a0b747aa993426f6595e9c00ff3005de1a620.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","40","7","HCA_BM_007","3","I1","index1","MantonBM7_HiSeq_9_S7_L003_I1_001.fastq.gz","e2bd6234-5ac0-4150-9cb0-c51d90a92986","2022-11-28T10:43:18.450000Z","383466158","5388094b4f8a062975649dafb6a5a4c7c66e58241eccbcdfe8add4fcb82d4ac6","ac04e9ba","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_628abb6b-bfc4-4ccd-adbf-33ced75fe5e7","https://service.azul.data.humancellatlas.org/repository/files/e2bd6234-5ac0-4150-9cb0-c51d90a92986?catalog=dcp60&version=2022-11-28T10%3A43%3A18.450000Z","s3://humancellatlas/file/5388094b4f8a062975649dafb6a5a4c7c66e58241eccbcdfe8add4fcb82d4ac6.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","41","7","HCA_BM_007","3","R1","read1","MantonBM7_HiSeq_9_S7_L003_R1_001.fastq.gz","89abc45a-27b7-4531-9130-a4758e0ed857","2022-11-28T10:43:18.480000Z","1170415436","d75855bf11de1b1dc886826d942a16a3dcab9ad2379377b76b2dfaf59909d912","2efef7e7","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_f17741ce-804e-4815-af86-0c490e0f909a","https://service.azul.data.humancellatlas.org/repository/files/89abc45a-27b7-4531-9130-a4758e0ed857?catalog=dcp60&version=2022-11-28T10%3A43%3A18.480000Z","s3://humancellatlas/file/d75855bf11de1b1dc886826d942a16a3dcab9ad2379377b76b2dfaf59909d912.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","42","7","HCA_BM_007","3","R2","read2","MantonBM7_HiSeq_9_S7_L003_R2_001.fastq.gz","059003f1-d8ef-4cec-93ad-05a3fd13fa1f","2022-11-28T10:43:18.510000Z","3535315616","bee608f463cbbd8780ba4dc76578815d4fd1926a9abff0642c98b0d73a06f8e0","69042146","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_5e0442a5-87b9-4d49-ad92-04b08ee4dbda","https://service.azul.data.humancellatlas.org/repository/files/059003f1-d8ef-4cec-93ad-05a3fd13fa1f?catalog=dcp60&version=2022-11-28T10%3A43%3A18.510000Z","s3://humancellatlas/file/bee608f463cbbd8780ba4dc76578815d4fd1926a9abff0642c98b0d73a06f8e0.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","43","8","HCA_BM_008","2","I1","index1","MantonBM8_HiSeq_9_S8_L002_I1_001.fastq.gz","1d5839f2-acb6-4614-88bc-3cd1252559e5","2022-11-28T10:43:18.537000Z","422872146","efba3502138c43876f945eaa110af559cbedb14e127613388bea206a1fc05d0d","4dfb686e","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_fd1126b1-082d-4bc0-b5f1-61fa6241fb1b","https://service.azul.data.humancellatlas.org/repository/files/1d5839f2-acb6-4614-88bc-3cd1252559e5?catalog=dcp60&version=2022-11-28T10%3A43%3A18.537000Z","s3://humancellatlas/file/efba3502138c43876f945eaa110af559cbedb14e127613388bea206a1fc05d0d.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","44","8","HCA_BM_008","2","R1","read1","MantonBM8_HiSeq_9_S8_L002_R1_001.fastq.gz","bca1c90c-840c-4cba-b59a-59ff60bee1f3","2022-11-28T10:43:18.570000Z","1286877795","6bb2351e42ead34b5bcae73491879bc89b8271627f0a68e28b799418e4475078","a2ea5574","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_3a98a43a-4c9b-4f77-a5a8-ec12a977c870","https://service.azul.data.humancellatlas.org/repository/files/bca1c90c-840c-4cba-b59a-59ff60bee1f3?catalog=dcp60&version=2022-11-28T10%3A43%3A18.570000Z","s3://humancellatlas/file/6bb2351e42ead34b5bcae73491879bc89b8271627f0a68e28b799418e4475078.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","45","8","HCA_BM_008","2","R2","read2","MantonBM8_HiSeq_9_S8_L002_R2_001.fastq.gz","5bc45f73-2fcd-4904-9933-6e8bb25b2db4","2022-11-28T10:43:18.621000Z","3835212185","0b23f82eaabe18f0de1a5efddcb590297c43b1949971a5bc247e6194fbeb1301","28383294","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_83d590ce-b421-4d81-9fa9-feb94cdce7a5","https://service.azul.data.humancellatlas.org/repository/files/5bc45f73-2fcd-4904-9933-6e8bb25b2db4?catalog=dcp60&version=2022-11-28T10%3A43%3A18.621000Z","s3://humancellatlas/file/0b23f82eaabe18f0de1a5efddcb590297c43b1949971a5bc247e6194fbeb1301.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","46","8","HCA_BM_008","3","I1","index1","MantonBM8_HiSeq_9_S8_L003_I1_001.fastq.gz","5bf026d1-22c5-41d8-abb6-d9324257aaf9","2022-11-28T10:43:18.647000Z","423452921","b8d4f877cda94c66e1cbe2350583c11a595377c9bfec575d3bd1756fa92f4ad4","51bd23a9","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_ee90eafd-dd21-44b1-865b-5f934149c2fa","https://service.azul.data.humancellatlas.org/repository/files/5bf026d1-22c5-41d8-abb6-d9324257aaf9?catalog=dcp60&version=2022-11-28T10%3A43%3A18.647000Z","s3://humancellatlas/file/b8d4f877cda94c66e1cbe2350583c11a595377c9bfec575d3bd1756fa92f4ad4.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","47","8","HCA_BM_008","3","R1","read1","MantonBM8_HiSeq_9_S8_L003_R1_001.fastq.gz","69cfe7c9-0f24-4bb6-9380-7f85b87cfbf2","2022-11-28T10:43:18.684000Z","1291693560","03092f163885a1d3ea7f5fa1ee1c800033cf2befcfb76383d3fa4f60164a29dd","0ee4c7b0","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_96670093-75c9-4ac1-9b4f-9606e81b82b4","https://service.azul.data.humancellatlas.org/repository/files/69cfe7c9-0f24-4bb6-9380-7f85b87cfbf2?catalog=dcp60&version=2022-11-28T10%3A43%3A18.684000Z","s3://humancellatlas/file/03092f163885a1d3ea7f5fa1ee1c800033cf2befcfb76383d3fa4f60164a29dd.sha256","TRUE"
"mv08h_exact_hca_fastq_manifest_v1","48","8","HCA_BM_008","3","R2","read2","MantonBM8_HiSeq_9_S8_L003_R2_001.fastq.gz","69b98ea7-f26e-46bc-be32-27fc29993aab","2022-11-28T10:43:18.713000Z","3859256060","38187d696235e2d513f759420ce06740eeb6e59e857f156714d58dd132fadb75","0e42354e","application/gzip","drs://data.terra.bio/v1_744d9c13-2a15-4ecc-8c65-a2e349d04336_e269d9d3-d49b-408c-afbc-c6f808933c29","https://service.azul.data.humancellatlas.org/repository/files/69b98ea7-f26e-46bc-be32-27fc29993aab?catalog=dcp60&version=2022-11-28T10%3A43%3A18.713000Z","s3://humancellatlas/file/38187d696235e2d513f759420ce06740eeb6e59e857f156714d58dd132fadb75.sha256","TRUE"
