"contract_id","sample_id","seed","selected_cells","selected_cell_sha256","normalization_cache_key","payload_sha256","sct_genes","sct_cells","finite_sct_payload","private_cache_file","private_cache_bytes","private_cache_sha256","disposition","elapsed_seconds","peak_rss_bytes","seurat_version","sctransform_version","matrix_version","r_version","outcome_label_state","biological_outcomes_computed"
"mv07f_sct_production_v1","SRA701877_SRS3279691",20260806,384,"ba6449731ac24f9d122f8f37dfca73b744029cb04ca76b0e885fa42fe3397842","mv05d0_sample_seed_sct_v2:db0ef019691ab0c90b0b7b73693ea405433174f340c6992014e928a9c1705de1","32e01ef6d552979e27df85129b1a66edd805f87f39cf002117e6260075e3e8f2",14712,384,TRUE,"SRA701877_SRS3279691__20260806__sct.rds",9501729,"f661fc44939e78ee1abc9eb0681e67603e2ecc3194386d6b77b3b042489a17d6","built_atomic",37.0746712684631,1224413184,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279692",20260806,384,"c132c0bd7284ceb72a47833343f22cbe94b08458a53a6f911a7b082c00b9e6a7","mv05d0_sample_seed_sct_v2:72cc2f3a7ec7e27f44419c7d7909a8e977f48ee6e9dc079097946a2c0ed8ad62","a31046a01adaf4da78789df094200acb948afc1026e264f43abd4ca4e0daa496",15066,384,TRUE,"SRA701877_SRS3279692__20260806__sct.rds",11115870,"a71ec4b41a9127389f0ac83b94dd39b975338bb99dca3056dab7374678b40d8e","built_atomic",32.472403049469,1268154368,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279693",20260806,384,"7fd8c605b37425a1914906cf0afaafb571bd1483b7602967f80e9c796bdf1649","mv05d0_sample_seed_sct_v2:908b037546138ddc95021f2dc30000d8045095cb6ae2c69e0e2c4d1b9f9194dc","e51313a349f1e6b0890122f4e6e68e5cc2038744119e74fca28f961ebcd3fce2",13321,384,TRUE,"SRA701877_SRS3279693__20260806__sct.rds",8688338,"ed12771f8ce428a5e64d68fd99d1fc71c50f3d09af5f1ba4189ac850ebf6aeec","built_atomic",33.6961843967438,1233289216,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279694",20260806,384,"e7b8d1a9e6f548cbf5939d9a5518c135b1211be301ff5cd071735cb3a90759ce","mv05d0_sample_seed_sct_v2:0a6e5ce88affaba409dd9b1439bfe3ab4e6c5455291d7fe07d05bc4cb93e9d7b","4757259feb5009700b80defa9b1ea8ca6200864b518e662c2e5142079957285a",11501,384,TRUE,"SRA701877_SRS3279694__20260806__sct.rds",6462046,"14e621c114c5b61f35a169ea6653ff890631eec176438fa0a0059c4354e30007","built_atomic",32.7518429756165,1045639168,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279695",20260806,384,"5999475fb2ef41759617facc1d3eb8ee26638c3a29d3dddeee87a5b6bba88cd2","mv05d0_sample_seed_sct_v2:340ce76e7e532e3b51c0c15c84c2b9ab79d74ddca637f83636d96824bc875843","5f6d3487594e138427eac58bf80742f93c9d33358b62ef75ed9b5a6dffa9c9ec",13260,384,TRUE,"SRA701877_SRS3279695__20260806__sct.rds",9143899,"08e6a05ba68873b52e31b8f308b8218d4effb1d7d9dfbca0d2ac416b47287567","built_atomic",33.7426767349243,1281609728,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565195",20260806,384,"93a54e159107c9f3465dda70a91ca08a17cddc9fe6b60647061a921cf374cbec","mv05d0_sample_seed_sct_v2:4c2753b23f8e45abf2e695bf51a8b4198742a383045ea93c67dea26c4808a5fd","db41fd41032eb955068142ebeb7cf4f19f4032b51a8d70eddfc024ac9e8c159e",10385,384,TRUE,"SRA742961_SRS3565195__20260806__sct.rds",5568819,"8525cd724b9645bd8e607dfb6bb5c1e01a7be0303c807aad3985566ff0a1bf96","built_atomic",32.8055553436279,1363673088,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565196",20260806,384,"7b4738c26f51b206d1df4d80fb492d0e87b93751a23954e09186ccf483ace529","mv05d0_sample_seed_sct_v2:730c34b01d3ea3b5b2a50c28723e8058a54f50cea8eb4b6c32aafdfdbbd13a7e","2cdbff77fcaa92c4ebcddf1460f13ade46bc3393597cb7321339eaee87b69000",10567,384,TRUE,"SRA742961_SRS3565196__20260806__sct.rds",6648439,"c2bc706f3040495af78e188379d2b347905d9cc477935086d346f055951df105","built_atomic",33.77228307724,1496211456,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565197",20260806,384,"a3fddc1293c28e5565009662b41e33fdd6cc7758c988edb5311c84b27db9ffc1","mv05d0_sample_seed_sct_v2:e1b51249f867fd6f278690d8a289fc9eea132e3538a9de78bbadff134502eef1","81cc252bafdd14e9631de9aa12ce147bd4d990dce1e66d1afca6cecdf7d11ce4",9758,384,TRUE,"SRA742961_SRS3565197__20260806__sct.rds",5767787,"99185e36b6f1db991fe66adb6d9d1cf016858bd543a24a30a703fc26388fcc48","built_atomic",35.1287865638733,1616785408,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565198",20260806,384,"3fced4768c3fb1fa845bccac1d153423f0da89f6fa7bd58c45acf0746d60a07b","mv05d0_sample_seed_sct_v2:8d5a85d7e506478c92d5e7a377608c1e94a8d58fa4748c2aa237c8163eb04ea0","4d0d19fe11db3e090fb44cc3452f2835c83cee558ee1b61b654883993364a351",10087,384,TRUE,"SRA742961_SRS3565198__20260806__sct.rds",5633596,"88608b188bd28715240d808f43aea0ea9f8187ae065bdcfba2a22fe0d35a073a","built_atomic",31.3644661903381,1253249024,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565199",20260806,384,"7a7e376444fc7f00da74355d05af11e0b0c213fc388ede06ac549603a3a655af","mv05d0_sample_seed_sct_v2:949f5f6c5481f1ea48e506a178a75c76bedf5e4beb7b0858442ef246a321a316","d4e9d9b7d5ad59dda39a0ab8317a8ef99a09314b5bcb775b171e306c081eeb69",10604,384,TRUE,"SRA742961_SRS3565199__20260806__sct.rds",4857771,"9b321cc476b135a6909e120d3109f5ce05a184a941c28fe8428ccddef3a541c2","built_atomic",29.5397219657898,1371439104,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565201",20260806,384,"98d28d5e57525d84ade4ce35814e43cc95a12618982936206e8d69b6edeb9d61","mv05d0_sample_seed_sct_v2:42e2811a6fc342d555368490f038d5aa3ecccef857c257dbc7c8f7ab43543f1c","04c1315a5d43397d0dd5cbfcf3d26c19c31363579448c74bc8bcbe1271127642",10562,384,TRUE,"SRA742961_SRS3565201__20260806__sct.rds",5769678,"a4bb9ce1e43e510954347b444d19d18e6b60479f1acbe68c4a10295d3150a148","built_atomic",31.7193531990051,1364303872,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565202",20260806,384,"2d31453a215376242d64f68a8e9fa61fb9745930eb83e62915446991f0160c7c","mv05d0_sample_seed_sct_v2:1040dcc553f4048545c8aac8a5a3fa008da13f5eea403e21d45c7d8a24e60c6b","b267f77668cce0f49899a20d3afb7b4a0d7402c9d0457258eac1ed75c380a963",11516,384,TRUE,"SRA742961_SRS3565202__20260806__sct.rds",5984444,"c95e9e6345dd4dc713836f4ccbc43a808b73e7ef1deb09fa2fe83d592c0fee21","built_atomic",32.7158491611481,1279139840,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565203",20260806,384,"f095f8520c5fb720cc074650b353e945096507e56c4b189432ff6bf791187a6d","mv05d0_sample_seed_sct_v2:3b0283796dce5f07ae32e4f493628ab3d1256473807eddad78c7926b097ac09b","8eae621e2a2ffa0d13353c8f402ba75c5d86d661b9aa13b8024c74d95b5ceeb7",11040,384,TRUE,"SRA742961_SRS3565203__20260806__sct.rds",7299643,"7c0bf5607d2ce2f89ed738d20cf5bccf64ec44610b3432f4284c62d3facec8b2","built_atomic",28.5053267478943,1397784576,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565204",20260806,384,"7cdd68c7989ae3275417b1aa0151fda6ccf18a3086d1d77d964968d15ae4496f","mv05d0_sample_seed_sct_v2:cf3d61460b707c9577192f0f2c2e13491624f59dfaa46495334dac4675230d6c","72beb65ff6035501ddd3e9a350462da95a4e332a3319a784fa5879b3274cfec3",11772,384,TRUE,"SRA742961_SRS3565204__20260806__sct.rds",6550311,"59e94ac01366b74e21d82d2d831a83cb5df2c2863261d3b39cb48c7a26e7b979","built_atomic",29.025589466095,1276923904,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565205",20260806,384,"5407062b931c0ea8ab02708c8f56224aa36d3d30b3f05f83839f02cbf29e8f0e","mv05d0_sample_seed_sct_v2:7317a06cae2b45bcd4d48916d9bb3126b2b32eb27b878d656d652c58ef80067f","584c5ede7d4093596c2520361bc701811c15d0d564d787d7b70af17d025ab5a1",10632,384,TRUE,"SRA742961_SRS3565205__20260806__sct.rds",6517215,"7cd2ceb41c77bb198db11a3b105314678558461c3363af4f350de97f853edeaa","built_atomic",31.1355500221252,1301561344,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565206",20260806,384,"c2c6796b18d44bc957fb48132df00d8ddb69f510b9bb8ee3ecfc83783ac1ac7e","mv05d0_sample_seed_sct_v2:22361d6a5f8f9f3a3390b78c6eafa7cb15ec23e49c00d0283e1277f99f9a608e","94e1f93f9b45281406cd3e1d2d9a194e7c8fbb49b14be4e54319c803cda1a541",9442,384,TRUE,"SRA742961_SRS3565206__20260806__sct.rds",4562927,"ccc35461e2b252be4b641fbc2a8e023d87ea467ad49eccf44c388fd7b079dd73","built_atomic",26.3363406658173,1187205120,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565207",20260806,384,"780639e4a9489614ee7ab7cc492762b636e17be32fcd61eb65a39e58f7749b55","mv05d0_sample_seed_sct_v2:28604422214112586503dbcc12a1b4b03059b22869965996619656b315adae1d","1e1a328df5a52940fd75c8eb66450bc81cd1457e05bdb009351a04fd6b7692ab",11407,384,TRUE,"SRA742961_SRS3565207__20260806__sct.rds",6805564,"85b11e6976338bea3b078e1d22dab0ad8ce332045b60ce799b5202cadd12fc96","built_atomic",28.652284860611,1302712320,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565208",20260806,384,"6b68896017033d48efd668cadb2ca581d9a80e19bca4ffb04a24b3998f483f4e","mv05d0_sample_seed_sct_v2:d369304dac8e291f929ae10398b6edb9538c458cc2fa78236645f3399e1f412c","1f9c83c309de5ffd69e3b806a1e2ade8a8020f9e058e9564a0c180c9ec510f9c",9719,384,TRUE,"SRA742961_SRS3565208__20260806__sct.rds",4667672,"3dfbdf9f5aa3ea5169f7bfd3acdb0283c119a32b314ce9b3db017d083a7a369f","built_atomic",31.1428956985474,1223675904,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565209",20260806,384,"bf561396e964de67335b3888849c1d25b20d5cd82c6eeafdbdd49d88f1a516b7","mv05d0_sample_seed_sct_v2:a743aeed37aba0712fa72dd98a99e47e42fe27dba320da22e244520d130a466d","31447fac84101eae9273d7c7067a8d098122c3a2d98f6d934e1ee1921dd626e4",10745,384,TRUE,"SRA742961_SRS3565209__20260806__sct.rds",5810054,"d76cefa802780e92abf12269118262180bab0b7c0a7fa1129c2e78a7f661cb1f","built_atomic",31.8020310401917,1242116096,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565210",20260806,384,"f6470219717a3c6a1a94b3e8fc5bb18287a178a576476aea6b2719423ba9966c","mv05d0_sample_seed_sct_v2:c458fedcffa5fbba7ffd57e4c75ce36524ec3b41dda6d0940a33a48827716b16","06a0b7fbe8f859c4b768a856c96a0a0d38fb88033efdf8b823b2e9d358cb5601",12323,384,TRUE,"SRA742961_SRS3565210__20260806__sct.rds",7318116,"83e95871cfcffd7ec95dc5d0ec02e1b1f194f9295433f2f59536330a803b0e02","built_atomic",31.4310557842255,1287815168,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565211",20260806,384,"3f64ff7656fff909b02d0c020e8d2327d759319bdeeaa714815ffb82d4aeee5c","mv05d0_sample_seed_sct_v2:982e6e4a433c456d2d9ab2676af319f412da79fc4a9c78707eb919f01f9bebf5","1c63ef9c2a8e35212160bdfe2fcdb0f0af8e04823bb05a8179db97190d6c6c62",11547,384,TRUE,"SRA742961_SRS3565211__20260806__sct.rds",7074214,"7291ece674e76b8cffad79987e0a8b168c86d6c8c1cacaa841782a026583da29","built_atomic",31.5751857757568,1316016128,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386101",20260806,384,"666f495cdfa896edb2d39348aee195ff62d8f36a244b1c00f4ce05c26bbfbce1","mv05d0_sample_seed_sct_v2:cb4e289b92939bc25f7fb96b043b27e8b4e9a1fcb99245b5be67911bc96d636d","779eef8cf0a67ae6e3e1961bc0d9baba9f7fdd1d3c782ae2d84f4718062d4b7c",10885,384,TRUE,"SRA850958_SRS4386101__20260806__sct.rds",3505617,"421f87fc2df97bd485faec1a2ecf13ed44d2008cd21e71eff97537a88a726fd7","built_atomic",30.9496169090271,1027006464,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386109",20260806,384,"c2ed612a4e9206951a72475cbef3e3b72a2c01a7866754aece76080a76c9feab","mv05d0_sample_seed_sct_v2:0b73b0b3f44345fd0942dc13802374a725dac14462348c7920a8c7a80aea641d","2c8a393396728bdb412e341678a5d5bc3860ef8a1c7189cec47d3e4eba2e7ec6",12526,384,TRUE,"SRA850958_SRS4386109__20260806__sct.rds",4852976,"0e07e153d70c2f27a092db06186c672b10eaef1cacc4aeeabafffee8892eb299","built_atomic",32.7714455127716,1164075008,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386110",20260806,384,"2057fd9a7f02afa717ae155620f09b73d6e286b8e6243b8fc8c6423e7b0f8d2d","mv05d0_sample_seed_sct_v2:46a0c11cad0fc81d5ca62948b9590a2e5d6860dc8d201e33f3427f2ce4c6c279","135218bcb2083046245f3159ffcc937c95119681ea2a95d351b168bc9e0e76be",12331,384,TRUE,"SRA850958_SRS4386110__20260806__sct.rds",4346170,"83b6b1e6202cbc2c9a6e0a8d3385b9963754f45e253b36317deafcc462384c43","built_atomic",32.7549505233765,1108799488,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386111",20260806,384,"9defe495b244e4780f2db1d8d92075ed5c61fb5b00770b175684d762400d3384","mv05d0_sample_seed_sct_v2:3421fb28f22c6443cf8dbf76342d87e6e2b403a97be7c5246aa0e0806eff3d97","37fd0b527a2570ca146b91621b0ef75af157c3529048b271387947cf0ba65536",12344,384,TRUE,"SRA850958_SRS4386111__20260806__sct.rds",4553553,"fc37aeaf73445ee4fb4d3b9ceb383d526b1dbae1b4f20891d7597abc47d785db","built_atomic",32.901228427887,1102581760,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386112",20260806,384,"48a739f72ac47865550b69c75e5a43523e925a3709282cd9b01aaa6a42b1c190","mv05d0_sample_seed_sct_v2:e20993bdefa106444ee178a010a48c45ac6971c7a0fee194cd3c11fe644ec437","5c5916945a86cf464cb9a4703a8038f50d6630284181bc69dff9869ee820f303",12183,384,TRUE,"SRA850958_SRS4386112__20260806__sct.rds",4279315,"e5d078ecf6e9ef5fbd85339e6a06d741800eec40904b7123e7bc9a50c2dc3cb9","built_atomic",32.9001169204712,1068470272,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA850958_SRS4386113",20260806,384,"57b13f5a6feb50d4d0304c9c972c3d2183121aff7e36c84e6b47489e1f985fda","mv05d0_sample_seed_sct_v2:4ac42558c8cf4c64b3afb6bcd3218d15ea8d16cc460f442ec649912ecd7b15df","0a9dd0f9f01c980f20791400431dcb9d2588c95bd1e79ca5a50a7e850895eab3",11831,384,TRUE,"SRA850958_SRS4386113__20260806__sct.rds",4121137,"28248a87706dfc62a37e457c2fd371e653158f100415b935077fc29cc9911744","built_atomic",32.8232436180115,1107902464,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279684",20260807,384,"278b0b9fc1ba8bc61dcf25e2fb3cd8bf3983ec54cda12f9c63d387e6f8257b5b","mv05d0_sample_seed_sct_v2:254fc7a01cef737c929a642bcbe61be1c5d94829e847f7d44a51bf05b38bea8d","86c087da7c24f3ffeba68b883e01d962f2ce26113007f729d375dd490f851931",13292,384,TRUE,"SRA701877_SRS3279684__20260807__sct.rds",8164396,"a68f5baac4b48cf1267f8d96abeb78356446f371525ea8c18b2129874a03c967","built_atomic",32.5962331295013,1219510272,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279685",20260807,384,"acd47cd17e53e83464cffb1802fd803c7b5bc351133c8d980c5dfd886cb85308","mv05d0_sample_seed_sct_v2:e1b74db2b1d49a2ae01fb098ee60b73a811600faac69319d52c7fffef602ffb5","b39b0ecabec1beaf9f1779c44f62e67a17001ca32a3cee142f079f6c050ae81f",13257,384,TRUE,"SRA701877_SRS3279685__20260807__sct.rds",8953710,"602dc93867c112643c4f15b281c80104a25e4950e77b46a1ac78e22c3a1d1493","built_atomic",30.5761411190033,1100959744,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279686",20260807,384,"048c43aa452d91c8b98377d1365d344b579290a8a6fbe0264b21757ebc91a297","mv05d0_sample_seed_sct_v2:6319f6f2b39c07bd0aecb559c64a394920b680160b2cd091c62eaa18b5fbbdaf","d741efb330028e3a43f0e8f934dccecafcfc5b0df31f92895214fbc8cd6d07ce",14324,384,TRUE,"SRA701877_SRS3279686__20260807__sct.rds",10626756,"27f6792213977cffdd4f9eab26580dbd9ce70355836c5dc5f7ba61bfe92dff81","built_atomic",30.9468951225281,1221816320,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279687",20260807,384,"0cc5f32b297b1f046089039c3fa5887005f69442897e8e6c96e4c9575715b596","mv05d0_sample_seed_sct_v2:e853199b040461a8e1230cd0e06f3f67e7828a1bc6c95adcb28709dca21d9fee","aad40ac15ba1f3ec71409a5f625c9f932077be40899abfb5eaf84bb5f92fd5de",14624,384,TRUE,"SRA701877_SRS3279687__20260807__sct.rds",11245303,"54dd94a11075c9b22f7ef17a28789813455fe3183c5915c81b3b432259af808c","built_atomic",31.1993398666382,1261142016,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279688",20260807,384,"a236cfc5a79879a8da1b9d56d92ddacceb1423dec345a762fe4b808f7ef39de0","mv05d0_sample_seed_sct_v2:65b8ca40efc511aa3ca1f52d111d802dd9390b6b1a4157d70660b82f9fbc1a75","7d1831ffe1ae67643c14b6ec9c000bbb68ae18bfaa93c8eaec74b3b294175c26",12729,384,TRUE,"SRA701877_SRS3279688__20260807__sct.rds",7264073,"fbcff9934f85a565c91eb7d950c5d626c7c92eaff727ba36531327f4c843fd37","built_atomic",35.187664270401,1098792960,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279689",20260807,384,"c102bd2b2a7858df7b37f14004fa9cba95d7b53ca4483918d2f85eb0ecc33e51","mv05d0_sample_seed_sct_v2:96d682dcd151cd57d3821041c698642976749ffb449518976f65e2087a5f5c34","a8465b8fe6dce15f0813a6879e787b8b20d0d041549c56f0a297fd6f4d5ec6d6",15133,384,TRUE,"SRA701877_SRS3279689__20260807__sct.rds",12027864,"51356be09359ae48c2b495709a2db9e5fd6ed4e09f6cce86faa90f77414bf7bd","built_atomic",35.4208204746246,1213038592,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279690",20260807,384,"24089b99fbb1945029eb99cacd1881f8f3e8f8dd21a19587c26574a439e929d6","mv05d0_sample_seed_sct_v2:96c582915ffa815d5d79506b810c2a177e58171fcc9156050c24c32a58a800dd","1b24a30d0c759183094f52f26af6c4cbbfbb93ccea775c8307ff2d27af075a5d",14427,384,TRUE,"SRA701877_SRS3279690__20260807__sct.rds",10284709,"d424ce41ce6ac6836c38d0421a1431b58d76a18578479289c6f454179c1ba264","built_atomic",35.8365058898926,1293754368,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279691",20260807,384,"d536eeed03c89ec150e52c4105a480edf7f3671d6d97f6d371033c9e33ea873b","mv05d0_sample_seed_sct_v2:afaf4b5975f095f9b4639c7902380eb0a0d0981c1f9308a8cc291ddc6341c9d7","f17a14c55aa9544540e743fd58676b2b824daea94d005bd437817968b61536e9",14653,384,TRUE,"SRA701877_SRS3279691__20260807__sct.rds",9917166,"2741b33dd6c87e58ab71a14e8f22c47c39784e7779bc993b8f89c4e8b855bb2e","built_atomic",37.1571838855743,1237569536,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279692",20260807,384,"791cb79189780de78845ba093c8b72e0b3111f151c73ae649c0a9e0f400f0cbd","mv05d0_sample_seed_sct_v2:3d39d3897d7f34168e2a6da4c971fe5488707cd12b32057208c433e9d587bc70","97f145e41619c02b03a2c5df4d4f0ed525a47a095018e318cc843d8fd3d0f731",14998,384,TRUE,"SRA701877_SRS3279692__20260807__sct.rds",10684861,"13c8cc625f2f892cb6a4aecf039ecda90400db5ae25894afd0196632d4021340","built_atomic",35.9590842723846,1271525376,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279693",20260807,384,"b76dad5bb8a0761b8c9ec24a300fd8236937d0b0703213e9ea380754379fa77f","mv05d0_sample_seed_sct_v2:43c2af6ddd50cea06f45de6a343e3786249cee7f219765fd7b5b6a4c92f5bf34","caa8c064b7f3eac0eb45530da688f28e7b56a2ae350036c857c2936b5da3d754",13315,384,TRUE,"SRA701877_SRS3279693__20260807__sct.rds",8877928,"c44ec58c79f1a523456e97352f55d9fecb10da6eb7b09e6911d9e063daa72f1a","built_atomic",35.9651322364807,1237848064,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279694",20260807,384,"8181679602da03e2f3275f9c26bafbbbb28ffef059f41326ff9b5e49604b2f52","mv05d0_sample_seed_sct_v2:d75bceac0e456d246cce554503fb1f5d18b5d056a78f8ea668d05233f16f62e6","2b5ef0ae5ac1d9393187a23cae5a97f078c6a49021ba333e1e628ee176302399",11537,384,TRUE,"SRA701877_SRS3279694__20260807__sct.rds",6450129,"caf20f4172325e63e055f6a18283feb2c2b203ebd21da0d44e5ab8596718b599","built_atomic",34.0923848152161,1129721856,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA701877_SRS3279695",20260807,384,"24560afab903e874db5028cd9feff35856e934933fd0052fa04d3c6d954ee1b3","mv05d0_sample_seed_sct_v2:c1ed86b768c2aca3fe6ebd34d00fede8b20de81f6c7cc245e78d1b46c84ea5fa","85c9c2b362fa134c622d4d612128f84e06179600fac54ff538be1e83bc998251",12877,384,TRUE,"SRA701877_SRS3279695__20260807__sct.rds",8597623,"0e6099a1e241177e9625dae9ef670d4ca9acd9a3d1db589fd9a10a1a3a5357f3","built_atomic",34.3230338096619,1251954688,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565195",20260807,384,"cd15dc27172f1f86a01d0ecf239a233613960f733bf5767a344ba53f32477c24","mv05d0_sample_seed_sct_v2:d3da9feee19f5e8d3fee133d58786683978a5e0bf2043c801401191a1185ce08","a4d31fc31cbcd0ac7fc2a28056b170c537edfed76eb550c3e0758ec267e51920",10516,384,TRUE,"SRA742961_SRS3565195__20260807__sct.rds",5841134,"fcdbaf4d2a3253f8c9718c0d272ab768c7120da31b83463402c1a315baf1506a","built_atomic",33.7914054393768,1307582464,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565196",20260807,384,"231ba1b07e6adb2e2b37b802953e2bcb3ea833c3b8c200b5745c987045b87b7a","mv05d0_sample_seed_sct_v2:62d984e9d36c8619c79a314563128956b82d6b8dff15cd35186d131d764c3f6d","f7eb84e920e32f4beb030c32bb6cbbe4f6bf58a7464a5a321919bdc19cb72ccc",10492,384,TRUE,"SRA742961_SRS3565196__20260807__sct.rds",6460871,"f54c13eeb026a56b955606e7707b940c9a0e8900a5cc9d0148f5344da14a7f8e","built_atomic",33.808436870575,1494392832,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
"mv07f_sct_production_v1","SRA742961_SRS3565197",20260807,384,"5831e8a171827282c13612e30c3b1dcea558255dd9c5ae7aedf2a69d73463e59","mv05d0_sample_seed_sct_v2:e6e3d966a053d79462f213502eab19252f69972d2d56b9b0162c9d636b15dca1","b819fc0356bf0ec73d1e155fc13db734b6b8227faeb56f847ec768b59b7c38ac",9824,384,TRUE,"SRA742961_SRS3565197__20260807__sct.rds",5767197,"adff893e655eee8b3db291e98819717d9097af210b20e1c405f5ab5c3e0ac50b","built_atomic",35.5652220249176,1691930624,"5.3.0","0.4.1","1.7.3","R version 4.4.1 (2024-06-14)","closed",FALSE
