"contract_id","cache_kind","sample_id","seed","private_cache_file","private_cache_bytes","private_cache_sha256","payload_sha256"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565209",20260806,"SRA742961_SRS3565209__20260806__sct.rds",5810054,"d76cefa802780e92abf12269118262180bab0b7c0a7fa1129c2e78a7f661cb1f","31447fac84101eae9273d7c7067a8d098122c3a2d98f6d934e1ee1921dd626e4"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565210",20260806,"SRA742961_SRS3565210__20260806__sct.rds",7318116,"83e95871cfcffd7ec95dc5d0ec02e1b1f194f9295433f2f59536330a803b0e02","06a0b7fbe8f859c4b768a856c96a0a0d38fb88033efdf8b823b2e9d358cb5601"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565211",20260806,"SRA742961_SRS3565211__20260806__sct.rds",7074214,"7291ece674e76b8cffad79987e0a8b168c86d6c8c1cacaa841782a026583da29","1c63ef9c2a8e35212160bdfe2fcdb0f0af8e04823bb05a8179db97190d6c6c62"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386101",20260806,"SRA850958_SRS4386101__20260806__sct.rds",3505617,"421f87fc2df97bd485faec1a2ecf13ed44d2008cd21e71eff97537a88a726fd7","779eef8cf0a67ae6e3e1961bc0d9baba9f7fdd1d3c782ae2d84f4718062d4b7c"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386109",20260806,"SRA850958_SRS4386109__20260806__sct.rds",4852976,"0e07e153d70c2f27a092db06186c672b10eaef1cacc4aeeabafffee8892eb299","2c8a393396728bdb412e341678a5d5bc3860ef8a1c7189cec47d3e4eba2e7ec6"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386110",20260806,"SRA850958_SRS4386110__20260806__sct.rds",4346170,"83b6b1e6202cbc2c9a6e0a8d3385b9963754f45e253b36317deafcc462384c43","135218bcb2083046245f3159ffcc937c95119681ea2a95d351b168bc9e0e76be"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386111",20260806,"SRA850958_SRS4386111__20260806__sct.rds",4553553,"fc37aeaf73445ee4fb4d3b9ceb383d526b1dbae1b4f20891d7597abc47d785db","37fd0b527a2570ca146b91621b0ef75af157c3529048b271387947cf0ba65536"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386112",20260806,"SRA850958_SRS4386112__20260806__sct.rds",4279315,"e5d078ecf6e9ef5fbd85339e6a06d741800eec40904b7123e7bc9a50c2dc3cb9","5c5916945a86cf464cb9a4703a8038f50d6630284181bc69dff9869ee820f303"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386113",20260806,"SRA850958_SRS4386113__20260806__sct.rds",4121137,"28248a87706dfc62a37e457c2fd371e653158f100415b935077fc29cc9911744","0a9dd0f9f01c980f20791400431dcb9d2588c95bd1e79ca5a50a7e850895eab3"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279684",20260807,"SRA701877_SRS3279684__20260807__sct.rds",8164396,"a68f5baac4b48cf1267f8d96abeb78356446f371525ea8c18b2129874a03c967","86c087da7c24f3ffeba68b883e01d962f2ce26113007f729d375dd490f851931"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279685",20260807,"SRA701877_SRS3279685__20260807__sct.rds",8953710,"602dc93867c112643c4f15b281c80104a25e4950e77b46a1ac78e22c3a1d1493","b39b0ecabec1beaf9f1779c44f62e67a17001ca32a3cee142f079f6c050ae81f"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279686",20260807,"SRA701877_SRS3279686__20260807__sct.rds",10626756,"27f6792213977cffdd4f9eab26580dbd9ce70355836c5dc5f7ba61bfe92dff81","d741efb330028e3a43f0e8f934dccecafcfc5b0df31f92895214fbc8cd6d07ce"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279687",20260807,"SRA701877_SRS3279687__20260807__sct.rds",11245303,"54dd94a11075c9b22f7ef17a28789813455fe3183c5915c81b3b432259af808c","aad40ac15ba1f3ec71409a5f625c9f932077be40899abfb5eaf84bb5f92fd5de"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279688",20260807,"SRA701877_SRS3279688__20260807__sct.rds",7264073,"fbcff9934f85a565c91eb7d950c5d626c7c92eaff727ba36531327f4c843fd37","7d1831ffe1ae67643c14b6ec9c000bbb68ae18bfaa93c8eaec74b3b294175c26"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279689",20260807,"SRA701877_SRS3279689__20260807__sct.rds",12027864,"51356be09359ae48c2b495709a2db9e5fd6ed4e09f6cce86faa90f77414bf7bd","a8465b8fe6dce15f0813a6879e787b8b20d0d041549c56f0a297fd6f4d5ec6d6"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279690",20260807,"SRA701877_SRS3279690__20260807__sct.rds",10284709,"d424ce41ce6ac6836c38d0421a1431b58d76a18578479289c6f454179c1ba264","1b24a30d0c759183094f52f26af6c4cbbfbb93ccea775c8307ff2d27af075a5d"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279691",20260807,"SRA701877_SRS3279691__20260807__sct.rds",9917166,"2741b33dd6c87e58ab71a14e8f22c47c39784e7779bc993b8f89c4e8b855bb2e","f17a14c55aa9544540e743fd58676b2b824daea94d005bd437817968b61536e9"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279692",20260807,"SRA701877_SRS3279692__20260807__sct.rds",10684861,"13c8cc625f2f892cb6a4aecf039ecda90400db5ae25894afd0196632d4021340","97f145e41619c02b03a2c5df4d4f0ed525a47a095018e318cc843d8fd3d0f731"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279693",20260807,"SRA701877_SRS3279693__20260807__sct.rds",8877928,"c44ec58c79f1a523456e97352f55d9fecb10da6eb7b09e6911d9e063daa72f1a","caa8c064b7f3eac0eb45530da688f28e7b56a2ae350036c857c2936b5da3d754"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279694",20260807,"SRA701877_SRS3279694__20260807__sct.rds",6450129,"caf20f4172325e63e055f6a18283feb2c2b203ebd21da0d44e5ab8596718b599","2b5ef0ae5ac1d9393187a23cae5a97f078c6a49021ba333e1e628ee176302399"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279695",20260807,"SRA701877_SRS3279695__20260807__sct.rds",8597623,"0e6099a1e241177e9625dae9ef670d4ca9acd9a3d1db589fd9a10a1a3a5357f3","85c9c2b362fa134c622d4d612128f84e06179600fac54ff538be1e83bc998251"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565195",20260807,"SRA742961_SRS3565195__20260807__sct.rds",5841134,"fcdbaf4d2a3253f8c9718c0d272ab768c7120da31b83463402c1a315baf1506a","a4d31fc31cbcd0ac7fc2a28056b170c537edfed76eb550c3e0758ec267e51920"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565196",20260807,"SRA742961_SRS3565196__20260807__sct.rds",6460871,"f54c13eeb026a56b955606e7707b940c9a0e8900a5cc9d0148f5344da14a7f8e","f7eb84e920e32f4beb030c32bb6cbbe4f6bf58a7464a5a321919bdc19cb72ccc"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565197",20260807,"SRA742961_SRS3565197__20260807__sct.rds",5767197,"adff893e655eee8b3db291e98819717d9097af210b20e1c405f5ab5c3e0ac50b","b819fc0356bf0ec73d1e155fc13db734b6b8227faeb56f847ec768b59b7c38ac"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565198",20260807,"SRA742961_SRS3565198__20260807__sct.rds",5398612,"94b044762d0d64a088400bf1c4c50bb967f7db448f9f09442d0873131529b0e8","81db930f8bb9f51e82913d253789575676f8fb651920611ff52cd4eaa7f14adf"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565199",20260807,"SRA742961_SRS3565199__20260807__sct.rds",5009357,"32eb36b9e2a1448782e246a4954d99ce7c96b101e4f25f07bafdf1389a45b504","cc64a0c655747b7cd26be4a7b240e4a19a0e66ab63d8b6ef4cb7627f1740baa7"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565201",20260807,"SRA742961_SRS3565201__20260807__sct.rds",5613306,"42cca4bee5d594ab3693cabc13c8db73fb12bddf7c7add160ec1dad94efd8b0c","107aad4fe750c5b3f4156784fd402eb4b8a3ae04e93412ca6468ed5f9fe9180e"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565202",20260807,"SRA742961_SRS3565202__20260807__sct.rds",6016781,"79e5b0853903cb3d6b8aec1ba5e53e496f8b559b2815c2be7f76c91ed8602841","55cb3e6330ddaf472450c26b0d9e1bc89670fb71edc9c58a7f5d70d033c92075"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565203",20260807,"SRA742961_SRS3565203__20260807__sct.rds",7311653,"e93aa1a39914ca6bc242db4de20a6ad379edcb9632cbc88312800b11e1002f8f","441d6b2fd8b13844abd7b1e01456e15d289d0938b7070aa2b3b63f21e10cd58a"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565204",20260807,"SRA742961_SRS3565204__20260807__sct.rds",6351248,"737b0c253a2341ed6ec616d80ee1d7f40d66ba8bfe1b3790624fb7ad58c1c4d8","c3805f5a7a621745807982ee76a3addde408e49f9a02ff5afcceb1362c9a0fce"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565205",20260807,"SRA742961_SRS3565205__20260807__sct.rds",6776147,"7718b41f3826a5c512e03ee3f8713ed3b4259afac1cacdd2705233999ae855a6","cb0f9dbad17297e1d058110ecf5affb07f4d41c422e4d939fe7a1990f0cec4bc"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565206",20260807,"SRA742961_SRS3565206__20260807__sct.rds",4598053,"fb1e5ee9923d499a2166beeee1ef4dadc902767df7888c2872f8e8d3915f8569","19b5da2a3829901e0352fe9b83aac133a270b7091414d6ad3f2bc92d90c08e39"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565207",20260807,"SRA742961_SRS3565207__20260807__sct.rds",6571283,"5fcc50e287fe01ad979d55ae71c81d7d7afef9339e747937a526373aff57d3e0","c274b3101d218c3bd5e87320f9ead68c66ad567d4f767dc43214a4ca0a934bc7"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565208",20260807,"SRA742961_SRS3565208__20260807__sct.rds",4704965,"1eba6a6abaeca796502504b04b77aff6c2f97b964ba1beedae46b1c1452ac82f","dffe446cec720123d05cc1253520b20961c1a626347fd8519ae88547f3e410de"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565209",20260807,"SRA742961_SRS3565209__20260807__sct.rds",5625135,"61c95aaf67e67dbf59de2123a3101a9b8d7e7fb3d26f6d8bb6d221c6ff82e208","127815afe3743e01cccfd0bdc3fa54581fdce29842e9018b236b3f734f3fcaea"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565210",20260807,"SRA742961_SRS3565210__20260807__sct.rds",7335042,"cd96e1206cad309eb8d99a5489522a8a7d2005ae3f040045a3055cc2263a58ac","9fe046ec6972f91bb26d05f47f9958ae380c0539d4814c73a584c23aae9fb2b3"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565211",20260807,"SRA742961_SRS3565211__20260807__sct.rds",7059312,"edee3a4612a4b6c60065851b0d465ae2ff1db97959211af7bb60fa4f87e4a121","fd75b4d0701e5855659f2177b75627f8b970fc043c87e945ac5785f38d26ba89"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386101",20260807,"SRA850958_SRS4386101__20260807__sct.rds",3560591,"a1edd2817bdca2a8c51c0e9b14ae6f70b19917bb63963fcc634b3dcaa407207b","aff4fd722de90d041f3130bc50ca528ba467387202fb47c34b5c31eb89fe2a8d"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386109",20260807,"SRA850958_SRS4386109__20260807__sct.rds",4835879,"d9c991e4692c5a4df112fd116faeca38217064c77060721b8b24506778548cdc","bc8c663427cea9cda02046b910539d108843ebf04fd39aef39a0391bb156ddad"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386110",20260807,"SRA850958_SRS4386110__20260807__sct.rds",4774411,"8c867c7beac90af6bdbba405d54db99c9c2e8626b84d661e33b502b7488ab4d7","b9c66ce0fcc4441670c636fd78613858329ff4a2b94b8b6cbed34361e531820e"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386111",20260807,"SRA850958_SRS4386111__20260807__sct.rds",4457903,"088f0a8c73928e98da90f7f4a876d05187b4d22ce9ca5073ce4d319abcbce2f6","26529142a7e0c2c38c0dd7d286c59dfeab30f02a657c2131844b4ef3294b1204"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386112",20260807,"SRA850958_SRS4386112__20260807__sct.rds",4352337,"607c19ad95689aab9308e0fa3f5ed859f47430ea6eb8dc4109e09d5cd67a1049","82f9ef03f3ae3127aa31c68733730c5cb892e82470005097297285c6841bb314"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386113",20260807,"SRA850958_SRS4386113__20260807__sct.rds",4129397,"9b91f9672027f726718a303008649a30f65808f18d0bee2dcdcdc6f9151d3a38","4da94b93ada3cb97450733ccf094dab27b7c64df8a4638f2b845aa2420b65c59"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279684",20260808,"SRA701877_SRS3279684__20260808__sct.rds",8356853,"9937329ce28bbde83630294306afc8074558f21ceaa0ee508e8b5dce8448c1c9","e3b5037a7e2912b9993d594aac3bce38f5fca6d1ff1dbf10e9e08b8c37186f4c"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279685",20260808,"SRA701877_SRS3279685__20260808__sct.rds",8561027,"cc879d15889b35066b4c40532ef6f06677b8b95dd096a6c8728ee4f91e888ee9","a9917ca4850c58e095127e24f249492ccd9a0a95cc3dc5f06a06c487154315f7"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279686",20260808,"SRA701877_SRS3279686__20260808__sct.rds",10456940,"6ad8f92ceca170273b4fa4970423370d8d288af87d24c68a6114ff22a7747b41","410f3db311ba6413f241f978f3bbf5614b938247e372ee02355ecac0a95e8f37"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279687",20260808,"SRA701877_SRS3279687__20260808__sct.rds",11214378,"6dec711dcb9607032243e4a3e561441a37a7ef0a8fa2bf99fcdd4542f53edb45","5635587de0bf4003ceb32886ed702895ecb34d21d9c5a07d507762bb5529dfcd"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279688",20260808,"SRA701877_SRS3279688__20260808__sct.rds",7283840,"a8eb15460943f61c7882f63fa7fb03ce94dc8604d65b4724e6d4208d21a3f72d","60d57b797474c041466e63efa0b70698dd3a2abda4b9e78ce12e086476c26407"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279689",20260808,"SRA701877_SRS3279689__20260808__sct.rds",11514673,"c0a0179f623fe6cf878512077e8562ca13c68dcc089472a7ae341e3a00ec0fdd","15b875d3d012637bcf548eacb8e06bebfbb54d37c29d34fa03ddcf67f549d111"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279690",20260808,"SRA701877_SRS3279690__20260808__sct.rds",10671899,"9e2496de8fa19fb7b73201e6a2e97b44859b141c4e51dfb6eb395c0149b8a0c0","e3e139e18f3159d3f4c05f34298061ce13fa42bf75c37bad87204a79631f41cb"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279691",20260808,"SRA701877_SRS3279691__20260808__sct.rds",9490979,"56c1158aa081f34c5c3fa01ff1a2973f4c5cf8be049b79d633441fb2ccd9c894","43b896e01946f7073f846f5b4a0253fa27cfd3d4d78e5496b5aed58ed29100e3"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279692",20260808,"SRA701877_SRS3279692__20260808__sct.rds",10448230,"551c35f24a275a8696dc91a674dc2dfe43fb6ddc18aebab197f63bc21df16518","b5dbf4d238ec40e6ebbafd79ca212d5ee09044aae94c120f99507328460c7961"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279693",20260808,"SRA701877_SRS3279693__20260808__sct.rds",8793269,"5e794ae3ee1d34c90da2fd7bd3c2c4bc240f9644c184a0b8d59825ff0aebce1c","05699757b43ac77d08ec7edc5167af84ea11b929b04b68ab5dfa57deebe42556"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279694",20260808,"SRA701877_SRS3279694__20260808__sct.rds",6422418,"ee8fb5b38d013228dc5c7e76112453035081b635c33b874ba0525834c29f6e06","80544331cbe38d8e25d4bdcf50569f69496de6d116ac16f1612d054996b7414b"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279695",20260808,"SRA701877_SRS3279695__20260808__sct.rds",9194916,"e1fb8eac51ccefc79038b7dc9fb5d73897707383bf27da08b5b222fa0d080816","13d6d9d1c677f0723b7863f5c026c473bfcfe479047548e64f192c5cc086ad2e"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565195",20260808,"SRA742961_SRS3565195__20260808__sct.rds",5895342,"3e11e24077880584b9c4b6dc18cfdf8db7b0021f682aef3a35cc714005720551","f3b9627fe362f7ccd92232fe1767122fce07edf94b249528c851618d9250d8c3"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565196",20260808,"SRA742961_SRS3565196__20260808__sct.rds",6340697,"cb08084f6d96189e2db092c5883d1d2ef038df259521c5ed1ad79a4ccb75a1de","a7c62bbccf9dcb15d0e2159533d90837659e724dbc667d87589e26331752fd66"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565197",20260808,"SRA742961_SRS3565197__20260808__sct.rds",5565375,"9c0e3c817112adac26045bad4c250f78249d77016758422c0b8446b3b878dd45","3c3e870cf8665e20d6080883f62a430c12ad13413c66b75278199fe42f07496b"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565198",20260808,"SRA742961_SRS3565198__20260808__sct.rds",5527694,"dbe11de2926460a3119c15e61b509665d8e98e5093ae293cc96a064c2f579266","01bf45e9923cd678f7569e461efa3f4c18dea51669518faf9fd0f5da0eca96ee"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565199",20260808,"SRA742961_SRS3565199__20260808__sct.rds",4876325,"8e7e3be2acc0e99039c43c66ed329f6747b95ce2331f9bf080f3555c2e069d0b","9a7db2f5cab69e093a188b314457c5da9bb7d34ff832fb5a89243182e8ffe868"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565201",20260808,"SRA742961_SRS3565201__20260808__sct.rds",5585697,"4e76c74faf5b48168370423e377e9898c0fa2d7d14ae6855a973e0a3028a8e67","51e793cc530ff2b25875ba4f1edea0025c45906d72e461cde73e75ce819424be"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565202",20260808,"SRA742961_SRS3565202__20260808__sct.rds",6141663,"40af63cac03736faaf65db477c91b21c45c54b6194cd861df78890cbff9e2a04","0318a1a2e97ae8dff6a85deaf1959d625805698f007b380b5e0655115c0f1211"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565203",20260808,"SRA742961_SRS3565203__20260808__sct.rds",7320896,"5d97e6726277ad06d49cf91f7cf0189575683c8ffc42dcff8bbab4684403807b","3006e4c821f27af90bcb3164e7d8f5385107a4c79f7f1d10d4f3e35e3e0697d2"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565204",20260808,"SRA742961_SRS3565204__20260808__sct.rds",6264947,"224b24ca2e10d5d5cc7836051ae71d6a163d62c4999c407025d7606176d61e51","d6ff6effabf06fe07d3b3d71f975214b3e1ebe168ecc3b5d4502629212054ad5"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565205",20260808,"SRA742961_SRS3565205__20260808__sct.rds",6715168,"955de6d9deb2e5d550d18f3d8d8d418673c1a8149417a8e2b90cd2be54b8d513","91169ad85770c66f157d6794d511a5cc171be4d5299e3cdac41a3af377619d8b"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565206",20260808,"SRA742961_SRS3565206__20260808__sct.rds",4605223,"bddff6ccf60073071234b6c7a95a5eac02d0411404e64b208a98a88da071de5f","949529f889b348161521395f502f362bdc3870a95654c0dd705905244adabc42"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565207",20260808,"SRA742961_SRS3565207__20260808__sct.rds",6749429,"6ffe0a19af28595e04b563581768b770c1a4ea60048491713aff39c9e8e8792a","2b0a60c15d0cab83398787a7435d3802bf87f2c8b9094d5e5424b5595a5a3d02"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565208",20260808,"SRA742961_SRS3565208__20260808__sct.rds",4548747,"7fb15a4159d0638c5115d1d9234552e752ae6ce0924873305e4a292903e6566c","001fbf0c6bc4f132bd01ffc030d2094af5ce26368dab17b18792149305316f48"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565209",20260808,"SRA742961_SRS3565209__20260808__sct.rds",5559133,"8c08ec2e661f51c58deb72930a17749f5af3a8be40c7ce3ff0fe2b62d511470e","b70451e4a9c7a4a519a0092f7e32938c8f821e513a0879e45285fd6fd031a2dd"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565210",20260808,"SRA742961_SRS3565210__20260808__sct.rds",7292375,"4501dcc79c687db2cb6754cfeedb3694fcab695e4351574aa6500323d206b5e1","21014527bf3faa2448eeba5ec6a6d170966cccb4ae5024fe3a770b2766b46aec"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565211",20260808,"SRA742961_SRS3565211__20260808__sct.rds",7077089,"349a1d40f769b1fd17e7d1464f738f208bdc09d1d4dd93b27baa5898921e483f","bac21a9dd575a864aa69df951ae33d967ad531c309388334655b3e93b65542d1"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386101",20260808,"SRA850958_SRS4386101__20260808__sct.rds",3610767,"e43b99d1fad02bee6c49c8a8c6783fbb18f21dd177e39c84e21f1af14e27cbf1","9c9e974faef3fa20cb7a18ea7946b0c5a79d202d55ba579ff54cba7e4da817cb"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386109",20260808,"SRA850958_SRS4386109__20260808__sct.rds",4435051,"df64a29a1b04fa7231488004ddb5ae850281ee20ef98ff4366eb769cf90553a5","e58c51585e58e826eb64e8389b3b42f705dd431eddc8b4f15a2fbc4fbb737328"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386110",20260808,"SRA850958_SRS4386110__20260808__sct.rds",4750103,"97cae60a979a0e761287c0eee81704be91a7bb727f1d60e219a02a04c5c1d0c1","bd4b07fff7a1e9ed3ac438163324b12deb9e8731ddbcca6d496dc0fe1630e678"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386111",20260808,"SRA850958_SRS4386111__20260808__sct.rds",4528326,"2797710d084ec55794658bffd1711d443cbba64ead6521130bb5ccb0430c3098","e40c0e641282c180d96cdaf1290bc54e1b83741a0edb25d10aaf8cf2fd8de7a7"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386112",20260808,"SRA850958_SRS4386112__20260808__sct.rds",4310800,"380163aefb24881132c086bc4f3fe292c1fbb6529c1667dadc8aa6b8ea1290de","4571dd7416dd8a924b28481a3961c2b4674601fbcb812333d48f26b435897d0b"
"mv07f_cache_manifest_v1","sct","SRA850958_SRS4386113",20260808,"SRA850958_SRS4386113__20260808__sct.rds",4019983,"42706094f05b0927f09e156ce6cb00327b1c64fbf709d71a65d5c0aba2b59427","edff70ccafa5f340bd6c1804f4cde728b474121d1e36116870c17f564cd24e29"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279684",20260809,"SRA701877_SRS3279684__20260809__sct.rds",8499814,"aa4a3d5a7ab75177976b0a50f3856f570bd4c0921e73f1154f16e0e8f451c14d","9493829b7920b996827ad51fbbb88788e2c944a4ea01d35c63aafdde97b8f11d"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279685",20260809,"SRA701877_SRS3279685__20260809__sct.rds",8810689,"12d3489ccf47c2515c2dd09ba503383162e23a9d15b3b463777ebf73229a347b","c1b4510c6681e5c98697ddcb09beb1d8e324016e96059be61df1be0ae3694204"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279686",20260809,"SRA701877_SRS3279686__20260809__sct.rds",10178418,"0d1952192efb8533b5db23b7b830a371c7def62f1130f49ce6a1eb33f9ae5e75","8cb729246cdbe1abb97e359ec97a70af02bea050d675d1743990da7ce7dca02b"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279687",20260809,"SRA701877_SRS3279687__20260809__sct.rds",11103180,"16f6849eae8e6931fd80302e387eae8ab67050c02cda05c1a127b1eb54b82201","c3ef3ea745360150ecdbd0f888ca12663849b9b1435cdc65f90d060120c7177a"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279688",20260809,"SRA701877_SRS3279688__20260809__sct.rds",7274884,"60858a0aeb130e042fc54dc8045fd89b43751d8f13db01c805b43a7199cd19ef","8310b8be12d4af2d4ab3f57635e8d6b41c0f6923af410f24caa295174fab0e9c"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279689",20260809,"SRA701877_SRS3279689__20260809__sct.rds",11834170,"763e52b6ac2f5ae48e1f7f0108f85d255e9ecee8ea288944671e59174b79d612","6b35dee417073409f25751e6c8077f1ecf347f78ee3b95cf647f436f06a2c812"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279690",20260809,"SRA701877_SRS3279690__20260809__sct.rds",10268155,"d24a269a4f94b97770895879fd184eb160dd51fbfaff7b44e90b0b08f5afb33b","7de8f5d8cb9faf6fde40eb3e613b9e6181a7094bf133c4a738803b5b24684731"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279691",20260809,"SRA701877_SRS3279691__20260809__sct.rds",8976886,"5a53610ed22f097aa8e1f227ec029919f85e72d6a8ffc8a4da352459791f58a7","efbdd0fda6920e43b3bc8304d26d195ede56d9bcdd519d13585687547710ee6c"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279692",20260809,"SRA701877_SRS3279692__20260809__sct.rds",11014756,"4306a6c174adfc24495b2d6661cd64f90ddb5285e92484d2d594bdb96221af78","a44f8361722ae0c4d21dd36f7726e88f8736cb5d5a63976dfd690b5a07a5e4aa"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279693",20260809,"SRA701877_SRS3279693__20260809__sct.rds",8734837,"5edac18700c04001a54fceb5ad275bd5fc0cf9313f9b9c2fa06e511a796fbe9e","2c92b2f374fe9b2d3a07cfb1e882be08748e37fb7d87270773964dda947a9d37"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279694",20260809,"SRA701877_SRS3279694__20260809__sct.rds",6500083,"4486ad89984b0f0dc1e6ac9c87cceaa4c00e0a1c21291e87d1dd6af0da3fd810","f1f4eca44bdcdaa26616debc5dd136884b607b2455891f7bec1f16e41d59b8a1"
"mv07f_cache_manifest_v1","sct","SRA701877_SRS3279695",20260809,"SRA701877_SRS3279695__20260809__sct.rds",9015976,"dfcb7e60d52b19d2339c4ce9434825a26004f69e446eef322089043b14050332","d251aad8cb1a73ff0affd6f15bc4d35ba3e1970403b7a8b50e3b946f529169b1"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565195",20260809,"SRA742961_SRS3565195__20260809__sct.rds",5668977,"d14166d8b1f91669b32928d88568e857a3e3f38333b2a0d84d90737c87add79c","29859e504a70376b2bf87c6dc1858a30f807e526293c378ae8b67969a08116b7"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565196",20260809,"SRA742961_SRS3565196__20260809__sct.rds",6455312,"7cbf77d16b7adb8c263789d393edf09c67b5255bfc861e1c98e92381276930ca","1aaf643f6dbf28704b1e38bdcedc346fcf77d3adea8f70ca349627603908a14b"
"mv07f_cache_manifest_v1","sct","SRA742961_SRS3565197",20260809,"SRA742961_SRS3565197__20260809__sct.rds",5674406,"0cc1700e3ee93175f12382edde4930f45e7fe713fb59eb7b232291ccc13899ab","1148873eb5522f80b89520112737ce2ca33e30e394661d8d8db32d71d6106d9a"
