"evaluation_unit_id","execution_order","endpoint_id","population_id","label_axis","stack_id","homology_dimension","method_id","method_role","selected_k","metric_id","seed_mean","seed_median","seed_minimum","seed_maximum","seed_jackknife_se","completed_seeds","expected_seeds","status","representation_label","method_label","metric_label","endpoint_label","inference_performed","ranking_performed","biological_claim"
"mv10p_outcome_v1:65fb8fabecc15ae8fb57fb117a3419ff3c82c5edeba81c7d5a68867d75213750",59,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"adjusted_rand_index",0.00557885602673451,0.00692171783777165,0.00212578279835329,0.00692171783777165,0.000939807494888777,5,5,"completed","Historical selected-fit data","Single linkage (diagnostic)","Adjusted Rand index","Full 124: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:023ba4bf6945ca032431695cb185ee8c976e99330588908b75664b7372328936",60,"full124_descriptive__tissue","full124_descriptive","tissue","existing_selectedfit_data_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"normalized_mutual_information_max",0.0212870456394428,0.0225645346431152,0.0192662504790659,0.0225645346431152,0.000782997523563057,5,5,"completed","Historical selected-fit data","Single linkage (diagnostic)","Normalized mutual information","Full 124: tissue",FALSE,FALSE,FALSE
"mv10p_outcome_v1:6f5a9d6e27225ed4ef8837687ea2aa74e787d09ff3fef99078f1ddd36a95560a",61,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.0626396275856312,0.0631840769521659,0.0595149078790732,0.0667723961069696,0.00129903342691709,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:68640406345ca91e4fd20b8108bebb274c11a1c4910ca060c8121791cbf18d53",62,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.139327728970972,0.140413256058742,0.136751554048893,0.140659392167136,0.000776786553408763,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:7c7804bddf412fe0cdb29f390d952ace31e006b91c878accb42123b2e21c3e17",63,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.0602195175557168,0.0602195175557168,0.0602195175557168,0.0602195175557168,0,5,5,"completed","All-QC SCT data","Average linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:9806b6712e42489a7f72efae28a33052100517e121fa45a8d703ac7b556c4d8e",64,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.140413256058742,0.140413256058742,0.140413256058742,0.140413256058742,0,5,5,"completed","All-QC SCT data","Average linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:412d39e54cf78f2cbfff1a4ae2499850c25354fe8bea32f79999104cb70fa881",65,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","hclust_complete_v1","sensitivity",2,"adjusted_rand_index",0.0647509737460308,0.0658138772544472,0.0602195175557168,0.0695775983827465,0.00194376731075919,5,5,"completed","All-QC SCT data","Complete linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:15babaaf46483db32a74594642f2b9069e69eccedb4aecf48dd491c916d27de9",66,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","hclust_complete_v1","sensitivity",2,"normalized_mutual_information_max",0.144055627192732,0.140413256058742,0.140022076683943,0.155050976926706,0.00286186366415044,5,5,"completed","All-QC SCT data","Complete linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:85ffefae07f64dcd8affdfb7b24083197f3a11f244d3b20b1d719d00c306ab1e",67,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"adjusted_rand_index",0.0627432368823666,0.0635072394342304,0.0584439760295045,0.0667723961069696,0.00151312243104214,5,5,"completed","All-QC SCT data","DIANA","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:61bf7c74c5a9bfbc7bb50c0d948b797310d53fcc53405a21b451247d097bb134",68,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"normalized_mutual_information_max",0.140591293173062,0.14051783728536,0.136751554048893,0.143757153675856,0.00113268872351863,5,5,"completed","All-QC SCT data","DIANA","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:16f79907d3a36dd216bec147c8245940bd26283cea23e3ead07240a2c4066fe6",69,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"adjusted_rand_index",0.00846229755262948,0.00846229755262948,0.00846229755262948,0.00846229755262948,0,5,5,"completed","All-QC SCT data","Single linkage (diagnostic)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:757a3e3cf6b8808391fa55cff8e1541245566260887133875c5ab4d1bef264b9",70,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"normalized_mutual_information_max",0.0436672020405922,0.0436672020405922,0.0436672020405922,0.0436672020405922,0,5,5,"completed","All-QC SCT data","Single linkage (diagnostic)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:c5d2ccc019d99aac8b8b5e4293d3ee0ed74fbe66f04ba66e1c913669020eea3b",71,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.124031200779912,0.124994199474268,0.110531704034004,0.140425576177964,0.00521944865924312,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:c1887dc78ceb4a62bfa17908202f7c1aa0ee7625d1f6becd33d12fa7aaba30e3",72,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.240544016238027,0.242169044811493,0.23058600507985,0.247227438462938,0.00276575632378118,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:a9452b2ae2c801ce8f1044a7ddac658d6f3d995492bde63678f545a5b63e897a",73,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","hclust_average_v1","sensitivity",3,"adjusted_rand_index",0.0862359407200656,0.0889519772163942,0.058351217245103,0.105140908929884,0.00762645059924057,5,5,"completed","All-QC SCT data","Average linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:d93bf6d546f0229030770001005e37455e924d60a8fd2062ad32da55fd4c27c9",74,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","hclust_average_v1","sensitivity",3,"normalized_mutual_information_max",0.193869596201158,0.195242605817189,0.175326628739136,0.211606398040752,0.00581635247881003,5,5,"completed","All-QC SCT data","Average linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:eb201ae84f21b93dd3d2cb2aca835d88deb68ef8a0d3972b7a4050733d448b01",75,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","hclust_complete_v1","sensitivity",3,"adjusted_rand_index",0.0641968280381966,0.0553722900361514,0.0472297099294291,0.0998936312433519,0.00937213207433241,5,5,"completed","All-QC SCT data","Complete linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:913d9249717ba7092e5baaf07d24973f699038f16132440563a24ef5861018b6",76,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","hclust_complete_v1","sensitivity",3,"normalized_mutual_information_max",0.174578561517474,0.176618785340547,0.153569210618347,0.208750646502156,0.00980072583186269,5,5,"completed","All-QC SCT data","Complete linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:9f650b2aed6a24126eabf43ef6bc975ca1d5321b27e701a214da1e4c5315b8d1",77,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"adjusted_rand_index",0.0627985971641261,0.0616966357987012,0.0579602865954569,0.0718332891118589,0.00241393466105445,5,5,"completed","All-QC SCT data","DIANA","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:ec932f156444a205bf27427baf58ac1c706a595c435388bfb6917c3d0967c8e0",78,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"normalized_mutual_information_max",0.180876265433695,0.17965268144347,0.175530681079969,0.190795287352403,0.00266374702445065,5,5,"completed","All-QC SCT data","DIANA","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:dcf271bf34c13924e53027bad2d4d4101533ce743054c79e03133edc53cc188e",79,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"adjusted_rand_index",0.0036004640844284,0.00460740690398402,0.00194197002868972,0.00460740690398402,0.000618399510182784,5,5,"completed","All-QC SCT data","Single linkage (diagnostic)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:4cffb259b3808ee430410927c4c244db6c39837d8bc7b595882df19f51639e91",80,"full124_descriptive__study","full124_descriptive","study","allqc_data_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"normalized_mutual_information_max",0.0210197842832632,0.0234668717461039,0.0170385533880542,0.0234668717461039,0.00150174435623043,5,5,"completed","All-QC SCT data","Single linkage (diagnostic)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:4b4df675ca873c8e7f48a335130563ce3f6d3f2c64df107a58eac70478e324c3",81,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.0608807096572773,0.0612568294208103,0.0583798927314078,0.0628149420626393,0.000727333476724604,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:71d56eb14712e0019baa43b2a487dcee8073fca3722c05dc5a353bd9e384e0f3",82,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.131960215444627,0.130278666875578,0.128879046916507,0.138098753601199,0.00169141000948013,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:810d8cb3ff3b435b873bec9d43349e023624ce4cbc466cc309287be27e3b5ba7",83,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.0576927592712801,0.0597172859256793,0.0531095656874856,0.062307861500033,0.0019208554219052,5,5,"completed","All-QC Pearson residual (primary)","Average linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:9ccf6c463456065f55e174a5058e25360b6d734db46d5019ae2881b9f10f571b",84,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.137273525240713,0.137465126999479,0.131448707028544,0.145591829088254,0.00271058862752439,5,5,"completed","All-QC Pearson residual (primary)","Average linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:ba2a746f483f05e6349cffb3913dd6ebaffc299ce02671e5e1b3acb2bae9bd0e",85,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","hclust_complete_v1","sensitivity",2,"adjusted_rand_index",0.063893475629926,0.0602195175557168,0.0531095656874856,0.0754810188531125,0.00406912623630193,5,5,"completed","All-QC Pearson residual (primary)","Complete linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:db6c42b5e5218f8440a9e3091060cd95d0acb9429cafdb7dbec3206387ef8a04",86,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","hclust_complete_v1","sensitivity",2,"normalized_mutual_information_max",0.144116277369033,0.140413256058742,0.131448707028544,0.169675860506662,0.00686797542946705,5,5,"completed","All-QC Pearson residual (primary)","Complete linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:006b55367f6a075ba81b5e68acfb7d90e64dd2a96cf798042d464d3c4991ef25",87,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"adjusted_rand_index",0.0620702972028545,0.062281147884575,0.0583798927314078,0.0652641503824543,0.00123912883588485,5,5,"completed","All-QC Pearson residual (primary)","DIANA","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:524a80239383effc7238af0e8e08df10e5e0449c17891aa9a09bb06343186ad9",88,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"normalized_mutual_information_max",0.13614265795272,0.138098753601199,0.131774202401298,0.13913931954531,0.00148053227583032,5,5,"completed","All-QC Pearson residual (primary)","DIANA","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:3027287debfb03bb2d78a607907c6e1bb9e3b7b9b0cb6eef309ab9e4163bf8b5",89,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"adjusted_rand_index",0.001216301499888,0.000531857311626038,0.000531857311626038,0.00286638144053319,0.000463182902854408,5,5,"completed","All-QC Pearson residual (primary)","Single linkage (diagnostic)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:b704c8ac211f3c70ad3a133c69058e3a5caa011dff863e2e3869c1f0c96739c0",90,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"normalized_mutual_information_max",0.0108137112986197,0.00798999775124115,0.00798999775124115,0.01630144653198,0.00177392249573539,5,5,"completed","All-QC Pearson residual (primary)","Single linkage (diagnostic)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:d5e1eb0f43b72078fb3319e2a119e9060935b162a62e8850a7ab923839978814",91,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.145932251172501,0.149506382602972,0.129032883351144,0.15475159788848,0.00443140939547457,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:08cc560212a06d5e50c79a85eec86eb7e3c9b91144e7cf6f26a9f2da5789a90d",92,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.253745921274996,0.252783119521685,0.245485981852784,0.259574624770046,0.00258310575184933,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:47819f5aef1cddb12023e4ed4f0476f696b12c72ee3059398efdb4b0099b8d8a",93,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","hclust_average_v1","sensitivity",3,"adjusted_rand_index",0.0773949819356245,0.0594282669069559,0.0415192067660939,0.157496454656524,0.0205646198243092,5,5,"completed","All-QC Pearson residual (primary)","Average linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:b2308652bf006d07cb9edda68c31f3abf41628a608c0ca395d43dde57eed1348",94,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","hclust_average_v1","sensitivity",3,"normalized_mutual_information_max",0.166028954830767,0.151513556253783,0.12738216804898,0.258907602912658,0.0238344126841174,5,5,"completed","All-QC Pearson residual (primary)","Average linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:cb60909c020e9f7b297d2a105049d752c5b2deb3888089892bc63e39039b2f8c",95,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","hclust_complete_v1","sensitivity",3,"adjusted_rand_index",0.123569437014346,0.129897067709761,0.105464533754159,0.141694252539491,0.00681438642921165,5,5,"completed","All-QC Pearson residual (primary)","Complete linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:8f8c0a6f9036ddaff6b55a9dd13b14742cb7f082d70e41a42dcd12e0e2cd60f7",96,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","hclust_complete_v1","sensitivity",3,"normalized_mutual_information_max",0.238728980907829,0.252451065119496,0.210690956614934,0.253582573812424,0.00907586912825973,5,5,"completed","All-QC Pearson residual (primary)","Complete linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:d84dbabeec30c4a5aa4042ae66b7b900a7f312f23a0ff2206ac0fc858ed79fac",97,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"adjusted_rand_index",0.0759163816077085,0.0718283386029113,0.0674963630300189,0.0892626499392756,0.00413424239783201,5,5,"completed","All-QC Pearson residual (primary)","DIANA","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:d1724e4990c6628b7a6a0e8ef63252307e6c35ba458c62d23820251eea4b7b8b",98,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"normalized_mutual_information_max",0.206863076427505,0.20316033976317,0.197635963675706,0.21856251014614,0.0043301688767521,5,5,"completed","All-QC Pearson residual (primary)","DIANA","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:2dcf4eaacca7db7b5257fa46a21eca635b00fc9e27a602aab57795f38269d801",99,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"adjusted_rand_index",0.0031916976154538,0.00342276829274211,0.00134965072306877,0.0047272941511599,0.000560657112843576,5,5,"completed","All-QC Pearson residual (primary)","Single linkage (diagnostic)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:e8b8a3506a5de10856446f36d3bf95fe7f2f659df1f3c99c84d8aa9f41e65433",100,"full124_descriptive__study","full124_descriptive","study","allqc_residual_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"normalized_mutual_information_max",0.0238448352438736,0.0221085654881337,0.0163014465319798,0.0340746707187925,0.00291709897667836,5,5,"completed","All-QC Pearson residual (primary)","Single linkage (diagnostic)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:37e2d7732ee5b78c855befc39f48028767fae2d43fa1b683057649acf28cf78b",101,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",0.0630932724248119,0.0635072394342304,0.0584439760295045,0.0667723961069696,0.0013331939176669,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:5f1f15842a67373380e23e11108945d6017848c0984c135ec9dc3e8fee524a3f",102,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.140310677610376,0.14051783728536,0.136751554048893,0.144470726626442,0.00133280110779073,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:65a3a1bd4a03309329a7a103903fb89858224d5f1413f946f7c0dcc688182340",103,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",0.0602195175557168,0.0602195175557168,0.0602195175557168,0.0602195175557168,0,5,5,"completed","Historical selected-fit data","Average linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:1b506d02cdb0180db8cc87c02c3596143b294c337b5edb2a1ae631fee04547ff",104,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.140413256058742,0.140413256058742,0.140413256058742,0.140413256058742,0,5,5,"completed","Historical selected-fit data","Average linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:02eafbf6a522ddf43c7ad64d150dfda30d713c83851adef06caf566adc145814",105,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","hclust_complete_v1","sensitivity",2,"adjusted_rand_index",0.0599266009628595,0.0602195175557168,0.0587549345914305,0.0602195175557168,0.000292916592857262,5,5,"completed","Historical selected-fit data","Complete linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:d49d7b66af2be19de28dea4268144f674c1067ba6ff6a2691b9ea251bbbffc92",106,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","hclust_complete_v1","sensitivity",2,"normalized_mutual_information_max",0.138321995943541,0.140413256058742,0.129956955482739,0.140413256058742,0.0020912601152006,5,5,"completed","Historical selected-fit data","Complete linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:5b55fc4874268d2e81f152c35d56d95379ca41deab5a81417569b839da3daaa8",107,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"adjusted_rand_index",0.0627432368823666,0.0635072394342304,0.0584439760295045,0.0667723961069696,0.00151312243104214,5,5,"completed","Historical selected-fit data","DIANA","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:3ab9ce6e7c15851418a740a40220f2d7430742d0c6070930891d9ef5e9574eed",108,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"normalized_mutual_information_max",0.140591293173062,0.14051783728536,0.136751554048893,0.143757153675856,0.00113268872351863,5,5,"completed","Historical selected-fit data","DIANA","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:af0320b9270eacfdad05c0c5d342e4f232a82d65d7461d177b0112b063392c38",109,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"adjusted_rand_index",0.00709374886690932,0.00846229755262948,0.0016195541240287,0.00846229755262948,0.00136854868572016,5,5,"completed","Historical selected-fit data","Single linkage (diagnostic)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:b4974809c16638845c0ff19a7ae14791f002792eb1511099c56972c228c54f3e",110,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"normalized_mutual_information_max",0.0381940509388698,0.0436672020405922,0.01630144653198,0.0436672020405922,0.00547315110172244,5,5,"completed","Historical selected-fit data","Single linkage (diagnostic)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:79940dda7c16a99e70c0f941bd65e37fa0016a6435ef389915a7c4a1638c9bfa",111,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.119982932879832,0.12021105558935,0.099406251645151,0.149290447298399,0.00837430924630195,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:3328a2b0954b687ff065f091c09a77c1def9ee4ee504b15a09ca19157ab27a3e",112,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.237305064260409,0.236155804350378,0.225421802393054,0.251762164040497,0.00445770635585907,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:8e50989fe269ddb327a3de5ec45abe2c6471a326425002726ee58f86cfa89c1b",113,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","hclust_average_v1","sensitivity",3,"adjusted_rand_index",0.0753913131610832,0.0811072410236471,0.0454806855342867,0.0944523716202581,0.00895085599619856,5,5,"completed","Historical selected-fit data","Average linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:e0661693292cac562a63ec8234679843959e118e80ad18e11213c1af37e23d73",114,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","hclust_average_v1","sensitivity",3,"normalized_mutual_information_max",0.182692281476933,0.194191166531854,0.155838804950078,0.195242605817189,0.00788231743675451,5,5,"completed","Historical selected-fit data","Average linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:a43bd1611530939b705cb4356091219438555be606515f3b2c76a8c4565491f1",115,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","hclust_complete_v1","sensitivity",3,"adjusted_rand_index",0.0728829697499244,0.053427730788661,0.0472297099294291,0.153902425354733,0.0203230604564582,5,5,"completed","Historical selected-fit data","Complete linkage","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:bf599aced4b0d75505413301035a7e67ed739d0b604764c55c5d124a5b7cb1ab",116,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","hclust_complete_v1","sensitivity",3,"normalized_mutual_information_max",0.189624934510895,0.176780980802886,0.157173184323433,0.272554776490994,0.0210925024655036,5,5,"completed","Historical selected-fit data","Complete linkage","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:e7b73a7b465efc25b8d74213d44c522f8e185a56d5b9e802ec903ecb2a04e241",117,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"adjusted_rand_index",0.0627215127296199,0.063002426007078,0.0595923713728453,0.0661892227641049,0.00107494577987195,5,5,"completed","Historical selected-fit data","DIANA","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:cd91930ac0b75d294f00b057e34429a98f24e420ae80d51317f0100838d807cc",118,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"normalized_mutual_information_max",0.179120052603235,0.179505176888255,0.177221341293857,0.181704698819176,0.000815148152107824,5,5,"completed","Historical selected-fit data","DIANA","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:1547d31c611ca8feb02246c3f5d4de484632bd865173754b5f1a1880536bdb1e",119,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"adjusted_rand_index",0.00235659354262439,0.00253428933431068,0.00194197002868972,0.00253428933431068,0.000118463861124192,5,5,"completed","Historical selected-fit data","Single linkage (diagnostic)","Adjusted Rand index","Full 124: study",FALSE,FALSE,FALSE
