"contract_id","group_id","fold_id","seed","execution_order","training_biological_pairs","training_component_rows","query_biological_pairs","query_ranking_rows","training_distances_sha256","scales_sha256","rankings_sha256","metrics_sha256","status_sha256","group_bytes","outcome_label_state","biological_outcomes_computed"
"mv06g_complete_group_inventory_v1","mv06f_group_v1:72b53f6e0ccff94d9f8001599e1f0b63e3899733f72abd2a0ae993a4aa728f92","large_loso_v1:SRA740174",20260806,42,3655,14620,344,3096,"ce1493caaadc663c338718d9235f9e0c7667baa83adb444f38cd79b3242b80fc","34bc009d045761885ebc855682c42f62fa8253f22a2c9009a223d10332bc83eb","0f6458090ccb50c9b8e53a3ec47b87ca341c2554f0682ba4cbd8379f9045f973","e480f751070ab7a41b28f7e94fdc2b79733f29ab669a5a9b9fb2c281295603ef","cf8e45a8337e61fca5bfd3d6fabf419ac74866d53c76eabc3fc7b669ed3528b2",7087594,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:d3aca232b73eac7590da85aca6ed36bbaa8cb555c51a2af05b1b6b2711f016fb","large_loso_v1:SRA740174",20260807,43,3655,14620,344,3096,"d0680aa4c9c3bbff3575d912255dacf92d81bf7bc90f7b88b185a7fbf5e2ec3c","d306f1710c9a939e335d2565c3b04e0ac69120ed3dd633b3d3086ce083ae227f","b296e59586ea31bfd591635f70072d16024462ad9789d1088459924dbed1c3a4","dff1842d94af8be7db36673d171e81966a74f61655195c217b6473342acc4f9f","a5f948fe50573cc006e351e4b982dc38bfcd9e5e91d9ece5729a9c8d8b8d5cdc",7087613,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:0c65f3e6ca263a121de390bfa47bfaedc051687a0b4d8632d1f5de0bf24b0c27","large_loso_v1:SRA740174",20260808,44,3655,14620,344,3096,"8edb538731c75a5ab22a959996ff71bc99412acbda7ecbc61dc26f670f79472b","9d7dd39a4c13d550075f68d28a9bffd62782b2b10a422f766e604d667d796b35","c53eea38707a2bbe8b8314525b674407723a02184a3b35adb466857972a0cae1","7f8b3cf542c02dbbcd7d92f322ef53646b9963ab9a65a6a7beac6ba22e332493","4384eacbb4053fc6326fa49b71ddc8478e7855380fee80913ead41544194b0cb",7087109,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:9722d70aa65c60ce06d827661afae22ca2c6afd162f76211a329575a4538d33a","large_loso_v1:SRA740174",20260809,45,3655,14620,344,3096,"a630db3f48106c953203c0aa136cf03d75844f6f2f5542a269aa51cd518a78e2","68558941ce12948c6333cdff0da767ba65cbc828acddd0b6428c557b2c00c73d","78029aaa3c45b657304449f8e717767346f6b7ee01cbf9d03bfaafc48f6e2841","a8e904c4f0937b7091c3d6bbacf147ad1dc9673168c2b3d5894fc9526157080b","ec94914dcb6d2798e0d101660a4fc65bfa10a4ac913b109f9fe8cd3f4b2d1218",7087612,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:6890cbf2d67487dad1516f5ef4d3e8620e6da73cfdb37bbad27e7fa0f7f2b64d","large_loso_v1:SRA749327",20260805,46,3655,14620,344,3096,"622c0bff87b4b212c66e7233077ddf001dd15e549146cd686d6dd657b5cba0d8","60e2e5967ce19fb503480689e49fbae6eb9e4f82c621feaf98b6d415d9e46bd4","6b56942d2a2bbbe7f723922e63c48ad4514164e2d77a6186bbda3e347b29ab41","d162a851a4c069b79da1d6aeac40ca75a579c403d63ae5597b7798979a1accdc","636c49f2d7df47b09405517e62f9b161bdb4bf0e0d5098b5e5ff4e7aa3deb938",7086859,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:feb1d3ce88f5a474c58f20177f96e7f850b252d2098154e139f88ce674094444","large_loso_v1:SRA749327",20260806,47,3655,14620,344,3096,"bdd8f5c2c8b9695b3d13538b5dcb639678eec9eeb30ceadf5ceabac0b2250a76","e538f509b000609346cdb5fd6b427fd92724a2db1e3891c341e91bc7d1af5486","a7365249c2f47901d278232149cc74eb088aaadd22175e768b369d18328e43be","5fefd11c169eb84a5f9474a7852f549e017b0920817f0e197677e6163232038a","b54f7bd0f98f5b61755a46f1f82246c695b9949920eacd85cb5bb6383ea78214",7087054,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:2734ab2f32b3459bc66508c10d7583fac02ce0425b342d73efe7f3f4f4b4aa68","large_loso_v1:SRA749327",20260807,48,3655,14620,344,3096,"c4bed9d66aad0bc6acc65052e3794841554590d5b54efe06ea93b8b78842257d","3fc2c84fa3f4e8dce76316ddd9d41ce67230996ed5306f30e68fe044ec279eb6","8dba95a1d29fb06e720239388b137b8162e69fa8a3097772b905b553b101ffe9","1ca5aa88c8b4c0bc7d3c50e3ad07d6a18e84ffed6a8ee3fef684ea7a5b5229ec","e3a24913e5958f4bdd56dfabb0f4b74c9fb037ed6c553b233e975802a692659c",7086912,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:2c78a35b51ec2615beb82313010a9d9489057c3a225aa923f16e3228468dd8ae","large_loso_v1:SRA749327",20260808,49,3655,14620,344,3096,"814288982710156f4eee311e552c0264b7c7250ba2e6028325840aca517fa5a0","491e356ada4d8b8ed51d549447d70853b8749c42f92df423802ab4b8c1186362","38335f5a2996c5f383f1d9cde9ec062c8efd61b6b594fce80d3eebb8fbdc57f1","0d9babab10842fab80644fb400ab1429a1de3ef82dce59798ba5f9973d5e94d1","eca0744be24fd8baaf5314cae1d0f7b76caee5c26478865dfb3b67c95d22f14f",7086683,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:fbca3ade46a2dd671380df8e7fb07714bab96d9c8c8a9e0c9a579422ee8ec53c","large_loso_v1:SRA749327",20260809,50,3655,14620,344,3096,"536611c39000fac19c9adb66fd1dfe295d7b40fb3985b268663b963946497ba5","a10e5460117ad5c77693b018c97f58b6c22489d9170c069d3e9343ab4be0e1af","90d6ef3cc6bf0a15fbabc545d01e8664165f9c158cd9a587d8552658f492d643","ed79453e355050ede26f38752f817bb23ac9e86f4e85ef97a9e908c89ca57393","dab84254b2be3840ec99943edfe20def2c9bdfccfb3f809aa58eeaad3b174e50",7087388,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:e1a65ad83356a04ea2dd1bff442eff5fc682ce4897045040aac220e3ec0dcbe0","large_loso_v1:SRA784242",20260805,51,3655,14620,344,3096,"678de9e98db29dccab52be3fc1590122dda85cc8ac6e2f7e25e3bbe4708c6886","20052222009d53240f0a4a5384b93c064fe162367c34d89a304cf2a25ad9c196","05b30bfc9063a2209225f8dbe22cefb62e38f66f98cba631b6f87e1d0a22d658","1f050e1d0c5f2084ac83aa824d19effbbf83d343c365925e10590dd270b5d708","033fd69ff10454bf13c37032426ff8f002ef7048948ad1af28c6d8ed81fcb2a1",7087041,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:decdd91d6aa94de71f4716651259b472a2a02d1143c6d51510d1e1803ca7cfc8","large_loso_v1:SRA784242",20260806,52,3655,14620,344,3096,"34a5686f405b097f723824456c3d104adb9b70dfcfb96652e41ee15c233358e6","bbefc1c47df4328926bc6540934c1c23dfca262e6c1ec2a6d9e11b2085ee2de7","97048e51873de823ea8dc0c0d4e111a40510f220771abdf28f386c47b9ffe253","45646d88735590a6da8c07bd14434d4da9bb604b3a02eb2e1e56d2ce86120f4f","ec68bed6390c4050cbb8ff8ed8f76997bf93269c7480b798223a1d33543b0cd2",7087212,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:fd89439b152e8788780776a6f491f20ad5cc8e695711224d8309ad92615d4f61","large_loso_v1:SRA784242",20260807,53,3655,14620,344,3096,"cfa266a5df207919a23bb2254d83ca33345ebc12ce7d769a549f163e6e792620","8580bf7811df8a0740e80fcf700c79b5fee0d115f044fb09817832df960ae3fc","aa56e0dfc9411781f434d9fb7de1e653356fa48280b2cd7b3ac312f9ece23e2b","b8644f8ecc9073d08d6a2e8cc2f94cab7f0df68e19c08e325a9ccb7a2d67227e","41330b09e58bf230d651ef4e09a02fb8185600453fed357145ce76c54529cfd3",7087029,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:17bbb301c021120de90a2c3d676bcfeae639ab4348df09976064649e75aa25f1","large_loso_v1:SRA784242",20260808,54,3655,14620,344,3096,"0dbca0913a020590dfda6fdf85041d0dfd118eb2a446118808430ff938dba24d","543f219b64b93aca2d26c77a87d7afc19e5b735d639b1ea5caed7075a38af35e","a38ad04b1e62a8bc5f81a7e085c0ee5cf902bbf0d78e723c8e735af8ad71a4c0","d377d98d0601c30b44d09a494421da8bc3c2af49e214ff7f4191f5ad2244fd1a","c3b85332e82a531fb10952a80c4f2fa433237977b6c6a91ad7b20fb0ae98e341",7086953,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:8a1c1fd1ec6c38fff930224001e8780cb6a3f77aa66359987eeb8b7e7b8dc7a6","large_loso_v1:SRA784242",20260809,55,3655,14620,344,3096,"059790e2dcf6bf4a93452e836be453739018c337ec6dab1edf8508b0dcbcc74c","33d8058741f79995e077c3d3f148828f04a6c873eb09574f442a2658c36ff5d7","74cd29bf74fcbf00c55dace9b5f625fc5573da97de513d83480f60c6d810e5f9","df2d0465a32b4bed64965ed890cc204a04d8b4a4da346cec0d6f5116ee80b4f0","9310bb47f2e90e68133e703abe9704016c9dd5600975a99686c2027f2dfc242e",7087403,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:7c19ff1e3d0cc1f6840e8dc812b71fe9aa67efc7dcfe7452f3b7d9e5ee2002d2","large_loso_v1:SRA621638",20260805,56,3828,15312,176,1584,"cfb517fea43c55076a8f656ac70ca196087073ca57b5c5cf45af10c351d49e42","72d25a96b3bbf6bfc9304e93a611817e86007a11ad6b1239a19a3ba90dc814f3","08632c4f1bc23d32797d2f34d40fd93a9e9fa8737cfc2997329a4759d8535948","38ff998e945279a85cb220002b443ffe3056e0dd5b20e75f7d65a81d5f278821","352cb12bd941bae295e6dbea9b005a7a90f4ab54fa5b780419a478a59444dc2b",6902837,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:7dbadc56fbd61636fcb998ad170213953cc29b6852148b25b739630b0a399b4e","large_loso_v1:SRA621638",20260806,57,3828,15312,176,1584,"8f975478936cb5ff33709416742a36d520483b2b1138a18ba5e39a0b5ac3b000","9059c50f08eb496b666ee3fd4a45c1f9678f74246db3d704ea74af5fdc49bb9a","41cd7b55897c4a6eedd915e294c9f6fb46e46ef95248a02b7c880b5dbfcf6f75","efc34f432b083424d1b1dcfccd7703648eb157b7e8be2a038a621917caf8236b","04854feabde16e3f7c437f530e346fafc6b7f06b6bd99d4176b11c66a281c88b",6902891,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:7f98730bc851a3c4b5877a38a69e20b88ee8343ccb135f89bd6440d8b77ba948","large_loso_v1:SRA621638",20260807,58,3828,15312,176,1584,"a71aa0bea7bb31507f732ea7b2f2e83794fd38a5abe909759b9a834d5ed7fa95","08d6c6a5138967c91d25ca466cad2999e3af53156e08ccdd0d756833d0f0351d","d79d92f9f9032399c24e1cfd5837c72626563a41b57da33d384025be30ec8369","6fb365055aa3a4e33047a9086f2ead998f4953d62f1c2b7a77fce3d9ec13ad4a","322121b69f1433091b8cd9771ddba0e6af22ea5db459b97c2dadd15f3d033791",6902757,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:858156269cc82adfd2a08d7f02843c6f20bd323c45d04d191db5b0daa8b2e98d","large_loso_v1:SRA621638",20260808,59,3828,15312,176,1584,"1a84ceca07b62c5808fe8d2fdfa1c788409c38e514601036dbc15de8cd9266be","7be03e9132932cb3c3f5547e87d7051b65193e58529f7e5c4c7ed00defa14c0f","7f5f3875535353916f7a64d5c5db17e071ca3a42158f62c6bbd5d517d9102c57","3ba25b66234f0ebfaae1b770262b8082d4a10590ea037c4bef1205ef27692a8e","1b612cea0bb036c673c062db303e006e0fa28402ab2d6cc10841849d55d12d66",6902758,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:26e9fae36393a93186d31abc4b743802345db6aeb2b3edea2a4bf19706d081fc","large_loso_v1:SRA621638",20260809,60,3828,15312,176,1584,"e792b8b7007353c54b3cceba33deda8d658c54b45236c6bf8d675c6a3b8e5fde","005ce29a8ba5029ff7dbd23530c8984920085a4fe949793166e9d7cc84f964e3","ba2d360e91cddc4a0dd6f91edfbd124ffcf68c2d4dae4c088fedafa05650b52b","1ea5463408ea90078b4bedd7ed23687eeab4a86522b62110523fd5d27432c6e9","fd82873aa9bd6d7156bfce390c8773d7fbea237ebf94315d005005bfa0021e3d",6903195,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:21f527973cb03b4cf648798023bdf209b74e75c8e2f9c8b07f7591fec4e2ed05","large_loso_v1:SRA628554",20260805,61,3828,15312,176,1584,"c83c9d6fb2c7a45947cbc9b4383cdc6549f810b1c18bda8120eb0b8e7be4c914","a781ad5509211b2e33d00c7fc728762e4375c9279655ff5332af176e718f6c8c","471d17ca77a4af3dc8bf46eb14451f04ab07686b73f4af4e1603fe0a789d037d","70737155f972de345b36aca7c5177adcfd30805ab22eb616e10ad9bc0193daa0","e8f258d854852b584153b18631dfd2a17126556fa55c0ca2b22b67a7ad85f9b4",6902145,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:65db552c558c49ec5d0c47f6d7ec2a61a5fd041f16e959cb8fa76c0b8544aabe","large_loso_v1:SRA628554",20260806,62,3828,15312,176,1584,"4def8fbde86f67e505ec1b3f0543f52095d5f827f8ad219256adb647708ee5e7","6490f6a13add85850615cd16e3b2b9812e1acde3966b7bdb908a93893f68e4f1","8b45427f4d565c4dd0ec0e85e47973471b34610df308a1f56ab1129941315134","87d004e02c0acab39d89770d5f454431156a7e95ab4c7d8af982098bfa940f5d","3f3ec7753db77057de84d6a1ff1ecef2b7cc592e8acd66b4bdb8734f642fec01",6902303,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:4f83938581758419ed8209945da5f962fafc84b0bf214808921e5c05521082b0","large_loso_v1:SRA628554",20260807,63,3828,15312,176,1584,"b58253d2f25a0e9eb377985436fd9543084f3f3adcbafc4689727abbcc082376","d2e1eb37b87a19b0638374ada4f47666daefd1e72714a984ca142376a0e397fb","916ac93173e2cd3106af0eb250bc55a6dc1c3898ecf59cff8eb4daa7f4a9217f","8078a57982d987a5edb97d7f8b866d142ffa6198523578cda2af476fb48335ae","a44a4edf310fc24037f25f39b6c64913c10cffdc509035d1452ab586d82bccdc",6902238,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:17fd1f24ff364a54fccff2d22f96838374f3fe5948fd1034f5456890e4aab47c","large_loso_v1:SRA628554",20260808,64,3828,15312,176,1584,"b8d1b64bc801e947cfd8f17968ddc1e4acc28c5ceb13e128dfdb266a15483d55","d3f60e485e29fd3c38414e5842530518c293d725dc81d75a3ba4175c94416b1d","8ee4d590ef83731217500e145b0021f51603618bf15689fb8752feefbbd71c81","1dbc8eb5a29f76ac451cb3ca81fdfccdd6f8ed96aea456fa192aa511b1738050","c9c371bc541d5d8d07c035b9b625de9c51a518a59b859d0ad981f0770ea3c845",6901798,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:fdb4ac3c3aac4ab29b4c4ce6867e7142eed606f1fd9eaad9721efb5e9321faea","large_loso_v1:SRA628554",20260809,65,3828,15312,176,1584,"24c5b9a480f62295f524dca7ad7447ccc530fef86ec547f94a05873376713560","1697a46dbdc330e5aa9f68aacd18c43f7253bccae35fd320615fee97cb341565","9f06866b84a9674852d531947d441cc25cd3b8546ae67e667ce612290df913bb","d7f517a89a9f7f7926c423fbe8502467399965354964b45f5a149019c2ac557c","e3c12b83ac52d5194cb624f7e16dfc9a7e0669ef50a56a5fabcfdc4f55f14f76",6902477,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:40c94c4ae479a65d2ecc5fd5a87eebfce74dfc028dcb55b30b9e1fd409a01566","large_loso_v1:SRA713577",20260805,66,3916,15664,89,801,"5e272c15bfc912c3184bb42ce8a65d03db2962efb1f4afa0282949aec1c8e1c6","6d9b97efd6b60a668f27a5b566d7856d0db82582a70ad8205f974243d8c2c8b8","1c9d5789dc0c63270918f8e1020b929f83f4446052453e6ea921768cd021df69","feb6d53555b34822c7c5c157ff551da8888f69b72c2c84162ed19d5eb363a269","4a7c8b9073bfe1c427a15ce1d4b2f9e3e0c081dbd43efe973412671c7d28b835",6804744,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:c53b623686d3bd75d3d8788cf2ebb7b4ca18cb151fab35453c350aef230a6d22","large_loso_v1:SRA713577",20260806,67,3916,15664,89,801,"b58284cb72dd3ffc0be21d9cb7b4c251b74ad351de5dc39fb9ac4eba3f13014f","2b352f0528dbc8a530880a7735826a43b34d8205e58c9ded8291b674baf843a7","df5c6b92c077ffc2bf0d370cbfaaf3202aa43ba294fccf3060dfb19ca3905134","013fb386d7b07ad0995bac1f41c62f78b6632020a2f037cba94c582870b65422","2f1e061f7275474b528a0dcf2d064177d1ecba96721dde5414e87e5f19d45e49",6804901,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:69e42b6be65a64765dce79348978f0d1ec6514d290d628388ebf976e93e46e18","large_loso_v1:SRA713577",20260807,68,3916,15664,89,801,"aa611881fb9e8869648f5c1e166aee7dec49f2f56165809c31b371a5f91f51af","290366f8f96fcd5add08fe83a74956ad83a659b20652642bea4948e0afb9fda5","e25fd346d79c1e01a48a0782e14d1c71a5a11365e69357cac195ac8166e0a839","8f34e273fe0b8c0c75a99454cae991ce8a8a5fb86e3d72f551d71030145cbf5c","4a9c9cd105fd37406091e137b1784b44419a58de75cb9e8b34c92ce236364b44",6804917,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:95e27080059f3b24238eed94f876764d5acd34995a5c3bb8c4058c60339e956f","large_loso_v1:SRA713577",20260808,69,3916,15664,89,801,"7af311ec305ba1c10ba54529180ac8ad148552e684783bf66c85772e077aac1b","bdc389d58dec0525ecbb670eba6b25fa2980b982fb9878386dac31fb3e47abec","f527f129656e3911fb0cfa5eb938caaf59d9cf5e7cb179a89f3aa291724c65f1","6dc3478caf872905886b8902e15894a9c11cd7e0abe41774b70e02fd1dec6645","fb0a83c70b20c7a324d087ea5f9a0d7005dbc7f735554186f9eb43ef740e3078",6804478,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:8b1db99677219a935760a8ea535e14facbd8c567b91e0802411a584a13a3d949","large_loso_v1:SRA713577",20260809,70,3916,15664,89,801,"aee1a2d16c8a8ae1a64bcdfebb4b0c6a8ca1a51c61d8e599760b24bc10599b0c","6a719c0dacc6299de77d4e5ff67daad77f686476b4670ea7bbe651c97d8b3f3c","86287dc69e05a5b8b5cc2e9cf4c63592ded89b08d515fe337f932fe33a0d8d80","822031d46d52f0c31a808c6cb5c19bb1df03e18f8835ecace1985908f713c352","b7a97c053e51289bff0cb894ac59c524cc0747f46cd8a0720c1b2b28267e54db",6804890,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:c793b7010ab87434b5072064211deddcde07c9be1b7a80fd93c1e9015b866f02","large_loso_v1:SRA760933",20260805,71,3916,15664,89,801,"79d6367f36f5054a9ffd597e5ed76bce3a3373bba57f0a5c1ca886a2657fe285","c3e1bfb0e8420450bb4971788583764a461bca2b736c33e85802c594fbaf32cb","61f96c5ed23034d469243716dd2cdc9a67befe4ddff6d5a8a90efe083a9e7dbb","50a89247b873fc9ab1597fb872349868606f3a4dec78a6722ad68f751287a1d7","be2c8faef6fd1bdfe4f9ce0ca8e7bef99a90242b00b7b3b8ca3c477c48eb197a",6804856,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:e9d8f80bb66d3fb206f6aeb8c36f29957eedafe40e451e2ac72d3714f65a8acf","large_loso_v1:SRA760933",20260806,72,3916,15664,89,801,"01c686f8413be9a83f36198acf64a0ebb85e5b77b0832f7df0700f50d148c146","ad20c48f7fd60560271584459574fc7c38a2e6e43ef844e04f1186373c2d747c","6dd024fcb916d45884648b2715d5b56bd1d10e24337fdddc8891a8002657bacc","b768e501b59d3197c4c998b4913b6edc3a739a446661f1023449dbb0febe9815","c870a498efe5124ca4f932c8a26710288453de73ddb5104fd04f02a70d61cb0e",6804906,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:2c7ae95143a51c4c9f8893b45cff8f90ddf1ce6b61589a80a9d1638fe6c7ba56","large_loso_v1:SRA760933",20260807,73,3916,15664,89,801,"cf9a4bb2e0e8a661daf290a73936441121bf04b1d38b14b9b897259bf416e46f","00241c613f1189faab15ace19ec3ac68783a9a29084ad7eaa092ca58c236f9b9","6f40ce060a3f140e80014929a84d9f14af5bdfe9bc0317c0d54bc0446ca35c83","62e96459d466b4e44a82c7cd6d45883a6bef4e2b1bcbade0d075f81e58576cf9","f5245c288ae60039b51b64d305975f4f07594d84356ce5bb4d8ecdc1eb608252",6804869,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:749214f11cc0677c3ba94b334137c000b303f5bf9daedb43f851a72879ea092f","large_loso_v1:SRA760933",20260808,74,3916,15664,89,801,"0b7766df3d1ed9bbd39b382892afb0986a90b023d288a93a03aa7f8b7a79cb77","3a1fa5a5b682a634bfff589e20dbdf87ae0efa7ba36d8dc3d6ac9b52a513aa40","263c38aeb1072a7d5457bd235fa71a48888e18491d8d7d7e5ea25733f7fdbdf3","ca0b1db81460b692305f69bc305281829d5eeb1978c0930274baf9d77c2b4a1b","fe980a1de7e1aa5566f0fbdde1beabcff290f39c2e23bb98f29ccdee1836b0ed",6804638,"closed",FALSE
"mv06g_complete_group_inventory_v1","mv06f_group_v1:b8729188472e8be912368e20d0030e2712552ceec52882c79ddf627da7dac6a0","large_loso_v1:SRA760933",20260809,75,3916,15664,89,801,"93ca8c8872159fabb38c29c6138fdd5e736bc2717b67003d32f6b4dad5b86de8","9c127533e68ea5d6a0e5afd346f7726fc79594925188a2062cbd32af4944843c","67a0f3da3f1dc778d0b5079c785e453f22bc556fe5f5e526da0fb5fcab3a8393","3718170b6cafc3c754ca769cf8aae761ca33a28271efe92e786dc82b96a52166","d4556a53a836ab03087cfbd2d94d896bdd30736dbfa2f38ada3be02926c518c4",6805079,"closed",FALSE
